background_names,foreground_names,palettes_names,input_names,input_entropy_mean,input_std_dev_mean,background_entropy,background_stddev,background_num_options,foreground_entropy,foreground_stddev,foreground_num_options,palettes_entropy,palettes_stddev,palettes_num_options,output_entropy_mean,output_stddev,output_num_options,score,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'romantic', 'party', 'gem-stone', 'seedling', 'sparkle', 'poopy', 'crown', 'spooky', 'happy', 'checkered-flag', 'wavy', 'rainbow', 'lights', 'robot', 'chaotic', 'rose', 'artist-palette', 'disco', 'musical-note', 'cold', 'cosmic', 'face-savoring-food', 'warm', 'soft-ice-cream']",0.957,0.045,0.955884564,123.7225961,29,0.935353975,259.3571096,17,0.950472735,188.3323051,21,0.947,190.471,67,0.071,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space speed', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'romantic', 'party', 'gem-stone', 'seedling', 'sparkle', 'poopy', 'crown', 'spooky', 'happy', 'checkered-flag', 'wavy', 'rainbow', 'lights', 'robot', 'chaotic', 'rose', 'artist-palette', 'disco', 'musical-note', 'cold', 'cosmic', 'face-savoring-food', 'warm', 'soft-ice-cream']",0.957,0.045,0.94525388,135.7707972,29,0.93520152,259.6555127,17,0.952049406,185.5811336,21,0.944,193.669,67,0.07,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space speed', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'romantic', 'party', 'gem-stone', 'seedling', 'sparkle', 'poopy', 'crown', 'spooky', 'happy', 'checkered-flag', 'wavy', 'rainbow', 'lights', 'robot', 'chaotic', 'rose', 'artist-palette', 'disco', 'musical-note', 'cold', 'cosmic', 'face-savoring-food', 'warm', 'soft-ice-cream']",0.957,0.045,0.94525388,135.7707972,29,0.93520152,259.6555127,17,0.952049406,185.5811336,21,0.944,193.669,67,0.07,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space stars speed', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'black and white grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'romantic', 'party', 'gem-stone', 'seedling', 'sparkle', 'poopy', 'crown', 'spooky', 'happy', 'checkered-flag', 'wavy', 'rainbow', 'lights', 'robot', 'chaotic', 'rose', 'artist-palette', 'disco', 'musical-note', 'cold', 'cosmic', 'face-savoring-food', 'warm', 'soft-ice-cream']",0.957,0.046,0.948140815,135.4152162,29,0.9355396,260.5028508,17,0.960238507,173.7335809,21,0.948,189.884,67,0.073,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'black and white grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'romantic', 'party', 'gem-stone', 'seedling', 'sparkle', 'poopy', 'crown', 'spooky', 'happy', 'checkered-flag', 'wavy', 'rainbow', 'lights', 'robot', 'chaotic', 'rose', 'artist-palette', 'disco', 'musical-note', 'cold', 'cosmic', 'face-savoring-food', 'warm', 'soft-ice-cream']",0.957,0.045,0.955072471,125.0525407,29,0.9355396,260.5028508,17,0.960238507,173.7335809,21,0.95,186.43,67,0.073,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'black and white grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'smiling-face-with-hearts', 'party-popper', 'gem-stone', 'seedling', 'sparkles', 'rose', 'crown', 'ghost', 'grinning-face-with-big-eyes', 'chequered-flag', 'water-wave', 'rainbow', 'light-bulb', 'robot', 'face-with-spiral-eyes', 'pile-of-poo', 'artist-palette', 'mirror-ball', 'musical-note', 'cold-face', 'rocket', 'face-savoring-food', 'fire', 'soft-ice-cream']",0.957,0.045,0.953387192,131.9896996,29,0.934880068,261.8842498,17,0.958500706,178.2749482,21,0.949,190.716,67,0.071,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'black and white grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise romantic heart', 'sunset cozy romantic heart', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'smiling-face-with-hearts', 'party-popper', 'gem-stone', 'seedling', 'sparkles', 'rose', 'crown', 'ghost', 'grinning-face-with-big-eyes', 'chequered-flag', 'water-wave', 'rainbow', 'light-bulb', 'robot', 'face-with-spiral-eyes', 'pile-of-poo', 'artist-palette', 'mirror-ball', 'musical-note', 'cold-face', 'rocket', 'face-savoring-food', 'fire', 'soft-ice-cream']",0.957,0.045,0.953387192,131.9896996,29,0.878517178,403.6831806,17,0.96166681,171.4093263,21,0.931,235.694,67,0.059,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'black and white grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise romantic', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'smiling-face-with-hearts', 'party-popper', 'gem-stone', 'seedling', 'sparkles', 'rose', 'crown', 'ghost', 'grinning-face-with-big-eyes', 'chequered-flag', 'water-wave', 'rainbow', 'light-bulb', 'robot', 'face-with-spiral-eyes', 'pile-of-poo', 'artist-palette', 'mirror-ball', 'musical-note', 'cold-face', 'rocket', 'face-savoring-food', 'fire', 'soft-ice-cream']",0.957,0.045,0.953387192,131.9896996,29,0.934880068,261.8842498,17,0.948260427,187.7481215,21,0.946,193.874,67,0.07,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'black and white grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise cozy', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'smiling-face-with-hearts', 'party-popper', 'gem-stone', 'seedling', 'sparkles', 'rose', 'crown', 'ghost', 'grinning-face-with-big-eyes', 'chequered-flag', 'water-wave', 'rainbow', 'light-bulb', 'robot', 'face-with-spiral-eyes', 'pile-of-poo', 'artist-palette', 'mirror-ball', 'musical-note', 'cold-face', 'rocket', 'face-savoring-food', 'fire', 'soft-ice-cream']",0.957,0.045,0.953387192,131.9896996,29,0.934880068,261.8842498,17,0.955761876,181.9512494,21,0.948,191.942,67,0.071,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'multi-color hope', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'black and white grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise cozy', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'smiling-face-with-hearts', 'party-popper', 'gem-stone', 'seedling', 'sparkles', 'rose', 'crown', 'ghost', 'grinning-face-with-big-eyes', 'chequered-flag', 'water-wave', 'rainbow', 'light-bulb', 'robot', 'face-with-spiral-eyes', 'pile-of-poo', 'artist-palette', 'mirror-ball', 'musical-note', 'cold-face', 'rocket', 'face-savoring-food', 'fire', 'soft-ice-cream']",0.957,0.045,0.953387192,131.9896996,29,0.925659139,285.9809614,17,0.955761876,181.9512494,21,0.945,199.974,67,0.068,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'black and white grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise cozy', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'smiling-face-with-hearts', 'party-popper', 'gem-stone', 'seedling', 'sparkles', 'rose', 'crown', 'ghost', 'grinning-face-with-big-eyes', 'chequered-flag', 'water-wave', 'rainbow', 'light-bulb', 'robot', 'face-with-spiral-eyes', 'pile-of-poo', 'artist-palette', 'mirror-ball', 'musical-note', 'cold-face', 'rocket', 'face-savoring-food', 'fire', 'soft-ice-cream']",0.957,0.045,0.953387192,131.9896996,29,0.935236513,260.252013,17,0.955761876,181.9512494,21,0.948,191.398,67,0.071,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'black and white grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise cozy', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'smiling-face-with-hearts', 'party-popper', 'gem-stone', 'seedling', 'sparkles', 'rose', 'crown', 'ghost', 'grinning-face-with-big-eyes', 'chequered-flag', 'water-wave', 'rainbow', 'light-bulb', 'robot', 'face-with-spiral-eyes', 'pile-of-poo', 'artist-palette', 'mirror-ball', 'musical-note', 'cold-face', 'rocket', 'face-savoring-food', 'fire', 'soft-ice-cream']",0.957,0.045,0.956217549,129.2768157,29,0.935056252,257.3256406,17,0.963256398,159.2801216,21,0.952,181.961,67,0.074,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'black and white grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise cozy', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'smiling-face-with-hearts', 'party-popper', 'gem-stone', 'seedling', 'sparkles', 'rose', 'crown', 'ghost', 'grinning-face-with-big-eyes', 'chequered-flag', 'water-wave', 'rainbow', 'light-bulb', 'robot', 'face-with-spiral-eyes', 'pile-of-poo', 'artist-palette', 'mirror-ball', 'musical-note', 'cold-face', 'rocket', 'face-savoring-food', 'fire', 'soft-ice-cream']",0.957,0.045,0.956217549,129.2768157,29,0.935056252,257.3256406,17,0.963256398,159.2801216,21,0.952,181.961,67,0.074,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'black and white grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise cozy', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'smiling-face-with-hearts', 'party-popper', 'gem-stone', 'seedling', 'sparkles', 'rose', 'crown', 'ghost', 'grinning-face-with-big-eyes', 'chequered-flag', 'water-wave', 'rainbow', 'light-bulb', 'robot', 'face-with-spiral-eyes', 'pile-of-poo', 'artist-palette', 'mirror-ball', 'musical-note', 'cold-face', 'rocket', 'face-savoring-food', 'fire', 'soft-ice-cream']",0.957,0.045,0.953387192,131.9896996,29,0.934880068,261.8842498,17,0.955761876,181.9512494,21,0.948,191.942,67,0.071,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'black and white grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise cozy', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone', 'smiling-face-with-hearts', 'party-popper', 'gem-stone', 'seedling', 'sparkles', 'rose', 'crown', 'ghost', 'grinning-face-with-big-eyes', 'chequered-flag', 'water-wave', 'rainbow', 'light-bulb', 'robot', 'face-with-spiral-eyes', 'pile-of-poo', 'artist-palette', 'mirror-ball', 'musical-note', 'cold-face', 'rocket', 'face-savoring-food', 'fire', 'soft-ice-cream']",0.957,0.045,0.953387192,131.9896996,29,0.934880068,261.8842498,17,0.955761876,181.9512494,21,0.948,191.942,67,0.071,
"['quads', 'blooming_petals', 'circles', 'clouds', 'color_cycle', 'diamonds', 'disco_ball', 'fireworks', 'flowers', 'frosted_grid', 'growing_stars', 'higher_power', 'swirl', 'kaleidoscope', 'lasers', 'splatter', 'rainbow', 'ripples_random', 'ripples', 'snowflakes', 'text', 'galaxy', 'sparkles', 'spiral', 'disco', 'squiggles', 'starburst', 'stars', 'music_wave', 'entropy', 'deviation']","['bubbles', 'hearts_colorful', 'confetti', 'emojis', 'hearts_red', 'music_notes', 'paint_drip', 'pineapples', 'pizzas', 'smiling_poop', 'rain', 'floating_rainbows', 'smile_face', 'spotlight', 'color_lights', 'exploding_stars', 'raining_tacos', 'entropy', 'deviation']","['autumn', 'rave', 'cool', 'electronic', 'grayscale', 'iceCream', 'default', 'neon', 'ocean', 'rainbow', 'roses', 'sky', 'spring', 'summer', 'sunrise', 'sunset', 'tropical', 'twinkling', 'vintage', 'warm', 'winter', 'entropy', 'deviation']","['cyclone', 'smiling-face-with-hearts', 'party-popper', 'gem-stone', 'seedling', 'sparkles', 'rose', 'crown', 'ghost', 'soft-ice-cream', 'chequered-flag', 'water-wave', 'rainbow', 'light-bulb', 'robot', 'face-with-spiral-eyes', 'cold-face', 'artist-palette', 'mirror-ball', 'musical-note', 'pile-of-poo', 'rocket', 'face-savoring-food', 'fire', 'grinning-face-with-big-eyes']",0.925,0.182,0.912266056,187.3142758,29,0.89811291,329.6873296,17,0.933075175,219.8732752,21,0.914,245.625,67,0.224,AWS/Titan
