id_s!,family_s*,family_short_s,gradeband_s*,category_s,desc_t
5.W.10,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
5.W.2,Common Core English Language Arts Standards,CC ELA,3-5,Writing,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.
5.W.2.a,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"Introduce a topic clearly, provide a general observation and focus, and group related information logically; include formatting (e.g., headings), illustrations, and multimedia when useful to aiding comprehension."
5.W.2.b,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic."
5.W.2.c,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"Link ideas within and across categories of information using words, phrases, and clauses (e.g., in contrast, especially)."
5.W.2.d,Common Core English Language Arts Standards,CC ELA,3-5,Writing,Use precise language and domain-specific vocabulary to inform about or explain the topic.
5.W.2.e,Common Core English Language Arts Standards,CC ELA,3-5,Writing,Provide a concluding statement or section related to the information or explanation presented.
5.W.3,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences."
5.W.3.a,Common Core English Language Arts Standards,CC ELA,3-5,Writing,Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally.
5.W.3.b,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"Use narrative techniques, such as dialogue, description, and pacing, to develop experiences and events or show the responses of characters to situations."
5.W.3.c,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"Use a variety of transitional words, phrases, and clauses to manage the sequence of events."
5.W.3.d,Common Core English Language Arts Standards,CC ELA,3-5,Writing,Use concrete words and phrases and sensory details to convey experiences and events precisely.
5.W.3.e,Common Core English Language Arts Standards,CC ELA,3-5,Writing,Provide a conclusion that follows from the narrated experiences or events.
5.W.4,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
5.W.5,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
5.W.6,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting."
5.W.7,Common Core English Language Arts Standards,CC ELA,3-5,Writing,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.
5.W.8,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources."
5.W.9,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
5.W.9.a,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"Apply grade 5 Reading standards to literature (e.g., “Compare and contrast two or more characters, settings, or events in a story or a drama, drawing on specific details in the text [e.g., how characters interact]”)."
5.W.9.b,Common Core English Language Arts Standards,CC ELA,3-5,Writing,"Apply grade 5 Reading standards to informational texts (e.g., “Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point[s]”)."
6.W.1,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Write arguments to support claims with clear reasons and relevant evidence.
6.W.1.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Introduce claim(s) and organize the reasons and evidence clearly.
6.W.1.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Support claim(s) with clear reasons and relevant evidence, using credible sources and demonstrating an understanding of the topic or text."
6.W.1.c,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use words, phrases, and clauses to clarify the relationships among claim(s) and reasons."
6.W.1.d,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Establish and maintain a formal style.
6.W.1.e,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Provide a concluding statement or section that follows from the argument presented.
6.W.10,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and"
6.W.2,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
6.W.2.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Introduce a topic; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
6.W.2.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
6.W.2.c,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Use appropriate transitions to clarify the relationships among ideas and concepts.
6.W.2.d,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Use precise language and domain-specific vocabulary to inform about or explain the topic.
6.W.2.e,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Establish and maintain a formal style.
6.W.2.f,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Provide a concluding statement or section that follows from the information or explanation presented.
6.W.3,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
6.W.3.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Engage and orient the reader by establishing a context and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
6.W.3.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."
6.W.3.c,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
6.W.3.d,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use precise words and phrases, relevant descriptive details, and sensory language to convey experiences and events."
6.W.3.e,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Provide a conclusion that follows from the narrated experiences or events.
6.W.4,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
6.W.5,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
6.W.6,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting."
6.W.7,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Conduct short research projects to answer a question, drawing on several sources and refocusing the inquiry when appropriate."
6.W.8,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Gather relevant information from multiple print and digital sources; assess the credibility of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and providing basic bibliographic information for sources.
6.W.9,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
6.W.9.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Apply grade 6 Reading standards to literature (e.g., “Compare and contrast texts in different forms or genres [e.g., stories and poems; historical novels and fantasy stories] in terms of their approaches to similar themes and topics”)."
6.W.9.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Apply grade 6 Reading standards to literary nonfiction (e.g., “Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not”)."
7.W.1,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Write arguments to support claims with clear reasons and relevant evidence.
7.W.1.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically."
7.W.1.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."
7.W.1.c,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence."
7.W.1.d,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Establish and maintain a formal style.
7.W.1.e,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Provide a concluding statement or section that follows from and supports the argument presented.
7.W.10,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
7.W.2,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
7.W.2.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
7.W.2.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
7.W.2.c,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.
7.W.2.d,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Use precise language and domain-specific vocabulary to inform about or explain the topic.
7.W.2.e,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Establish and maintain a formal style.
7.W.2.f,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Provide a concluding statement or section that follows from and supports the information or explanation presented.
7.W.3,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
7.W.3.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
7.W.3.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."
7.W.3.c,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
7.W.3.d,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
7.W.3.e,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Provide a conclusion that follows from and reflects on the narrated experiences or events.
7.W.4,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
7.W.5,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed."
7.W.6,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources."
7.W.7,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation."
7.W.8,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
7.W.9,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
7.W.9.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Apply grade 7 Reading standards to literature (e.g., “Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history”)."
7.W.9.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Apply grade 7 Reading standards to literary nonfiction (e.g. “Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims”)."
8.W.1,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Write arguments to support claims with clear reasons and relevant evidence.
8.W.1.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Introduce claim(s), acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically."
8.W.1.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."
8.W.1.c,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence."
8.W.1.d,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Establish and maintain a formal style.
8.W.1.e,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Provide a concluding statement or section that follows from and supports the argument presented.
8.W.10,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
8.W.2,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
8.W.2.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
8.W.2.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples."
8.W.2.c,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.
8.W.2.d,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Use precise language and domain-specific vocabulary to inform about or explain the topic.
8.W.2.e,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Establish and maintain a formal style.
8.W.2.f,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Provide a concluding statement or section that follows from and supports the information or explanation presented.
8.W.3,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
8.W.3.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
8.W.3.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters."
8.W.3.c,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events."
8.W.3.d,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
8.W.3.e,Common Core English Language Arts Standards,CC ELA,6-8,Writing,Provide a conclusion that follows from and reflects on the narrated experiences or events.
8.W.4,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
8.W.5,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed."
8.W.6,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others."
8.W.7,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration."
8.W.8,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
8.W.9,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
8.W.9.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Apply grade 8 Reading standards to literature (e.g., “Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new”)."
8.W.9.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing,"Apply grade 8 Reading standards to literary nonfiction (e.g., “Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced”)."
9-10.W.1,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
9-10.W.1.a,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among claim(s), counterclaims, reasons, and evidence."
9-10.W.1.b,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Develop claim(s) and counterclaims fairly, supplying evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience’s knowledge level and concerns."
9-10.W.1.c,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
9-10.W.1.d,Common Core English Language Arts Standards,CC ELA,9-12,Writing,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
9-10.W.1.e,Common Core English Language Arts Standards,CC ELA,9-12,Writing,Provide a concluding statement or section that follows from and supports the argument presented.
9-10.W.10,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
9-10.W.2,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
9-10.W.2.a,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Introduce a topic; organize complex ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
9-10.W.2.b,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience’s knowledge of the topic."
9-10.W.2.c,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Use appropriate and varied transitions to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
9-10.W.2.d,Common Core English Language Arts Standards,CC ELA,9-12,Writing,Use precise language and domain-specific vocabulary to manage the complexity of the topic.
9-10.W.2.e,Common Core English Language Arts Standards,CC ELA,9-12,Writing,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
9-10.W.2.f,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
9-10.W.3,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
9-10.W.3.a,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Engage and orient the reader by setting out a problem, situation, or observation, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events."
9-10.W.3.b,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
9-10.W.3.c,Common Core English Language Arts Standards,CC ELA,9-12,Writing,Use a variety of techniques to sequence events so that they build on one another to create a coherent whole.
9-10.W.3.d,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
9-10.W.3.e,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
9-10.W.4,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
9-10.W.5,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience."
9-10.W.6,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology’s capacity to link to other information and to display information flexibly and dynamically."
9-10.W.7,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
9-10.W.8,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation."
9-10.W.9,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
9-10.W.9.a,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Apply grades 9–10 Reading standards to literature (e.g., “Analyze how an author draws on and transforms source material in a specific work [e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]”)."
9-10.W.9.b,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Apply grades 9–10 Reading standards to literary nonfiction (e.g., “Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning”)."
K.W.1,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"Use a combination of drawing, dictating, and writing to compose opinion pieces in which they tell a reader the topic or the name of the book they are writing about and state an opinion or preference about the topic or book (e.g., My favorite book is...)."
K.W.10,Common Core English Language Arts Standards,CC ELA,K-2,Writing,(Begins in grade 3)
K.W.2,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"Use a combination of drawing, dictating, and writing to compose informative/explanatory texts in which they name what they are writing about and supply some information about the topic."
K.W.3,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"Use a combination of drawing, dictating, and writing to narrate a single event or several loosely linked events, tell about the events in the order in which they occurred, and provide a reaction to what happened."
K.W.4,Common Core English Language Arts Standards,CC ELA,K-2,Writing,(Begins in grade 3)
K.W.5,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"With guidance and support from adults, respond to questions and suggestions from peers and add details to strengthen writing as needed."
K.W.6,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"With guidance and support from adults, explore a variety of digital tools to produce and publish writing, including in collaboration with peers."
K.W.7,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"Participate in shared research and writing projects (e.g., explore a number of books by a favorite author and express opinions about them)."
K.W.8,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question."
K.W.9,Common Core English Language Arts Standards,CC ELA,K-2,Writing,(Begins in grade 4)
11-12.WHST.1,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,Write arguments focused on discipline-specific content.
11-12.WHST.1.a,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences the claim(s), counterclaims, reasons, and evidence."
11-12.WHST.1.b,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form that anticipates the audience’s knowledge level, concerns, values, and possible biases."
11-12.WHST.1.c,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
11-12.WHST.1.d,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
11-12.WHST.1.e,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,Provide a concluding statement or section that follows from or supports the argument presented.
11-12.WHST.10,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
11-12.WHST.2,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes."
11-12.WHST.2.a,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Introduce a topic and organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
11-12.WHST.2.b,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience’s knowledge of the topic."
11-12.WHST.2.c,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Use varied transitions and sentence structures to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
11-12.WHST.2.d,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Use precise language, domain-specific vocabulary and techniques such as metaphor, simile, and analogy to manage the complexity of the topic; convey a knowledgeable stance in a style that responds to the discipline and context as well as to the expertise of likely readers."
11-12.WHST.2.e,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Provide a concluding statement or section that follows from and supports the information or explanation provided (e.g., articulating implications or the significance of the topic)."
11-12.WHST.3,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,(See note; not applicable as a separate requirement)
11-12.WHST.4,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
11-12.WHST.5,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience."
11-12.WHST.6,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information."
11-12.WHST.7,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
11-12.WHST.8,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the specific task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation."
