name_s,url_s
PBS KIDS Scratch Jr,https://pbskids.org/learn/scratchjr/
Interactive Art: Bringing Art to Life with Code,https://www.peblio.co/hour-of-code
Computational Portraiture: Art for Good,https://peblio-community-site.webflow.io/hour-of-code-computational-portraiture
A Phidgets Theremin with Processing,https://www.phidgets.com/education/learn/projects/theremin/
Pickcode: Guessing Game Chatbot,https://app.pickcode.io/course/hoc-guessing-game-chatbot
Pickcode: Mobius Triangle Painting,https://app.pickcode.io/course/hoc-mobius-triangle
Pickcode: Carbon Footprint Calculator,https://app.pickcode.io/lesson/hoc-eco-footprint-calculator
Pickcode: Exoplanet Explorer,https://app.pickcode.io/lesson/hoc-exoplanet-explorer
Pickcode: Generative Art Creator,https://app.pickcode.io/lesson/hoc-generative-art
Pickcode: Little Language Model,https://app.pickcode.io/lesson/hoc-little-language-model
Pickcode: Shapes and Spirals,https://app.pickcode.io/course/hoc-shapes-spirals
KUBO Robotics Coding Routes,https://kubo.education/the-coding-license-en/
PIXIE Challenges,http://pixie.es/hour-of-code
Plethora: Cause and Effect,https://www.iamplethora.com/hour-of-code/
The Processing Foundation - Hello Processing,http://hello.processing.org/
Interactive Storytelling,http://www.programmingbasics.org/storytellinghour
Programming Games in Scratch,http://www.programmingbasics.org/scratchgameshour
"Rock, Paper, Scissors",/files/PGUTSRockPaperScissors.pdf
Alexa in Space,https://projectstem.org/alexainspace
Minecraft Cyber Castle Challenge,https://www.questacon.edu.au/learn-and-play/cyber-castle-challenge
Accessible programming (with screenreader support),https://www.quorumlanguage.com/hourofcode/part1.html
Coding in Astronomy,https://quorumlanguage.com/hourofcode/astro1.html
Mosquito patrol,https://projects.raspberrypi.org/en/projects/cd-sebento-scratch-1?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-mosquito-patrol
Space Talk: Launch into Scratch coding,https://projects.raspberrypi.org/en/projects/space-talk?utm_source=hourofcode&utm_medium=listing&utm_id=hoc2021
Tree life simulator,https://projects.raspberrypi.org/en/projects/tree-life-simulator?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-tree-life-simulator
Stress Ball: Code a clickable onscreen stress ball,https://projects.raspberrypi.org/en/projects/stress-ball?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc2020
Flip treat webcards: Create interactive hover cards that flip,https://projects.raspberrypi.org/en/projects/flip-treat-webcards?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-flip-treat-webcards
Astro Pi: Mission Zero,https://projects.raspberrypi.org/en/projects/astro-pi-mission-zero?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-astro-pi
Charting champions: The power of Python lists,https://projects.raspberrypi.org/en/projects/charting-champions?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-charting-champions
Solar system simulator: Python models and dictionaries,https://projects.raspberrypi.org/en/projects/solar-system-simulator?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-solar-system-simulator
Sense HAT Pong,https://projects.raspberrypi.org/en/projects/sense-hat-pong?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-sense-hat-pong
Scratch 3.0 phrasebook,https://projects.raspberrypi.org/en/projects/scratch-3-phrasebook?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-scratch-phrasebook
Sense HAT data logger,https://projects.raspberrypi.org/en/projects/sense-hat-data-logger?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-sense-hat-data-logger
LED firefly: Meet the Raspberry Pi Pico,https://projects.raspberrypi.org/en/projects/led-firefly?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-led-firefly
RoboGarden Coding - Intermediate,https://playground.robogarden.ca/hourofcode/intermediate
RoboGarden Coding - Advanced,https://playground.robogarden.ca/hourofcode/advanced
RoboGarden STEAM - Art,https://playground.robogarden.ca/hourofcode/steam/art
RoboGarden Coding - Beginner,https://playground.robogarden.ca/hourofcode/beginner
RoboGarden STEAM - Engineering,https://playground.robogarden.ca/hourofcode/steam/engineering
RoboGarden STEAM - Math,https://playground.robogarden.ca/hourofcode/steam/math
RoboGarden STEAM - Science,https://playground.robogarden.ca/hourofcode/steam/science
RoboGarden STEAM - Technology,https://playground.robogarden.ca/hourofcode/steam/technology
RoboGarden Puzzles - Robo Treasure Chest,https://playground.robogarden.ca/hour-of-code/treasure-chest-activity.pdf
Program a virtual robot,http://www.robomindacademy.com/go/robomind/home?lang=nl
Hour of Code Activity 1 - Marty Unplugged,https://learn.robotical.io/lesson/Hour-of-Code-marty-unplugged
Hour of Code Activity 2 - the Marty Controller,https://learn.robotical.io/lesson/Hour-of-Code-the-marty-controller
Hour of Code Activity 3 - Getting Started with Marty Blocks Jr,https://learn.robotical.io/lesson/Hour-of-Code-getting-started-with-marty-blocks-jr
Hour of Code Activity 4 - Getting Started with MartyBlocks,https://learn.robotical.io/lesson/Hour-of-Code-getting-started-with-martyblocks
Animate a 3D Logo,https://robotmagic.org/hoc_3dlogo
3D Flappy Bird,https://robotmagic.org/hoc_3dflappy
Equity vs. Equality,https://robotmagic.org/hoc_equity
Code a Line Follower,http://robotmagic.org/hoc_line
FarmBot: Plant with Code,https://robotmagic.org/hoc_farm
Hanoi Tower Game - recursive functions,https://robotmagic.org/hoc_hanoi
"SAS CodeSnaps: Collaborative coding for blind, low vision and sighted students",https://curiosity.sas.com/en/resources/codesnaps.html
SAS DataFly,https://blogs.sas.com/content/sascom/2021/10/01/engaging-students-with-data-literacy/
Show With Code: Features on a Map,https://drive.google.com/file/d/1Wvqyi9hgb6udjfuu-GnaHK1g-_o0UdRI/view
SciGirls: Code Quest,https://pbskids.org/scigirls/games/code-quest
SciGirls: Code Creators,http://www.scigirlsconnect.org/resources/code-creators/
SciGirls: Passion for Pixels,http://www.scigirlsconnect.org/resources/passion-for-pixels/
Anything is Possible! Storytelling with Scratch,https://resources.scratch.mit.edu/www/HoC/en/HOC_Scratch_Storytelling_2022.pdf 
Make Music with Scratch,https://scratch.mit.edu/projects/editor/?tip_bar=music&utm_source=codeorg
Imagine a World,https://scratch.mit.edu/imagine
Make it Fly with Scratch,https://scratch.mit.edu/projects/editor/?tutorial=make-it-fly&utm_source=codeorg
Talking Tales,https://scratch.mit.edu/talking-tales
Create Animations That Talk,https://scratch.mit.edu/projects/editor/?tutorial=animations-that-talk
Get creative with coding,http://scratch.mit.edu/hoc
Game Maker,https://www.scriptacademy.net/game-maker
Alice in Wonderland,https://www.scriptacademy.net/alice-in-wonderland
DragonScript Arena: a Javascript coding game with Dragons,https://dragonscriptarena.com/hourofcode
Robo Keyboard and the Typing Device,https://app.seesaw.me/#/activities/library?premium_activity=prompt.33d4c1eb-5e9a-4c9f-b409-e7ecf8e4686d&tab=school&grade_level=3&subject=ComputerScience
Create a Hardware Robot with Em,https://app.seesaw.me/#/activities/library?premium_activity=prompt.fede504a-9e9f-469d-be1d-8d604dad4f95&tab=school&grade_level=2&subject=ComputerScience
Program With Scratch and Tomika,https://app.seesaw.me/#/activities/library?premium_activity=prompt.255a3987-faa0-4336-99a7-46ef1d4b58dd&tab=school&grade_level=1&subject=ComputerScience
Em Builds a Robot With Hardware,https://app.seesaw.me/#/activities/library?premium_activity=prompt.d19cf306-8769-4b1e-95fa-f5fde40d0a61&tab=school&grade_level=1
Robo Inventor and the Creative Coding Project,https://app.seesaw.me/#/activities/library?premium_activity=prompt.4039ace3-15d2-4309-bb10-4cc7968f4f10&tab=school&subject=ComputerScience
Robo Car Introduces Scratch,https://app.seesaw.me/#/activities/library?premium_activity=prompt.4f8c2d3c-5518-4fbb-9b27-d6ad189eb34d&tab=school&subject=ComputerScience
Robo Wand and the Variable Fruit,https://app.seesaw.me/#/activities/library?premium_activity=prompt.dbc44f7c-9e1c-46b3-8736-7c0cdf74c573&tab=school&subject=ComputerScience
Tomika Programs With ScratchJr,https://app.seesaw.me/#/activities/library?premium_activity=prompt.255a3987-faa0-4336-99a7-46ef1d4b58dd&tab=school&grade_level=1&subject=ComputerScience
Turtle Robot,https://youtu.be/CsDm3EtpfAU
Shelly: Learn programming by drawing!,https://shelly.dev/?redirect=hour-of-code
Plugged Coding Activity: Parts of A Plant,https://mail.google.com/mail/u/0?ui=2&ik=065fb89a0a&attid=0.1&permmsgid=msg-f:1779962475119524808&th=18b3b270c3063bc8&view=att&disp=inline
Plugged Coding Activity: Plant Life Cycle,https://mail.google.com/mail/u/0?ui=2&ik=065fb89a0a&attid=0.2&permmsgid=msg-f:1779962475119524808&th=18b3b270c3063bc8&view=att&disp=inline
My First Python Code,https://www.sololearn.com/hour-of-code/
Your First Webpage in an Hour!,https://www.sololearn.com/hour-of-code/
Fun Fun Functions,https://edu.sphero.com/cwists/preview/15596x
Jurassic Code: Spheroraptor Escape,https://edu.sphero.com/cwists/preview/18611x
Jurassic Code: Mansion Mayhem,https://edu.sphero.com/cwists/preview/18678x
Your Community,https://edu.sphero.com/cwists/preview/18043x
BOLT: Light Sensor,https://edu.sphero.com/cwists/preview/18144x
Inputs and Outputs,https://drive.google.com/file/d/1k2f3q6q4fzXk40NYw_82B4yvvCxWNL16/view?usp=sharing
Inputs and Outputs Unplugged,https://classroom.littlebits.com/lessons/hour-of-code-2020--inputs-and-outputs
Loops Unplugged,https://edu.sphero.com/cwists/preview/51799x
BOLT: Infrared,https://edu.sphero.com/cwists/preview/18146x
Roadblocks,https://edu.sphero.com/cwists/preview/18045x
Sphero Arcade Playground,https://medium.com/@SPRK/sphero-edu-swift-playgrounds-50598efb1ecd
Sphero Baby Steps,https://edu.sphero.com/cwists/preview/38636-sphero-baby-stepsx
BOLT meets ChatGPT,https://edu.sphero.com/cwists/preview/71443x
Additive Color Theory (RGB) with BOLT,https://edu.sphero.com/cwists/preview/67842x
Communication,https://edu.sphero.com/cwists/preview/18047x
Text 1: Hello World,https://edu.sphero.com/cwists/preview/68023x
Blocks 1: Roll Block Squares,https://edu.sphero.com/cwists/preview/1671x
indi Color Contest,https://drive.google.com/file/d/1QdEMI_rLyLPu6FuDfhJ0YE1dUkRMJukE/view?usp=sharing
Autonomous indi,https://drive.google.com/file/d/1u8f4WedQXYooZf_2Jx0OZSPEHSINLxIP/view
Blocks 2: Light and Sound Stories,https://edu.sphero.com/cwists/preview/2143x
Blocks 3: Matrix Emotions,https://edu.sphero.com/cwists/preview/2152x
AI with RVR+: Autonomous Vehicles,https://edu.sphero.com/cwists/preview/74228x
AI with RVR+: Image Recognition,https://edu.sphero.com/cwists/preview/74136x
RVR+ in Color!,https://edu.sphero.com/cwists/preview/68329x
Super Smiles,https://edu.sphero.com/cwists/preview/38706-super-smilesx
CIA Triad and Cybersecurity,https://edu.sphero.com/cwists/preview/60806x
Blocks 4: On Collision Event Pong,https://edu.sphero.com/cwists/preview/6933x
Learn Python Programming by Building A Robot,https://stackjunior.com/hourofcode/courses/programming-with-junior1679567584
JS Hero,http://www.jshero.net/
Escape Velocity and Black Holes!,http://go.osu.edu/hourofcode4
The Physics of Video Games!,http://go.osu.edu/hourofcode
Data Science: Earth Day,https://www.asc.ohio-state.edu/orban.14/stemcoding/earthday/earthday.html
Pi day!,http://go.osu.edu/pidayhourofcode
Planetoids and Lunar Descent,http://go.osu.edu/hourofcode2
Pong & Bonk.io,http://go.osu.edu/hourofcode3
Code a Virtual Holiday Card,https://www.acceleratecoding.com/hoc 
Advanced Python Features,https://tech.io/playgrounds/500/advanced-python-features?forceABTesting=Runnable&utm_source=code-org&utm_campaign=HOC2017&utm_term=advanced-python
Basic Image Manipulation,https://tech.io/playgrounds/2524/basic-image-manipulation/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=image-manipulation
Explaining Closures in JS,https://tech.io/playgrounds/5339/explaining-closures?utm_source=code-org&utm_campaign=HOC2017&utm_term=closures
Flocking Autonomous Agents,https://tech.io/playgrounds/1003/flocking-autonomous-agents/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=flocking-agents
Practical Introduction to Functional Programming with JS,https://tech.io/playgrounds/2980/practical-introduction-to-functional-programming-with-js/pure-functions?utm_source=code-org&utm_campaign=HOC2017&utm_term=functional-js
Introduction to Functional Programming with Python,https://tech.io/playgrounds/1434/introduction-to-functional-programming-with-python/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=functional-python
Genetic Algorithms,https://tech.io/playgrounds/334/genetic-algorithms/history?utm_source=code-org&utm_campaign=HOC2017&utm_term=genetic-algorithms
Interactive Kotlin Basics,https://tech.io/playgrounds/5529/interactive-kotlin-basics/welcome?utm_source=code-org&utm_campaign=HOC2017&utm_term=kotlin-basics
Avoiding Null Anti Patterns,https://tech.io/playgrounds/491/avoiding-null-anti-patterns/intro?utm_source=code-org&utm_campaign=HOC2017&utm_term=null-anti-patterns
Shortest Paths with Dijkstra's Algorithm,https://tech.io/playgrounds/1608/shortest-paths-with-dijkstras-algorithm/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=dijkstras-algorithm
Getting Started With Rust,https://tech.io/playgrounds/365/getting-started-with-rust/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=getting-started-rust
Using C# LINQ - A Practical Overview,https://tech.io/playgrounds/213/using-c-linq---a-practical-overview/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=using-c-linq
Embrace Modern JavaScript - ES6 and Beyond,https://tech.io/playgrounds/4272/embrace-modern-javascript---es6-and-beyond-part-1?utm_source=code-org&utm_campaign=HOC2017&utm_term=embrace-javascript
Tractor Traversal,https://terminaltwo.com/HOC/games/Tractor-Traversal?utm_source=Referral&utm_medium=Hourofcode&utm_content=tractortraversal
Dragon's Apprentice Chapter 1,https://terminaltwo.com/HOC/games/dragon-s-apprentice-dungeon-1?utm_source=Referral&utm_medium=Hourofcode&utm_content=Dragons
Race Condition,https://terminaltwo.com/HOC/games/race-condition?utm_source=Referral&utm_medium=Hourofcode&utm_content=Racecondition
Second Team,https://terminaltwo.com/HOC/games/second-team?utm_source=Referral&utm_medium=Hourofcode&utm_content=Secondteam
The Canyon: Battle Arena,https://terminaltwo.com/HOC/games/the-canyon-battle-arena?utm_source=Referral&utm_medium=Hourofcode&utm_content=TheCanyon
The Passage,https://terminaltwo.com/HOC/games/The-Passage?utm_source=Referral&utm_medium=Hourofcode&utm_content=ThePassage
The Maze,https://terminaltwo.com/HOC/games/The-maze?utm_source=Referral&utm_medium=Hourofcode&utm_content=TheMaze
Ovun City,https://terminaltwo.com/HOC/games/Ovun-City?utm_source=Referral&utm_medium=Hourofcode&utm_content=OvunCity
The Bunker,https://terminaltwo.com/HOC/games/the-bunker?utm_source=Referral&utm_medium=Hourofcode&utm_content=Thebunker
White House,https://terminaltwo.com/HOC/games/White-House?utm_source=Referral&utm_medium=Hourofcode&utm_content=WhiteHouse
Aqueducts,https://terminaltwo.com/HOC/games/Aqueducts?utm_source=Referral&utm_medium=Hourofcode&utm_content=Aqueducts
Frog Squash,https://terminaltwo.com/HOC/games/Frog-Squash?utm_source=Referral&utm_medium=Hourofcode&utm_content=FrogSquash
Binary Dungeon,https://terminaltwo.com/HOC/games/binary-dungeon?utm_source=Referral&utm_medium=Hourofcode&utm_content=BinaryDungeon
Crowded Sprouts,https://terminaltwo.com/HOC/games/crowded-sprouts?utm_source=Referral&utm_medium=Hourofcode&utm_content=CrowdedSprouts
Functional Freestyle,https://terminaltwo.com/HOC/games/Functional-Freestyle?utm_source=Referral&utm_medium=Hourofcode&utm_content=FunctionalFreestyle
10 Minutes of Code,https://education.ti.com/en/select-country/eu-ti-codes
Code Baymax,http://jogos.disney.com.br/operacao-big-hero-code-baymax
Grandes Heroes,http://juegos.disneylatino.com/grandes-heroes-code-baymax
Binary Baubles,/files/CSEDbinary.pdf
Conditionals with Cards,/files/ConditionalsHoC.pdf
Robot Repair: Can You Fix the Robot Brain?,http://www.thinkfun.com/hourofcode/
Robot Repair: Can You Fix the Robot Brain? (Unplugged),http://www.thinkfun.com/wp-content/uploads/2017/09/TF-RobotRepair-HOC-PDFChallenges-Final.pdf
CodeSpells: The Nexus,https://nexus.codespells.org/#/
Let's Get This Bread: Learn How to Build Two Apps,https://x.thunkable.com/hoc
Build a Scavenger Hunt App with Code Blocks,https://blog.thunkable.com/hour-of-code-2022?utm_source=code.org&utm_medium=activity_page&utm_campaign=hourofcode
Build an Informational App on Thunkable,https://thunkable.com/#/hourofcode
Beaver in a Mask,https://hourofcode.com/thunkableyeet
Build a Translator and Text-to-Speech App with Thunkable,https://blog.thunkable.com/hour-of-code-2023
What's AR?,https://docs.google.com/presentation/d/1gRtutW6rFZgEwLddCBtuIp099wVUeG3lGn3zDja_Lus/edit#slide=id.g28ec60142d_0_34
BB-8 Swing,https://docs.google.com/document/d/1pYvHhInXssiSYE_hEKsj1C-oAQD_QOXROb2KZTc1UIo/edit
LEGO Bricker,https://docs.google.com/document/d/15T5zSX1NZUbeKMT8jVLtkkukf_hgmUmQddKW8tatdDE/edit
Swimming Orca - by Tickle App,https://docs.google.com/document/d/11PpZBXSY_bNxfIljHsInyJqZEegnEeYTWLeO9tIwDmU/edit#
Sphero Run,https://docs.google.com/document/d/18QXY0NpnuF53xal81lPAYF62rw0qhNX6S-37VhvwBh0/edit
Parrot Wonder,https://docs.google.com/document/d/1Gd2xo0UHvQf4uSoV0-o5gveit6IsJaWdjX0adxhe--k/edit
Parrot Wonder,https://docs.google.com/document/d/1Gd2xo0UHvQf4uSoV0-o5gveit6IsJaWdjX0adxhe--k/edit
Human Resource Machine,http://tomorrowcorporation.com/human-resource-machine-hour-of-code-edition
Human Resource Machine,http://tomorrowcorporation.com/human-resource-machine-hour-of-code-edition
Discover Python with Silent Teacher,http://silentteacher.toxicode.fr/hour_of_code.html?theme=basic_python
Compute it,http://compute-it.toxicode.fr/?hour-of-code
Silent Teacher,http://silentteacher.toxicode.fr/hourofcode
Utopian Architect,http://architect.toxicode.fr/hour_of_code
N-Gram Explorers: Quest for Words,https://ngrams.toxicode.fr/?from=hourofcode
GameCode: Comparators and Logic in a video game,https://www.code-decode.net/en/hourofcode/start?lesson=42683
GameCode: Conditions in a video game,https://www.code-decode.net/en/hourofcode/start?lesson=42167
GameCode: Actions in a video game,https://www.code-decode.net/en/hourofcode/start?lesson=42006
GameCode: Variables in a video game,https://www.code-decode.net/en/hourofcode/start?lesson=41371
GameCode: create your own video game,https://www.code-decode.net/en/hourofcode/start?lesson=16631
GameCode: Events in a video game,https://www.code-decode.net/en/hourofcode/start?lesson=41559
GameCode: Loops in a video game,https://www.code-decode.net/en/hourofcode/start?lesson=41946
Trinket's Hour of Python,https://hourofpython.com/
Candy Quest,https://www.tynker.com/hour-of-code/candy-quest
Learn to Code with Monster High,https://www.tynker.com/hour-of-code/monster-high
Brick Breaker Game Kit,https://www.tynker.com/hour-of-code/brick-breaker
Fruit Fighter,https://www.tynker.com/hour-of-code/fruit-fighter
Space Quest,https://www.tynker.com/hour-of-code/space-quest
Dragon Dash,https://www.tynker.com/hour-of-code/dragon-dash
Code Monsters,https://www.tynker.com/hour-of-code/code-monsters
NASA Moon 2 Mars,https://www.tynker.com/hour-of-code/nasa-moon-2-mars
Cooking Game,https://www.tynker.com/hour-of-code/cooking-game
Pets Game,https://www.tynker.com/hour-of-code/pets-game
Solar System STEM Kit,https://www.tynker.com/hour-of-code/solar-system
Peep: Nature Walk,https://www.tynker.com/hour-of-code/peep-nature-walk
Code Commander,https://www.tynker.com/hour-of-code/code-commander
Puppy Adventure,https://www.tynker.com/hour-of-code/puppy-adventure
Crystal Clash,https://www.tynker.com/hour-of-code/crystal-clash
Responsible Consumption and Production,https://www.tynker.com/hour-of-code/responsible-consumption-and-production
Undersea Arcade Game Kit,https://www.tynker.com/hour-of-code/undersea-arcade
Spin Draw Animation Kit,https://www.tynker.com/hour-of-code/spin-draw
Multiplication Escape STEM Kit,https://www.tynker.com/hour-of-code/multiplication-escape
Physics Cannon 2-Player Game Kit,https://www.tynker.com/hour-of-code/physics-cannon-2-player
Peep: Dance with Friends,https://www.tynker.com/hour-of-code/peep-dance-with-friends
Tynker on Tablets,https://www.tynker.com/hour-of-code/mobile
Change the World,https://www.tynker.com/hour-of-code/change-the-world
Landscape Generator,https://www.tynker.com/hour-of-code/draw-a-landscape
Create a Superhero Mask,https://www.tynker.com/hour-of-code/superhero-masks
Analog Clock STEM Kit,https://www.tynker.com/hour-of-code/analog-clock
Counter Hack,https://www.tynker.com/hour-of-code/counter-hack
Debugger,https://www.tynker.com/hour-of-code/debugger
Program Drones and Robots,https://www.tynker.com/hour-of-code/hardware
Ecological Pyramid STEM Kit,https://www.tynker.com/hour-of-code/ecological-pyramid
Affordable and Clean Energy,https://www.tynker.com/hour-of-code/affordable-and-clean-energy
Homophones STEM Kit,https://www.tynker.com/hour-of-code/homophones
Affordable and Clean Energy (HTML),https://www.tynker.com/hour-of-code/affordable-and-clean-energy-html
Responsible Consumption and Production (JavaScript),https://www.tynker.com/hour-of-code/responsible-consumption-and-production-javascript
Life on Land,https://www.tynker.com/hour-of-code/life-on-land
Life on Land (Python),https://www.tynker.com/hour-of-code/life-on-land-python
Toxic Jungle,https://www.tynker.com/hour-of-code/toxic-jungle
Bill of Rights STEM Kit,https://www.tynker.com/ide/?p=5772c077af9231e30d8b456f
Bill of Rights STEM Kit,https://www.tynker.com/ide/?p=5772c077af9231e30d8b456f
Build an App,https://www.tynker.com/hour-of-code/build-app-activities
Build your own game,http://www.tynker.com/hour-of-code/
Learn Algebra with RoboBlockly,https://roboblocky.com/curriculum/hourofcode/algebra1/
Learn One Hour Coding with RoboBlockly,https://roboblocky.com/curriculum/hourofcode/hour/
Learn Robotics with RoboBlockly,https://roboblocky.com/curriculum/hourofcode/robotics/
Learn Coding with RoboBlockly,https://roboblocky.com/curriculum/hourofcode/coding/
Learn Math with RoboBlockly,https://roboblockly.com/curriculum/hourofcode/math5/
Unity Game Development Creator Kit: Beginner Code,https://learn.unity.com/project/hour-of-code-creator-kit-beginner-coding
Program Your Own Castle,https://pytamaro.si.usi.ch/hoc/castle
Pac-Man ZERO,https://www.cs.colorado.edu/~ralex/hourofcode/pac-man/
Make your own 3D Frogger game,http://www.csedweek.us
Cloud Constructor,https://www.codedgames.com/games/cloud-constructor/
Found Art Challenge: Creating Art through Code,https://s3.amazonaws.com/docs.unrulysplats.com/Found+Art+Challenge+-+Unruly+Studios.pdf
Teacher Led Lesson Plans,/educate/teacher-led
Animoji,https://www.vidcode.com/project/animoji
Animoji,https://www.vidcode.com/project/animoji-espanol
Plastic Pollution PSA,https://app.vidcode.com/project/end-plastic-pollution
Create your own typeface!,https://app.vidcode.com/project/typeface
Climate Clock,https://www.vidcode.com/project/climate-clock
Code the Eclipse,https://app.vidcode.io/project/hoc-eclipse
Vidcode: Bestie Greeting Card,https://app.vidcode.io/hourofcode/gs/1
Vidcode: Climate Science & Code,https://app.vidcode.io/project/hourofcode-science
Vidcode: Deal With It,https://www.vidcode.com/project/dealwithit
Facetracker,https://www.vidcode.com/project/facetracker
"Input and Output, Math Activity",https://app.vidcode.io/doc/unplugged-activity-math.pdf
SFX Magic,https://www.vidcode.com/project/sfx-magic
SFX Magic,https://www.vidcode.com/project/sfx-magia
Vidcode: Map Your Community,https://www.vidcode.com/project/community-map
Plastic Pollution PSA,https://www.vidcode.com/project/end-plastic-pollution-heb
Vidcode: Code the News,https://app.vidcode.com/project/hoc-news
Game Changineer: Create with English,https://gc.ece.vt.edu/hoc/
Stormy Science,https://sites.google.com/view/mysci-hour-of-code/home?authuser=0
Weavly: Activities at Home,https://weavly.org/learn/activities/#on-screen
Moon Phase: creating the moon phases with code.,https://drive.google.com/file/d/1pK3TdrW4GC3ZAP-4kB2MxYE4koJigt0V/view?usp=drivesdk
Clock: creating a clock with code,https://drive.google.com/file/d/1osIoVwhfPy39PJdhFVku0JTt5dJdEkke/view?usp=drivesdk
Pacman game: creating a pacman game with code.,https://drive.google.com/file/d/1pHn3NI-rjTWEkXJzDomaUM3hi-KgvtF1/view?usp=drivesdk
Road crossing game: building a road crossing game with code,https://drive.google.com/file/d/1pgbmti1g0pp-4YFACjeqS3pfXP89Y1WV/view?usp=drivesdk
Saving the sea: creating a game with code,https://drive.google.com/file/d/1pC8bfp6WC4r5o2tt9y7T625PwKyW_Din/view?usp=drivesdk
Traffic light: creating a traffic light with code.,https://drive.google.com/file/d/1pCHhCKlVaIqe1_Wshn1gmKZZOg-POYVN/view?usp=drivesdk
Random Melodies,https://lab.open.wolframcloud.com/app/objects/wpl/RandomMelodies.nb
Age in Days,https://lab.open.wolframcloud.com/app/objects/wpl/AgeInDays.nb
Draw a Polygon,https://lab.open.wolframcloud.com/app/objects/wpl/DrawAPolygon.nb
Draw a Sphere,https://lab.open.wolframcloud.com/app/objects/wpl/DrawASphere.nb
Sound of PI,https://lab.open.wolframcloud.com/app/objects/wpl/SoundOfPi.nb
Ninja Name Generator,https://lab.open.wolframcloud.com/app/objects/wpl/NinjaNameGenerator.nb
Ninja Name Generator,https://lab.open.wolframcloud.com/app/objects/wpl/NinjaNameGenerator.nb
Wonder Workshop Activity Packets,http://hourofcode.makewonder.com/
Introduction to Robotics,https://www.dropbox.com/s/eegr8vtxp2eepiq/WonderWorkshopLesson07-IntroductiontoDashandDot.pdf?dl=0
Dance the Loopedy-Loop,https://www.dropbox.com/s/wtvz7cdoikys2nx/WonderWorkshopLesson12DancetheLoopedy-Loop.pdf?dl=0
The Robot Games,https://www.dropbox.com/s/d8jcd3o3hx3gjpv/WonderWorkshopLesson05RobotGames.pdf?dl=0
Draw Spirals with Dash,https://www.dropbox.com/s/in4l3f0znrn9j7q/DrawSpiralsWithDash.pdf?dl=0
A Series of Unfortunate Events,https://www.dropbox.com/s/eujoxvtpzp0xuos/WonderWorkshopLesson03Aseriesofunfortunateevents.pdf?dl=0
Dash the Collector (B1),http://hourofcode.makewonder.com/dash-the-collector-level-b.html
Cue's Starter Guide,http://hourofcode.makewonder.com/cues-starter-guide.html
Dash the Puppy (E3),http://hourofcode.makewonder.com/dash-the-puppy-level-e.html
Cue's Secret Message,http://hourofcode.makewonder.com/cues-secret-message.html
Dash's Road Trip (F2),http://hourofcode.makewonder.com/dashs-road-trip-level-f.html
Dot at the Petting Zoo (B2),http://hourofcode.makewonder.com/dot-at-the-petting-zoo-level-b.html
