code_s,name_s,url_s
microbit_pet,micro:bit pet,https://microbit.org/projects/make-it-code-it/microbit-pet/
microbit_dice,micro:bit dice,https://microbit.org/projects/make-it-code-it/dice/
microbit_reaction,micro:bit reaction game,https://microbit.org/projects/make-it-code-it/reaction-game/
microbit_14,"micro:bit: coding towards Global Goal 14, Life Below Water",https://microbit.org/news/2020-05-31/microbit-at-home-lightup-fishing-nets/
microbit_15,"micro:bit: coding towards Global Goal 15, Life on Land",https://microbit.org/news/2020-05-29/microbit-at-home-species-counter/
microbit_seaturtles,Saving Sea Turtles,https://microbit.org/news/2020-05-30/microbit-at-home-saving-sea-turtles/
microbit_wwn,micro:bit which way now? activity,https://microbit.org/projects/make-it-code-it/which-way-now/
microblocks_buttons,Introducing the BBC micro:bit: Animation and Buttons,https://gpblocks.org/hourOfCode2018/microbitIntro/
microblocks_meteor,Make a Falling Meteors Game for the BBC micro:bit,https://gpblocks.org/hourOfCode2018/microbitGame/
msft_sparksfly,Sparks Flying!,https://aka.ms/prehistoric
microsoft_manor,Spooky Manor: Uncover the Haunted Mysteries with VS Code for Education,https://aka.ms/spooky-manor
microsoft_pizza,Chase the Pizza!,https://arcade.makecode.com/#tutorial:/tutorials/chase-the-pizza
mindmakers_roboland,Roboland,https://mindmakers.cc/hourofcode/roboland.html
mindmakers_robolandjr,Roboland Jr,https://mindmakers.cc/hourofcode/robolandjr.html
mee,Minecraft Hour of Code: AI for Good,https://education.minecraft.net/en-us/resources/hour-code-2019
mit_talktome,Talk to Me Mobile App,http://bit.ly/MITAppInventorTalkToMe
mit_ballbounce,Ball Bounce Mobile App,http://bit.ly/MITAppInventorBallBounce
mit_codi,Codi the Bee,http://bit.ly/MITAppInventorHoC
mit_chatgpt,Building a mobile ChatGPT app with MIT App Inventor,https://code.appinventor.mit.edu/login/?locale=en&repo=http://appinventor.mit.edu/yrtoolkit/yr/aiaFiles/ChatBot/ChatBot_Starter.asc
mit_converse,Conversational AI with MIT App Inventor,https://appinventor.mit.edu/explore/convo-ai
mit_imagebot,Building an ImageBot with MIT App Inventor,http://code.appinventor.mit.edu/?locale=en&repo=http://appinventor.mit.edu/yrtoolkit/yr/aiaFiles/ImageBot/ImageBot_Starter.asc
mit_ed_arcade,MIT Education Arcade,https://gameblox.org/hour-of-code
pop_culture,Pop Culture Data Science,https://docs.google.com/document/d/1E8EAI2ecDnR8v-17bKXUHOi_d0xJ0OFigidip9WfYRI/pub
mitstep_deepfakes,Developing AI Literacy (DAILy) 2.0: Deepfakes + Ethical Matrix,https://drive.google.com/drive/folders/1E7uwquX5-ri-S_kB6QiZiMVZGHOqU50F?usp=sharing
mitstep_introtoml,Developing AI Literacy (DAILy) 2.0: Intro to Supervised Machine Learning,https://drive.google.com/drive/folders/1I9lmvMi0Otydp2xAuFsRO2aWtKMFJHRA?usp=sharing
mitstep_misinformation,Developing AI Literacy (DAILy) 2.0: Spread of Misinformation,https://drive.google.com/drive/folders/1MI-6axKjEO8QCb_zGBbbuw5Qfx7VAyIy?usp=sharing
mobilecsp_tune,Play That Tune App,http://www.mobile-csp.org/hourofcode
mobilecsp_map,Map Tour App,http://code.appinventor.mit.edu/?repo=templates.appinventor.mit.edu/trincoll/csp/tutorials/aias/HourofCodeMapTour.asc
mod_lighthouse,Lighthouse Design Challenge with Cubelets,https://drive.google.com/file/d/1IqsUdgw7iLj1jKyhtZDdxZxcBELOqXSg/view
mod_variables,Investigating Variables & Block Values using Cubelets,https://www.modrobotics.com/education/introducing-computer-science/#ics-2
modulo_ed,Modulo Code: Code E.D.,https://modulogames.net/hourofcode/
monstercoding,Mystery Island Coding Quest,http://monstercoding.com/#hour_of_code 
naf_brand,Code your Brand,https://ash.naf.org/public/learning/project/hour-of-code-code-your-brand
naf_logo,Code your Brand: Make a Logo,https://ash.naf.org/public/learning/project/hour-of-code-code-your-brand-make-a-logo
nasa_helicopter,NASA: Code a Mars Helicopter Video Game,https://www.jpl.nasa.gov/edu/learn/project/code-a-mars-helicopter-video-game/
nasa_collection,NASA: Code a Mars Sample Collection Video Game,https://www.jpl.nasa.gov/edu/learn/project/code-a-mars-sample-collection-video-game/
nasa_artemis,NASA: Artemis II Coding Challenge,https://www.nasa.gov/learning-resources/app-development-challenge/classroom-coding-challenges/
nasa_lunar,NASA: Lunar Coding Challenge,https://www.nasa.gov/stem/nextgenstem/moon/lunar-coding-challenge.html
nasa_marsreturn,NASA: Mars Sample Return Coding Challenge,https://www.jpl.nasa.gov/edu/teach/activity/mars-sample-return-coding-challenge/
nasa_orbit,NASA: Crew Orbital Docking Simulation,https://www.nasa.gov/sites/default/files/atoms/files/crew-orbital-docking-simulation.pdf
nasa_package,NASA: Package Delivery Drone Simulation Coding Activity,https://www.nasa.gov/sites/default/files/atoms/files/aam-package-delivery-drone-simulation-activity-guide_0.pdf
nasa_parachute,NASA: Mars Perseverance Parachute Coding Activity,https://www.nasa.gov/sites/default/files/atoms/files/mars-perseverance-parachute-coding-activity.pdf
nasa_radio,NASA: Coding a Radio Message in Space,https://www.jpl.nasa.gov/edu/teach/activity/coding-a-radio-message-for-space/
nasa_binary,Binary Code: How to Talk to a Spacecraft,https://chandra.si.edu/binary/
nasa_3d,Universe in 3D: modeling and printing cosmic objects,https://chandra.si.edu/tinkercad/
nearpod_algorithms,Coding: Algorithms,https://nearpod.com/t/technology-and-computer-science/kindergarten/lesson-1-algorithms-k2-L38809351
nearpod_coding,Topic Spark: Coding,https://nearpod.com/t/science/8th-grade/flo-coding-L42842613
programming_carla,Programming with Carla,https://www.oppia.org/explore/m0LGDfsrWo4c?collection_id=inDXV0w8-p1C
ozobot_ozocodes,Write your Name with OzoCodes,https://storage.googleapis.com/ozobot-lesson-library/write-your-name/write-your-name.pdf
ozo_shape1,Ozobot Blockly Challenge: ShapeTracer 1,https://classroom.ozobot.com/lessons/lnhLwIIA5TRGmOBeKVajQezwVZ/public
ozobot,The OzoBlockly Tutorial,https://storage.googleapis.com/ozobot-lesson-library/hoc-ozobot-tutorial/ozoBlockly-tutorial.pdf
ozobot_algorithm,Make a Multiplication Algorithm,https://portal.ozobot.com/lessons/detail/multiplication-algorithm
ozobot_applications,Basic Applications of IR Communications,https://classroom.ozobot.com/lessons/lnyAtDZg6dQpeZ6FKo1qUyawMd
ozobot_broadcast,Broadcast and Retrieve IR Messages with Ozobot,https://classroom.ozobot.com/lessons/ln08HK9AK7QuqgSt53JSV7EwZc
ozobot_color1,Introduction to Color Codes 01: Line Following,https://drive.google.com/drive/folders/1xwN0o56vAlaQQ0LduAU8-2SQtPnn92tK?usp=sharing
ozobot_color2,Introduction to Color Codes 02: Drawing Color Codes,https://drive.google.com/drive/folders/14mwka4wrZ9P7DYOaRh7PSjDHp9__Nr3q?usp=sharing
ozobot_color3,Introduction to Color Codes 03: Directionality,https://drive.google.com/drive/folders/1p-yP3Ewts2RVJiE6CPjuNmzYVl3YsPzC?usp=sharing
ozobot_ircomm,Intro to IR Communications,https://classroom.ozobot.com/lessons/lnYjJCoHUyQlmW7w04zZpAnwuj
ozobot_know,Introduction to Ozobot: Get to Know Evo,https://drive.google.com/drive/folders/1RJZr7w83lHgGNDQpWFftEqBOJ2SqjXzx?usp=sharing
ozobot_nouns,Picking Out Irregular Plural Nouns,https://drive.google.com/drive/folders/1xFmbIXt4QAop1UmqP2i7k7EVGYVCqwY9?usp=sharing
ozobot_value,What's My Value?,https://drive.google.com/drive/folders/1kGOxOmDY7LIA-UZgKg63cfF-4KNl3RQQ?usp=sharing
ozobot_colorcode,Pop Star|Creating Functions With Ozobot Color Codes,https://classroom.ozobot.com/lessons/ln8HJZ1WLoQVSThKGCAHQDHQta
ozobot_danceoff,Ozobot Dance-Off,https://storage.googleapis.com/ozobot-lesson-library/dance-off/ozobot-dance-off.pdf
ozobot_eclipse,Eclipses and Celestial Mechanics,https://storage.googleapis.com/ozobot-lesson-library/eclipses-celestial-mechanics/eclipses-celestial-mechanics.pdf
ozo_equestrian,Equestrian Event,https://classroom.ozobot.com/lessons/lnSNW0ZXdwQ6KxwzAEUlJXoQds/public
ozobot_evo,Intro to Evo: Evo's Force Field,https://storage.googleapis.com/ozobot-lesson-library/evo-force-field/evo-force-field.pdf
ozobot_exped,Ozobot Expedition to Neptune,https://storage.googleapis.com/ozobot-lesson-library/mission-to-neptune/mission-to-neptune.pdf
ozobot_habits,Modeling Animal Habits and Habitats,http://portal.ozobot.com/lessons/detail/modeling-animal-habits
ozobot_journey,Magellan's Journey,https://storage.googleapis.com/ozobot-lesson-library/magellans-journey/magellans-journey.pdf
ozobot_popstar,PopStar|Creating Functions With OzoBlockly,https://stg-files.ozobot.com/lessons/ln8HJZ1WLoQVSThKGCAHQDHQta/popstarorcreatingfunctionswithozobotcolorcodesorcreatedforthehourofcode.hVHYR73jQ36fCQRApp0CygJf.pdf
ozobot_program,How to Program Robots,https://storage.googleapis.com/ozobot-lesson-library/how-to-program-robots/how-to-program-robots.pdf
ozo_race,50 cm Race,https://classroom.ozobot.com/lessons/lnKLpaMaM6RiiXgQ2Dq8zXNAOn/public
ozobot_random,Ozobot Random Story Generator,https://storage.googleapis.com/ozobot-lesson-library/random-story-generator/random-story-generator.pdf
ozo_shape2,Ozobot Blockly Challenge: ShapeTracer 2,https://classroom.ozobot.com/lessons/lnjL0X3YoaT7mutgGODKNSSAQf/public
ozobot_simulator,Program Simulator,https://storage.googleapis.com/ozobot-lesson-library/program-simulator/program-simulator.pdf
ozobot_timer,Ozobot Second Timer,https://portal.ozobot.com/lessons/detail/second-timer
ozotown,Ozobot Blockly Challenge: OzoTown,https://classroom.ozobot.com/lessons/lntMTjZjp4TKmFTSR2hCnp1wff/public
ozobot_troll,Evo the Troll,https://portal.ozobot.com/lessons/detail/evo-the-troll
programming_colors,Drive to School with Ozobot,https://storage.googleapis.com/ozobot-lesson-library/programming-with-colors/drive-to-school.pdf
adventure_q,Adventure with Q,https://code.org/files/adventure_q.pdf
pbskids,PBS KIDS Scratch Jr,https://pbskids.org/learn/scratchjr/
peblio_art,Interactive Art: Bringing Art to Life with Code,https://www.peblio.co/hour-of-code
peblio_portraits,Computational Portraiture: Art for Good,https://peblio-community-site.webflow.io/hour-of-code-computational-portraiture
phidgets,A Phidgets Theremin with Processing,https://www.phidgets.com/education/learn/projects/theremin/
pickcode_ggame,Pickcode: Guessing Game Chatbot,https://app.pickcode.io/course/hoc-guessing-game-chatbot
pickcode_mtpaint,Pickcode: Mobius Triangle Painting,https://app.pickcode.io/course/hoc-mobius-triangle
pickcode_carbon,Pickcode: Carbon Footprint Calculator,https://app.pickcode.io/lesson/hoc-eco-footprint-calculator
pickcode_exoplanet,Pickcode: Exoplanet Explorer,https://app.pickcode.io/lesson/hoc-exoplanet-explorer
pickcode_genart,Pickcode: Generative Art Creator,https://app.pickcode.io/lesson/hoc-generative-art
pickcode_language,Pickcode: Little Language Model,https://app.pickcode.io/lesson/hoc-little-language-model
pickcode_shapes,Pickcode: Shapes and Spirals,https://app.pickcode.io/course/hoc-shapes-spirals
kubo_robo,KUBO Robotics Coding Routes,https://kubo.education/the-coding-license-en/
pixies,PIXIE Challenges,http://pixie.es/hour-of-code
plethora,Plethora: Cause and Effect,https://www.iamplethora.com/hour-of-code/
processing_foundation,The Processing Foundation - Hello Processing,http://hello.processing.org/
pb_storytelling,Interactive Storytelling,http://www.programmingbasics.org/storytellinghour
games_scratch,Programming Games in Scratch,http://www.programmingbasics.org/scratchgameshour
projguts,"Rock, Paper, Scissors",/files/PGUTSRockPaperScissors.pdf
prstem_alexa,Alexa in Space,https://projectstem.org/alexainspace
quest_castle,Minecraft Cyber Castle Challenge,https://www.questacon.edu.au/learn-and-play/cyber-castle-challenge
quorum,Accessible programming (with screenreader support),https://www.quorumlanguage.com/hourofcode/part1.html
quorum_astronomy,Coding in Astronomy,https://quorumlanguage.com/hourofcode/astro1.html
rpi_mosquito,Mosquito patrol,https://projects.raspberrypi.org/en/projects/cd-sebento-scratch-1?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-mosquito-patrol
raspi_space,Space Talk: Launch into Scratch coding,https://projects.raspberrypi.org/en/projects/space-talk?utm_source=hourofcode&utm_medium=listing&utm_id=hoc2021
rp_tree,Tree life simulator,https://projects.raspberrypi.org/en/projects/tree-life-simulator?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-tree-life-simulator
rp_stress,Stress Ball: Code a clickable onscreen stress ball,https://projects.raspberrypi.org/en/projects/stress-ball?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc2020
rp_webcards,Flip treat webcards: Create interactive hover cards that flip,https://projects.raspberrypi.org/en/projects/flip-treat-webcards?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-flip-treat-webcards
raspberrypi_astropi,Astro Pi: Mission Zero,https://projects.raspberrypi.org/en/projects/astro-pi-mission-zero?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-astro-pi
rp_charting,Charting champions: The power of Python lists,https://projects.raspberrypi.org/en/projects/charting-champions?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-charting-champions
rp_solar,Solar system simulator: Python models and dictionaries,https://projects.raspberrypi.org/en/projects/solar-system-simulator?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-solar-system-simulator
raspberrypi_pong,Sense HAT Pong,https://projects.raspberrypi.org/en/projects/sense-hat-pong?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-sense-hat-pong
rpi_scratch,Scratch 3.0 phrasebook,https://projects.raspberrypi.org/en/projects/scratch-3-phrasebook?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-scratch-phrasebook
rpi_sensehat,Sense HAT data logger,https://projects.raspberrypi.org/en/projects/sense-hat-data-logger?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-sense-hat-data-logger
rp_ledfirefly,LED firefly: Meet the Raspberry Pi Pico,https://projects.raspberrypi.org/en/projects/led-firefly?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-led-firefly
robogarden_intermediate,RoboGarden Coding - Intermediate,https://playground.robogarden.ca/hourofcode/intermediate
robogarden_advanced,RoboGarden Coding - Advanced,https://playground.robogarden.ca/hourofcode/advanced
rg_art,RoboGarden STEAM - Art,https://playground.robogarden.ca/hourofcode/steam/art
robogarden_beginner,RoboGarden Coding - Beginner,https://playground.robogarden.ca/hourofcode/beginner
rg_engineer,RoboGarden STEAM - Engineering,https://playground.robogarden.ca/hourofcode/steam/engineering
rg_math,RoboGarden STEAM - Math,https://playground.robogarden.ca/hourofcode/steam/math
rg_science,RoboGarden STEAM - Science,https://playground.robogarden.ca/hourofcode/steam/science
rg_tech,RoboGarden STEAM - Technology,https://playground.robogarden.ca/hourofcode/steam/technology
rg_treasure,RoboGarden Puzzles - Robo Treasure Chest,https://playground.robogarden.ca/hour-of-code/treasure-chest-activity.pdf
robomindnl,Program a virtual robot,http://www.robomindacademy.com/go/robomind/home?lang=nl
robotical_1,Hour of Code Activity 1 - Marty Unplugged,https://learn.robotical.io/lesson/Hour-of-Code-marty-unplugged
robotical_2,Hour of Code Activity 2 - the Marty Controller,https://learn.robotical.io/lesson/Hour-of-Code-the-marty-controller
robotical_3,Hour of Code Activity 3 - Getting Started with Marty Blocks Jr,https://learn.robotical.io/lesson/Hour-of-Code-getting-started-with-marty-blocks-jr
robotical_4,Hour of Code Activity 4 - Getting Started with MartyBlocks,https://learn.robotical.io/lesson/Hour-of-Code-getting-started-with-martyblocks
robotmagic_3d,Animate a 3D Logo,https://robotmagic.org/hoc_3dlogo
robotmagic_flappy,3D Flappy Bird,https://robotmagic.org/hoc_3dflappy
rmagic_equity,Equity vs. Equality,https://robotmagic.org/hoc_equity
robot_codeline,Code a Line Follower,http://robotmagic.org/hoc_line
robotmagic_farm,FarmBot: Plant with Code,https://robotmagic.org/hoc_farm
robotmagic_tower,Hanoi Tower Game - recursive functions,https://robotmagic.org/hoc_hanoi
sas_collabcode,"SAS CodeSnaps: Collaborative coding for blind, low vision and sighted students",https://curiosity.sas.com/en/resources/codesnaps.html
sas_data,SAS DataFly,https://blogs.sas.com/content/sascom/2021/10/01/engaging-students-with-data-literacy/
sas_map,Show With Code: Features on a Map,https://drive.google.com/file/d/1Wvqyi9hgb6udjfuu-GnaHK1g-_o0UdRI/view
scigirls_quest,SciGirls: Code Quest,https://pbskids.org/scigirls/games/code-quest
scigirls_cc,SciGirls: Code Creators,http://www.scigirlsconnect.org/resources/code-creators/
scigirls_pixels,SciGirls: Passion for Pixels,http://www.scigirlsconnect.org/resources/passion-for-pixels/
scratch_storytelling,Anything is Possible! Storytelling with Scratch,https://resources.scratch.mit.edu/www/HoC/en/HOC_Scratch_Storytelling_2022.pdf 
scratch_music,Make Music with Scratch,https://scratch.mit.edu/projects/editor/?tip_bar=music&utm_source=codeorg
scratch_imagine,Imagine a World,https://scratch.mit.edu/imagine
scratch_fly,Make it Fly with Scratch,https://scratch.mit.edu/projects/editor/?tutorial=make-it-fly&utm_source=codeorg
scratch_tales,Talking Tales,https://scratch.mit.edu/talking-tales
scratch_talk,Create Animations That Talk,https://scratch.mit.edu/projects/editor/?tutorial=animations-that-talk
scratch,Get creative with coding,http://scratch.mit.edu/hoc
sa_gamemaker,Game Maker,https://www.scriptacademy.net/game-maker
scriptacademy_alice,Alice in Wonderland,https://www.scriptacademy.net/alice-in-wonderland
dragonscript,DragonScript Arena: a Javascript coding game with Dragons,https://dragonscriptarena.com/hourofcode
seesaw_keyboard,Robo Keyboard and the Typing Device,https://app.seesaw.me/#/activities/library?premium_activity=prompt.33d4c1eb-5e9a-4c9f-b409-e7ecf8e4686d&tab=school&grade_level=3&subject=ComputerScience
seesaw_robot,Create a Hardware Robot with Em,https://app.seesaw.me/#/activities/library?premium_activity=prompt.fede504a-9e9f-469d-be1d-8d604dad4f95&tab=school&grade_level=2&subject=ComputerScience
seesaw_scratch,Program With Scratch and Tomika,https://app.seesaw.me/#/activities/library?premium_activity=prompt.255a3987-faa0-4336-99a7-46ef1d4b58dd&tab=school&grade_level=1&subject=ComputerScience
seesaw_emrobot,Em Builds a Robot With Hardware,https://app.seesaw.me/#/activities/library?premium_activity=prompt.d19cf306-8769-4b1e-95fa-f5fde40d0a61&tab=school&grade_level=1
seesaw_inventor,Robo Inventor and the Creative Coding Project,https://app.seesaw.me/#/activities/library?premium_activity=prompt.4039ace3-15d2-4309-bb10-4cc7968f4f10&tab=school&subject=ComputerScience
seesaw_robocar,Robo Car Introduces Scratch,https://app.seesaw.me/#/activities/library?premium_activity=prompt.4f8c2d3c-5518-4fbb-9b27-d6ad189eb34d&tab=school&subject=ComputerScience
seesaw_robowand,Robo Wand and the Variable Fruit,https://app.seesaw.me/#/activities/library?premium_activity=prompt.dbc44f7c-9e1c-46b3-8736-7c0cdf74c573&tab=school&subject=ComputerScience
seesaw_tomika,Tomika Programs With ScratchJr,https://app.seesaw.me/#/activities/library?premium_activity=prompt.255a3987-faa0-4336-99a7-46ef1d4b58dd&tab=school&grade_level=1&subject=ComputerScience
turtle_robot,Turtle Robot,https://youtu.be/CsDm3EtpfAU
shelly,Shelly: Learn programming by drawing!,https://shelly.dev/?redirect=hour-of-code
skool_parts,Plugged Coding Activity: Parts of A Plant,https://mail.google.com/mail/u/0?ui=2&ik=065fb89a0a&attid=0.1&permmsgid=msg-f:1779962475119524808&th=18b3b270c3063bc8&view=att&disp=inline
skool_plant,Plugged Coding Activity: Plant Life Cycle,https://mail.google.com/mail/u/0?ui=2&ik=065fb89a0a&attid=0.2&permmsgid=msg-f:1779962475119524808&th=18b3b270c3063bc8&view=att&disp=inline
sololearn_python,My First Python Code,https://www.sololearn.com/hour-of-code/
sololearn_webpage,Your First Webpage in an Hour!,https://www.sololearn.com/hour-of-code/
sphero_functions,Fun Fun Functions,https://edu.sphero.com/cwists/preview/15596x
spheroraptor,Jurassic Code: Spheroraptor Escape,https://edu.sphero.com/cwists/preview/18611x
sphero_mansion,Jurassic Code: Mansion Mayhem,https://edu.sphero.com/cwists/preview/18678x
sphero_community,Your Community,https://edu.sphero.com/cwists/preview/18043x
sphero_lightsensor,BOLT: Light Sensor,https://edu.sphero.com/cwists/preview/18144x
sphero_inout,Inputs and Outputs,https://drive.google.com/file/d/1k2f3q6q4fzXk40NYw_82B4yvvCxWNL16/view?usp=sharing
sphero_inputs,Inputs and Outputs Unplugged,https://classroom.littlebits.com/lessons/hour-of-code-2020--inputs-and-outputs
sphero_loops,Loops Unplugged,https://edu.sphero.com/cwists/preview/51799x
sphero_infrared,BOLT: Infrared,https://edu.sphero.com/cwists/preview/18146x
sphero_roadblocks,Roadblocks,https://edu.sphero.com/cwists/preview/18045x
sphero_arcade,Sphero Arcade Playground,https://medium.com/@SPRK/sphero-edu-swift-playgrounds-50598efb1ecd
sphero_baby,Sphero Baby Steps,https://edu.sphero.com/cwists/preview/38636-sphero-baby-stepsx
sphero_chatgpt,BOLT meets ChatGPT,https://edu.sphero.com/cwists/preview/71443x
sphero_colortheory,Additive Color Theory (RGB) with BOLT,https://edu.sphero.com/cwists/preview/67842x
sphero_communication,Communication,https://edu.sphero.com/cwists/preview/18047x
sphero_hello,Text 1: Hello World,https://edu.sphero.com/cwists/preview/68023x
sphero_intro,Blocks 1: Roll Block Squares,https://edu.sphero.com/cwists/preview/1671x
sphero_incolor,indi Color Contest,https://drive.google.com/file/d/1QdEMI_rLyLPu6FuDfhJ0YE1dUkRMJukE/view?usp=sharing
sphero_indi,Autonomous indi,https://drive.google.com/file/d/1u8f4WedQXYooZf_2Jx0OZSPEHSINLxIP/view
sphero_if_then,Blocks 2: Light and Sound Stories,https://edu.sphero.com/cwists/preview/2143x
sphero_lights,Blocks 3: Matrix Emotions,https://edu.sphero.com/cwists/preview/2152x
sphero_rvrauto,AI with RVR+: Autonomous Vehicles,https://edu.sphero.com/cwists/preview/74228x
sphero_rvrimage,AI with RVR+: Image Recognition,https://edu.sphero.com/cwists/preview/74136x
sphero_rvrincolor,RVR+ in Color!,https://edu.sphero.com/cwists/preview/68329x
sphero_smiles,Super Smiles,https://edu.sphero.com/cwists/preview/38706-super-smilesx
sphero_triad,CIA Triad and Cybersecurity,https://edu.sphero.com/cwists/preview/60806x
sphero_variables,Blocks 4: On Collision Event Pong,https://edu.sphero.com/cwists/preview/6933x
stack_python,Learn Python Programming by Building A Robot,https://stackjunior.com/hourofcode/courses/programming-with-junior1679567584
js_hero,JS Hero,http://www.jshero.net/
stemcoding_blckhole,Escape Velocity and Black Holes!,http://go.osu.edu/hourofcode4
stemcoding_video_games,The Physics of Video Games!,http://go.osu.edu/hourofcode
stemcoding_data,Data Science: Earth Day,https://www.asc.ohio-state.edu/orban.14/stemcoding/earthday/earthday.html
stemcoding_piday,Pi day!,http://go.osu.edu/pidayhourofcode
stemcoding_planetoids,Planetoids and Lunar Descent,http://go.osu.edu/hourofcode2
stemcoding_pong,Pong & Bonk.io,http://go.osu.edu/hourofcode3
stem_holiday,Code a Virtual Holiday Card,https://www.acceleratecoding.com/hoc 
techio_python_advanced,Advanced Python Features,https://tech.io/playgrounds/500/advanced-python-features?forceABTesting=Runnable&utm_source=code-org&utm_campaign=HOC2017&utm_term=advanced-python
techio_image_manipulation,Basic Image Manipulation,https://tech.io/playgrounds/2524/basic-image-manipulation/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=image-manipulation
techio_js_closures,Explaining Closures in JS,https://tech.io/playgrounds/5339/explaining-closures?utm_source=code-org&utm_campaign=HOC2017&utm_term=closures
techio_auto_agents,Flocking Autonomous Agents,https://tech.io/playgrounds/1003/flocking-autonomous-agents/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=flocking-agents
techio_js_functional,Practical Introduction to Functional Programming with JS,https://tech.io/playgrounds/2980/practical-introduction-to-functional-programming-with-js/pure-functions?utm_source=code-org&utm_campaign=HOC2017&utm_term=functional-js
techio_python_functional,Introduction to Functional Programming with Python,https://tech.io/playgrounds/1434/introduction-to-functional-programming-with-python/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=functional-python
techio_genetic,Genetic Algorithms,https://tech.io/playgrounds/334/genetic-algorithms/history?utm_source=code-org&utm_campaign=HOC2017&utm_term=genetic-algorithms
techio_kotlin,Interactive Kotlin Basics,https://tech.io/playgrounds/5529/interactive-kotlin-basics/welcome?utm_source=code-org&utm_campaign=HOC2017&utm_term=kotlin-basics
techio_null,Avoiding Null Anti Patterns,https://tech.io/playgrounds/491/avoiding-null-anti-patterns/intro?utm_source=code-org&utm_campaign=HOC2017&utm_term=null-anti-patterns
techio_dijkstra,Shortest Paths with Dijkstra's Algorithm,https://tech.io/playgrounds/1608/shortest-paths-with-dijkstras-algorithm/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=dijkstras-algorithm
techio_rust,Getting Started With Rust,https://tech.io/playgrounds/365/getting-started-with-rust/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=getting-started-rust
techio_linq,Using C# LINQ - A Practical Overview,https://tech.io/playgrounds/213/using-c-linq---a-practical-overview/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=using-c-linq
techio_modern_js,Embrace Modern JavaScript - ES6 and Beyond,https://tech.io/playgrounds/4272/embrace-modern-javascript---es6-and-beyond-part-1?utm_source=code-org&utm_campaign=HOC2017&utm_term=embrace-javascript
tt_tractor,Tractor Traversal,https://terminaltwo.com/HOC/games/Tractor-Traversal?utm_source=Referral&utm_medium=Hourofcode&utm_content=tractortraversal
tt_dragons,Dragon's Apprentice Chapter 1,https://terminaltwo.com/HOC/games/dragon-s-apprentice-dungeon-1?utm_source=Referral&utm_medium=Hourofcode&utm_content=Dragons
tt_race,Race Condition,https://terminaltwo.com/HOC/games/race-condition?utm_source=Referral&utm_medium=Hourofcode&utm_content=Racecondition
tt_second,Second Team,https://terminaltwo.com/HOC/games/second-team?utm_source=Referral&utm_medium=Hourofcode&utm_content=Secondteam
tt_canyon,The Canyon: Battle Arena,https://terminaltwo.com/HOC/games/the-canyon-battle-arena?utm_source=Referral&utm_medium=Hourofcode&utm_content=TheCanyon
tt_passage,The Passage,https://terminaltwo.com/HOC/games/The-Passage?utm_source=Referral&utm_medium=Hourofcode&utm_content=ThePassage
tt_maze,The Maze,https://terminaltwo.com/HOC/games/The-maze?utm_source=Referral&utm_medium=Hourofcode&utm_content=TheMaze
tt_ovum,Ovun City,https://terminaltwo.com/HOC/games/Ovun-City?utm_source=Referral&utm_medium=Hourofcode&utm_content=OvunCity
tt_bunker,The Bunker,https://terminaltwo.com/HOC/games/the-bunker?utm_source=Referral&utm_medium=Hourofcode&utm_content=Thebunker
tt_whitehouse,White House,https://terminaltwo.com/HOC/games/White-House?utm_source=Referral&utm_medium=Hourofcode&utm_content=WhiteHouse
tt_aqueducts,Aqueducts,https://terminaltwo.com/HOC/games/Aqueducts?utm_source=Referral&utm_medium=Hourofcode&utm_content=Aqueducts
tt_frog,Frog Squash,https://terminaltwo.com/HOC/games/Frog-Squash?utm_source=Referral&utm_medium=Hourofcode&utm_content=FrogSquash
tt_dungeon,Binary Dungeon,https://terminaltwo.com/HOC/games/binary-dungeon?utm_source=Referral&utm_medium=Hourofcode&utm_content=BinaryDungeon
tt_sprouts,Crowded Sprouts,https://terminaltwo.com/HOC/games/crowded-sprouts?utm_source=Referral&utm_medium=Hourofcode&utm_content=CrowdedSprouts
tt_freestyle,Functional Freestyle,https://terminaltwo.com/HOC/games/Functional-Freestyle?utm_source=Referral&utm_medium=Hourofcode&utm_content=FunctionalFreestyle
texasinstruments,10 Minutes of Code,https://education.ti.com/en/select-country/eu-ti-codes
baymaxpt,Code Baymax,http://jogos.disney.com.br/operacao-big-hero-code-baymax
baymaxes,Grandes Heroes,http://juegos.disneylatino.com/grandes-heroes-code-baymax
