displayweight,displayweight_pre,displayweight_k5,displayweight_25,displayweight_middle,displayweight_high,popularityrank,code,name,orgname,url,shortdescription,longdescription,platformtext,gradelevel,image,tags,teachers_notes,language,languages_supported,short_code,tags_grade,string_detail_grades,tags_teacher_experience,tags_student_experience,tags_activity_type,tags_subject,tags_platform,string_platforms,string_detail_platforms,tags_length,tags_programming_language,string_detail_programming_languages,string_standards,
1870,1,1,1,1860,1890,1,codemonkey_chatbot,Python Chatbot,CodeMonkey Studios,https://www.playcodemonkey.com/hour-of-code/python-chatbot,Learn Python through coding and creating a chatbot.,"Python Chatbot introduces kids ages 14+ to Python in 15 exercises. The objective is to code a chatbot that can interact with users and test their trivia knowledge. Python Chatbot teaches python, server side programming, chatbot development, string manipulation, data structures, loops, conditionals and variables.",All modern browsers,Grades 6+,/images/tutorials/hoc2017/codemonkey_chatbot.png,2017-tutorial,https://www.playcodemonkey.com/hour-of-code-python-chatbot-teachers-notes.pdf,English only,en,cmchat,"all,6-8,9+",Grades 6+,comfortable,comfortable,online-tutorial,cs-only,computers,All modern browsers,,1hour,typing,Python,"Common Core Computer Science Standards, NGSS and CSTA standards",
1840,1,1890,1890,1,1,1,tynker_dragon_blast,Dragon Blast,Tynker,https://www.tynker.com/hour-of-code/dragon-blast,Train your dragons to hunt for treasure with code!,"Choose a dragon, then embark on a quest for treasure. Blast through obstacles and gain cool power-ups as you journey through a mystical jungle. Learn sequencing, loops, conditional logic, and debugging skills along the way.","All modern browsers, iPad",Grades 2-5,/images/tutorials/hoc2017/tynker_dragon_blast.jpg,2017-tutorial,https://www.tynker.com/hour-of-code/dragon-blast-teacher-guide,"Chinese (Simplified), English, French, German, Japanese, Spanish","zh-CN,en,fr,de,ja,es-MX",tynkerdb,"all,2-5",Grades 2-5,beginner,comfortable,online-tutorial,"la,math","computers,ios","All modern browsers, iPad",,1hour-follow,blocks,"Blocks, JavaScript, Python","CSTA, Common Core math and ELA",
1820,1,1,1,1880,1840,1,codemonkey_builder,Game Builder,CodeMonkey Studios,https://www.playcodemonkey.com/hour-of-code/game-builder,Game design courses teach students 14+ game design and creation elements.,"Game design courses teach students 14+ through step by step instructions. In three courses students learn game design and creation elements. Platformer course helps students master keyboard user-interface and game mechanics  of game design. Frogger teaches students how how to create their own versions of the classic game Frogger™. Sprite Animations allows for students to draw images, program animations and create original sprites for their very own games.","All modern browsers, Android tablet, iPad",Grades 6+,/images/tutorials/hoc2017/codemonkey_builder.png,2017-tutorial,https://www.playcodemonkey.com/hour-of-code-game-builder-teachers-notes.pdf,"Chinese (Simplified), English, Hebrew, Japanese","zh-CN,en,en-GB,he,ja",cmbuild,"all,6-8,9+",Grades 6+,beginner,comfortable,online-tutorial,art,"computers,android,ios","All modern browsers, Android tablet, iPad",,1hour,typing,CoffeeScript,Common Core and CSTA,
1800,1,1548,1548,1548,1,1,delightex_robot,Robot Rattle,Delightex,https://cospaces.io/edu/hour-of-code/robot-rattle,"Operate a physically simulated robot, learn to move its joints via angles, and program it to push and grab objects.","Robot Rattle teaches students to operate a fully physically simulated robot with the help of a visual coding language by easily dragging & dropping blocks to write code instructions. Students are introduced to the robot and its various moving joints, and learn to move its joints with the use of angles. The robot can push and grab objects in order to direct them to the goal, but also break if moved against obstacles. This activity is targeted to kids aged 13+ and offers easy-to-grasp insights into physical behaviour and robotics.

On top of that, anyone with a smartphone and a mobile VR headset will be able to watch the full-scale robot performing the written code.","Chrome, Firefox, Android tablet, iPad",Grades 2-8,/images/tutorials/hoc2017/delightex_robot.jpeg,2017-tutorial,,English only,en,robotrattle,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,"math,science","computers,android,ios","Chrome, Firefox, Android tablet, iPad",,1hour,blocks,Blocks,,
1800,1,1850,1850,1890,1,1,codesters_hedgehog,Hedgehog Designs,Codesters,https://www.codesters.com/curriculum/hour-of-code-2017/Hedgehog+Designs/1/,Guide your sprite around the stage to create your own geometric art work!,"In this activity, designed for beginning coders, students use a drag-to-text toolkit to start coding in Python right away! First, work through some skill building activities where you learn how to assign and modify commands for your sprite. Then, program your own commands to create shareable electronic art! 
*Sharing requires student sign up.","All modern browsers, Android tablet, iPad",Grades 2-8,/images/tutorials/hoc2017/codesters_hedgehog.png,2017-tutorial,https://drive.google.com/open?id=0B-eikSAMO8spaXkyOFY3WnAtZVE,"Chinese (Traditional), English, Spanish","zh-TW,en,es",codestersh,"all,2-5,6-8",Grades 2-8,beginner,comfortable,online-tutorial,"math,art","computers,android,ios","All modern browsers, Android tablet, iPad",,1hour,"blocks,typing","Blocks, Python","ISTE: Creative Communicator: 6b- Students create original works or responsibly repurpose or remix digital resources into new creations.
CSTA: 1B- A- 5 - 4 Construct programs, in order to solve a problem or for creative expression, that include sequencing, events, loops, conditionals, parallelism, and variables, using a block-based visual programming language or text-based language, both independently and collaboratively (e.g., pair programming).",
1790,1,1,1,1840,1830,1,codehs_pixels_digital,Digital Art in Pixels with CodeHS,CodeHS,https://www.codehs.com/hoc_pixels,Code your own digital images!,"Learn how images are stored and displayed on computers using pixels. Explore how images are encoded as a grid of color values, and make your own digital images using binary and hexadecimal color codes!","Chrome, Firefox, Safari",Grades 6+,/images/tutorials/hoc2017/codehs_pixels_digital.png,2017-tutorial,https://www.codehs.com/hoc_guide_pixels,English only,en,codehsdigipixel,"all,6-8,9+",Grades 6+,beginner,comfortable,online-tutorial,art,computers,"Chrome, Firefox, Safari",,1hour-follow,typing,Language independent,,
1790,1,1,1,1658,1800,1,codeclub_binary,Binary Hero,Code Club,https://projects.raspberrypi.org/en/projects/binary-hero,Make a Scratch game in which you play the notes of a song as they scroll down the stage.,Make a Scratch game in which you play the notes of a song as they scroll down the stage. You’ll score ten points for every correct note you play. Each note corresponds to a binary number.,"Internet Explorer 11, Microsoft Edge, Chrome",Grades 6+,/images/tutorials/hoc2017/codeclub_binary.png,2017-tutorial,,English only,en,ccbinary,"all,6-8,9+",Grades 6+,beginner,comfortable,online-tutorial,math,computers,"Internet Explorer 11, Microsoft Edge, Chrome",,1hour-follow,blocks,Blocks,,
1790,1,1,1,1810,1545,1,codehs_turtle,Program Python with Tracy the Turtle,CodeHS,https://www.codehs.com/hoc_turtle,Write programs to make art with Tracy the Turtle!,Learn the basics of programming by drawing shapes on your screen with Tracy the Turtle! Turtle Graphics (or LOGO) is a beginner friendly way to explore programming concepts and bring creativity into programming in a visual way.,"Chrome, Firefox, Safari",Grades 6+,/images/tutorials/hoc2017/codehs_turtle.png,2017-tutorial,https://www.codehs.com/hoc_guide_turtle,English only,en,codehsturtle,"all,6-8,9+",Grades 6+,"beginner,comfortable","beginner,comfortable",online-tutorial,art,computers,"Chrome, Firefox, Safari",,1hour-follow,typing,Python,,
1790,1,1,1,1800,1545,1,groklearning_hydrangea,Hydrangea Danger,Grok Learning,https://groklearning.com/hoc/activity/hydrangea-danger/,This activity is designed to introduce branching decisions in programming. Use the Blockly version of Python and its turtle module to draw and colour hydrangea flowers!,"Continue those Blockly programming skills! This course builds on what you learned in the Frozen Fractals activity: https://hourofcode.com/grokffblock

This activity is designed to introduce branching decisions in programming. Use the Blockly version of Python and its turtle module to draw and colour hydrangea flowers!",All modern browsers,Grades 6+,/images/tutorials/hoc2017/groklearning_hydrangea.jpg,2017-tutorial,https://groklearning.com/hoc/activity/hydrangea-danger/lesson-plan/,English only,en,grokhd,"all,6-8,9+",Grades 6+,beginner,comfortable,online-tutorial,cs-only,computers,All modern browsers,,1hour,blocks,Blocks,"CSTA: 2-AP-11, 2-AP-12, 2-AP-13, 2-AP-17",
1790,1,1,1,1873,1500,1,groklearning_emoticon,Emoticon Madness,Grok Learning,https://groklearning.com/hoc/activity/emoticon-madness/,"This activity is designed to give you your first experience programming, and has been specially designed for the Hour of Code. Use the programming language Python to explore emoticons and text manipulation.","This activity is designed to give you your first experience programming, and has been specially designed for the Hour of Code. Use the programming language Python to explore emoticons and text manipulation.",All modern browsers,Grades 6+,/images/tutorials/hoc2017/groklearning_emoticon.jpg,2017-tutorial,https://groklearning.com/hoc/activity/emoticon-madness/lesson-plan/,English only,en,grokem,"all,6-8,9+",Grades 6+,beginner,comfortable,online-tutorial,cs-only,computers,All modern browsers,,1hour,typing,Python,"CSTA: 2-AP-11, 2-AP-12, 2-AP-13, 2-AP-17",
1790,1,1820,1820,1870,1,1,codesters_asteroid,Asteroid Dodge,Codesters,https://www.codesters.com/curriculum/hour-of-code-2017/Asteroid+Dodge/1/,Design your own fast-paced space adventure game with player controls!,"In this activity, designed for students with some coding experience, students use our drag-to-text toolkit to build an game with player controls! Students learn about variables, randomly generated numbers, game design, and multiple types of events and event triggers, all while scrambling to stay out of the way as asteroids hurtle toward their spaceship! Prereq: variables, parameters.","All modern browsers, Android tablet, iPad",Grades 2-8,/images/tutorials/hoc2017/codesters_asteroid.png,2017-tutorial,https://drive.google.com/open?id=0B-eikSAMO8spa0NOWnZiNW00ek0,"Chinese (Traditional), English, Spanish","zh-TW,en,es",codestersa,"all,2-5,6-8",Grades 2-8,comfortable,comfortable,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad",,1hour,typing,Python,"CSTA: 2-A-4-8 Define and use procedures that hide the complexity of a task and can be reused to solve similar tasks. [Clarification: Students use and modify, but do not necessarily create, procedures with parameters.]
3A-C-5-14 Create, extend, or modify existing programs to add new features and behaviors using different forms of inputs and outputs (e.g., inputs such as sensors, mouse clicks, data sets; outputs such as text, graphics, sounds).
",
1790,1,1810,1810,1,1,1,codemonkey_dodo,Dodo Does Math,CodeMonkey Studios,https://www.playcodemonkey.com/hour-of-code/dodo-does-math,"Teach addition, angle and degree measurement, and multiplication with new characters.
","A game-based platform for 2nd to 4th graders to learn and practice math with the same easy-to use interface enjoyed in CodeMonkey’s ""Coding Adventure"". In 60 interactive challenges, students will improve their math skills with exciting new characters, features and challenges. Using a pixel ruler and protractor to measure distances and angles, students will help the Dodo get to the eggs. 
","All modern browsers, Android tablet, iPad",Grades 2-5,/images/tutorials/hoc2017/codemonkey_dodo.png,2017-tutorial,https://www.playcodemonkey.com/hour-of-code-dodo-does-math-teachers-notes.pdf,"English, Hebrew","en,en-GB,he",cmdodo,"all,2-5",Grades 2-5,beginner,comfortable,online-tutorial,math,"computers,android,ios","All modern browsers, Android tablet, iPad",,1hour,typing,CoffeeScript,"Common Core Math Standards Alignment
",
1790,1,1830,1830,1,1,1,tynker_space,Space Quest,Tynker,https://www.tynker.com/hour-of-code/space-quest,Learn to code in space!,"Your astronaut’s ship has crash-landed!  Luckily, you’re there to help. Use drag-and-drop programming to help your character collect spare parts while avoiding aliens and obstacles. Can you find a ship to bring your astronaut home?","All modern browsers, iPad, Unplugged",Grades 2-5,/images/tutorials/hoc2017/tynker_space.jpg,2017-tutorial,https://www.tynker.com/hour-of-code/space-quest-teacher-guide,"Chinese (Simplified), English, French, German, Japanese, Spanish","zh-CN,en,fr,de,ja,es-MX",tynkerspace,"all,2-5",Grades 2-5,beginner,comfortable,online-tutorial,math,"computers,ios,no-computers","All modern browsers, iPad, Unplugged",,1hour-follow,blocks,"Blocks, JavaScript, Python","CSTA, Common Code ELA and Math",
1662,1,1,1,1,1560,1,gamefroot_bloons,Bloons Trigonometry Defense,Gamefroot,http://make.gamefroot.com/partners/ninja-kiwi,Code your own mini-game and learn the maths in Bloons TD5.,"In this lesson you will code a shooting monkey tower from the popular Bloons Tower Defense game.

By the end of the lesson you will know the angle finding maths and algorithms commonly used in many of today's most popular tower defense games.

You will be able to apply this knowledge in your own game. 

Gamefroot Hour of Code tutorials use a visual programming language using blocks where students simply drag and drop visual blocks to write code.",All modern browsers,Grades 9+,/images/tutorials/hoc2017/gamefroot_bloons.jpg,2017-tutorial,,English only,en,gfbloons,"all,9+",Grades 9+,comfortable,comfortable,online-tutorial,math,computers,All modern browsers,,few-hours,blocks,Blocks,NZQA/NCEA Geometry,
1654,1,1,1,1,1654,1,raspberrypi_pong,Sense HAT Pong,Raspberry Pi Foundation,https://projects.raspberrypi.org/en/projects/sense-hat-pong,Create a Pong game using a Sense HAT and some Python code.,"Recreate the classic game of Pong using a Sense HAT and some Python code. This activity can be completed online using the Sense HAT emulator, or by using a Raspberry Pi and the Sense HAT hardware.",Chrome,Grades 9+,/images/tutorials/hoc2017/raspberrypi_pong.jpg,2017-tutorial,,English only,en,raspipong,"all,9+",Grades 9+,comfortable,comfortable,robotics,science,computers,Chrome,,1hour,typing,Python,,
1604,1,1,1,1570,1,1,codesters_transformation,Transformation Puzzles,Codesters,https://www.codesters.com/curriculum/hour-of-code-2017/Transformation+Puzzles/1/,Learn about transformations as you guide your shapes around the coordinate plane!,"In this activity, students use Python to practice performing transformations on the coordinate plane! The lesson includes demonstrations, direct instruction, and challenges that ask students to program and identify various static transformations!","All modern browsers, Android tablet, iPad",Grades 6-8,/images/tutorials/hoc2017/codesters_transformation.png,2017-tutorial,https://docs.google.com/document/d/1spkhN9ZhT5Mi-GzCcQgTrULOp1vjpJUGAAPw0_8kyek/edit?usp=sharing,"Chinese (Simplified), English, Spanish","zh-CN,en,es",codesterstp,"all,6-8",Grades 6-8,beginner,beginner,online-tutorial,math,"computers,android,ios","All modern browsers, Android tablet, iPad",,1hour,"blocks,typing","Blocks, Python","CCSS.MATH.CONTENT.8.G.A.1  Verify experimentally the properties of rotations, reflections, and translations
CCSS.MATH.CONTENT.8.G.A.2 Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them.
",
1594,1,1,1,1560,1,1,codesters_basketball,Basketball,Codesters,https://www.codesters.com/curriculum/hour-of-code-2017/Basketball/1/,Program your own pull-and-shoot basketball game!,"Students use our drag-to-text toolkit to start coding in Python right away! In this self-guided activity, students complete a series of direct-instruction activities in which they build a pull and shoot basketball game! Students explore variables, events, basic syntax, creating random coordinates. Advised prereq knowledge: variables, dot notation, events, negative numbers","All modern browsers, Android tablet, iPad",Grades 6-8,/images/tutorials/hoc2017/codesters_basketball.png,2017-tutorial,https://drive.google.com/open?id=0B-eikSAMO8spMGtzRlZRVU1aSzQ,"Chinese (Traditional), English, Spanish","zh-CN,en,es",codestersbb,"all,6-8",Grades 6-8,beginner,beginner,online-tutorial,"math,science","computers,android,ios","All modern browsers, Android tablet, iPad",,1hour,"blocks,typing","Blocks, Python",,
1594,1,1,1,1,1594,1,gamefroot_crossy_road,Learn to Code with Crossy Road,Gamefroot,http://make.gamefroot.com/activity/code-with-crossy-road,Code your own Crossy Road mini-game and learn to think like a computer,"In this suite of introductory coding lessons you will learn about making your own Crossy Road style mini-game.

You will learn how to code algorithms and sequences, inputs / outputs, loops and iteration, selection and if-statements, and comparative operators and think like a computer scientist.

This suite of lessons is aligned with the New Zealand and Australian (Victorian) digital technologies curriculum and designed to help young people AND educators embrace coding in their schools, classrooms and coding clubs.

Gamefroot Hour of Code tutorials use a visual programming language using blocks where students simply drag and drop visual blocks to write code.
",All modern browsers,Grades 9+,/images/tutorials/hoc2017/gamefroot_crossy_road.jpg,2017-tutorial,,English only,en,gfcrossyroad,"all,9+",Grades 9+,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,few-hours,blocks,Blocks,,
1930,1,1,1,1,1905,1,google_wonder_woman,Wonder Woman,Google,https://www.madewithcode.com/projects/wonderwoman,Discover your coding superpowers on an adventure with Wonder Woman.,"In this activity, you’ll code three unique scenes from the film using Blockly, an introductory coding language, to help Wonder Woman navigate obstacles and reach her goal. You’ll use the power of sequences, variables, loops and conditionals to help Diana train against her opponents.","All modern browsers, Android tablet, iPad",Grades 9+,/images/tutorials/hoc2017/google_wonder_woman.png,2017-tutorial,https://www.madewithcode.com/projects/wonderwoman,English only,en,googleww,"all,9+",Grades 9+,beginner,beginner,online-tutorial,math,"computers,android,ios","All modern browsers, Android tablet, iPad",,1hour,blocks,Blocks,,
1583,1,1,1,1,1583,1,gamefroot_mihi,Mihi Maker,Gamefroot,http://make.gamefroot.com/activity/mihi-maker,Code your own mini-game and learn how to introduce yourself in Te Reo Maori (the indigenous language of New Zealand),"Kia ora! In this activity you will code your own mini-game and learn how to introduce yourself in Te Reo Maori - the indigenous language of New Zealand

Mihi Maker is a fun easy to use activity that combines coding, social studies and indigenous culture. 

You will learn how game designers program basic collision detection algorithms. Collision detection is a program used by a computer to help it understand when two objects will hit into each other.

Gamefroot Hour of Code tutorials use a visual programming language using blocks where students simply drag and drop visual blocks to write code.
",All modern browsers,Grades 9+,/images/tutorials/hoc2017/gamefroot_mihi.jpg,2017-tutorial,,English only,en,gfmihi,"all,9+",Grades 9+,beginner,beginner,online-tutorial,history,computers,All modern browsers,,1hour,blocks,Blocks,,
1935,1,1940,1940,1930,1,1,hopscotch_drop_phone,"Make ""Don’t Drop the Phone"" on iPad/iPhone",Hopscotch,http://gethopscotch.com/hour-of-code/dont-drop-phone,"Make ""Don’t Drop the Phone"" on iPad/iPhone","Hopscotch is a simple programming tool on the iPad/iPhone, beloved by millions of students for its freedom of creative expression. Watch your students squeal with delight as they create their own ""Don’t Drop the Phone"" games! This self-guided video tutorial teaches kids ages 8+ programming basics while they code customized editions of this popular game.","iPad, iPhone",Grades 2-8,/images/tutorials/hoc2017/hopscotch_drop_phone.png,2017-tutorial,https://drive.google.com/open?id=1RGemrXzGy_KWm3ZznzsyeT8ZUIJnWRz5ULE0pHL-rWM,English only,en,hopdropphone,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,art,ios,"iPad, iPhone",,1hour,blocks,Hopscotch,"– Make sense of problems and persevere in solving (CCSS.MATH.PRACTICE.MP1)
– Look for and make use of structure (CCSS.MATH.PRACTICE.MP7)
– Designing solutions (NGSS Practice 6)
",
1564,1,1,1,1,1564,1,techio_auto_agents,Flocking Autonomous Agents,Tech.io,https://tech.io/playgrounds/1003/flocking-autonomous-agents/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=flocking-agents,Simulate a visually impressive life-like behavior of group entities,"This interactive tutorial will introduce you to ""Flocking"", a type of algorithm which is intended to simulate life-like behavior of Autonomous Agents in a group. The embedded viewer makes it easy for you to see the rendering of the code.","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",University,/images/tutorials/hoc2017/techio_auto_agents.png,2017-tutorial,,English only,en,techfaa,"all,9+",University,comfortable,comfortable,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,typing,"JavaScript, Language independent",,
1561,1,1,1,1,1561,1,codehs_jsgraphics,JavaScript Graphics with CodeHS,CodeHS,https://codehs.com/hoc_js_graphics,Make your own graphics and drawing programs!,"CodeHS is compatible with all up-to-date browsers except Internet Explorer. Chrome is our preferred / recommended browser, but Firefox and Safari should work fine as well, assuming they are up to date.","Chrome, Firefox, Safari",Grades 9+,/images/tutorials/hoc2017/codehs_jsgraphics.png,2017-tutorial,https://codehs.com/hoc_guide_graphics,English only,en,codehsjsgraph,"all,9+",Grades 9+,beginner,beginner,online-tutorial,art,computers,"Chrome, Firefox, Safari",,1hour-follow,typing,JavaScript,,
1553,1,1553,1553,1560,1,1,hopscotch_crossy_road,Make Crossy Road on iPad/iPhone,Hopscotch,http://gethopscotch.com/hour-of-code/crossy-road,Make Crossy Road on iPad/iPhone,"Hopscotch is a simple programming tool on the iPad/iPhone, beloved by millions of students for its freedom of creative expression. With this self-guided video tutorial, your students will make their own versions of Crossy Road! Kids ages 8+ will be exposed to the basics of programming while they code customized editions of this App Store favorite.","iPad, iPhone",Grades 2-8,/images/tutorials/hoc2017/hopscotch_crossy_road.png,2017-tutorial,https://drive.google.com/open?id=0BwKFT8tX5oZVbUM2UXhrTGJnQzg,English only,en,hopcrossyroad,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,art,ios,"iPad, iPhone",,1hour,blocks,Hopscotch,"– Make sense of problems and persevere in solving (CCSS.MATH.PRACTICE.MP1)
– Look for and make use of structure (CCSS.MATH.PRACTICE.MP7)
– Designing solutions (NGSS Practice 6)",
1935,1,1930,1930,1,1,1,teachergaming_switch_glitch,Switch & Glitch: Robot Adventure,TeacherGaming,https://www.teachergaming.com/hour-of-code,Program cute robots and help them save the galaxy!,"Switch & Glitch lets your students play the hero! Using a visual interface, they program cute robots and help them save the day. This activity teaches children aged 5-10 the basics of programming, loops, and the art of debugging. The galaxy needs you!","All modern browsers, Android tablet, iPad, Android phone, iPhone",Grades 2-5,/images/tutorials/hoc2017/teachergaming_switch_glitch.jpg,2017-tutorial,,English only,en,switchglitch,"all,2-5",Grades 2-5,beginner,beginner,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Android phone, iPhone",,few-hours,other,Language independent,"CSTA K-6 & 7-9 Standards, UK Key stages 1-4, ISTE 5a-d, Finland T12, T5, T6",
1548,1,1,1,1548,1548,1,code_car_simulator,Code Car Simulator,Let's Start Coding,https://www.letsstartcoding.com/intro-to-hour-of-code-2017,Use typed code to control the lights and buttons of a simulated Code Car!,"Code a simulated car circuit board! You’ll type real C++ code that controls the lights and buttons of a car-shaped circuit board. Through 7 lessons, you’ll flash the tail light, code a brake pedal, and more on the simulated Code Car. This activity teaches loops, if statements, and logic with typed code and includes a lesson plan with alignments to ISTE, NGSS, Common Core, and CSTA standards.","Chrome, Firefox",Grades 6+,/images/tutorials/hoc2017/code_car_simulator.png,2017-tutorial,https://www.letsstartcoding.com/hoc-teacher-resources,English only,en,codecar,"all,6-8,9+",Grades 6+,beginner,beginner,robotics,"science,math,la,art",computers,"Chrome, Firefox",,1hour-follow,typing,C/C++,"Common Core Math
CCSS.Math.Practice.MP1, CCSS.Math.Practice.MP2, CCSS.Math.Practice.MP5, CCSS.Math.Practice.MP6, CCSS.Math.Practice.MP7, CCSS.Math.Practice.MP8, CCSS.MATH.CONTENT.4.NBT.A.2, CCSS.MATH.CONTENT.5.OA.A.1, CCSS.MATH.CONTENT.5.MD.A.1, CCSS.MATH.CONTENT.6.EE.B.6, CCSS.MATH.CONTENT.8.FA.1

Common Core ELA
CCSS.ELA-LITERACY.RI.4.1, CCSS.ELA-LITERACY.RI.4-5.7, CCSS.ELA-LITERACY.RI.4-5.10, CCSS.ELA-LITERACY.L.6-8.4, CCSS.ELA-LITERACY.RST.6-8.3, CCSS.ELA-LITERACY.RST.6-8.4, CCSS.ELA-LITERACY.RST.6-8.10

Next Generation Science Standards
NGSS.3-5-ETS1-2, NGSS.3-5-ETS1-3, NGSS.MS-ETS1-1

International Standards for Technology Education
ISTE: 4.a., 4.b., 4.c., 5.a., 5.c. 6.b.

Computer Science Technology Association
CSTA:  1B-AP-10, 1B-AP-11,1B-AP-12, 1B-AP-15, 2-AP-10, 2-AP-11, 2-AP-13",
1545,1,1,1,1560,1,1,codesters_coordinate,The Coordinate Plane,Codesters,https://www.codesters.com/curriculum/hour-of-code-2017/The+Coordinate+Plane/1/,Learn about the coordinate plane by sending your sprite to pick up all its missing winter clothes!,In this lesson students explore all four quadrants of the coordinate plane! They use Python and our drag-to-text toolkit to send a sprite to various locations on the stage! There are demonstration and debugging activities included to help students become comfortable with navigating the coordinate plane.,"All modern browsers, Android tablet, iPad",Grades 6-8,/images/tutorials/hoc2017/codesters_coordinate.png,2017-tutorial,https://drive.google.com/open?id=1H5BhoVw2gNoyHMkP8vGfl25ZWBdKgBN5KU9FKY8T7xg,"Chinese (Traditional), English, Spanish","zh-CN,en,es",codesterscp,"all,6-8",Grades 6-8,beginner,beginner,online-tutorial,math,"computers,android,ios","All modern browsers, Android tablet, iPad",,1hour,"blocks,typing","Blocks, Python","CCSS.MATH.CONTENT.6.NS.C.6.B
Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes.
CCSS.MATH.CONTENT.6.NS.C.6.C
Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.
CCSS.MATH.CONTENT.6.NS.C.8
Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.
",
1543,1,1,1,1543,1,1,groklearning_pet_blockly,Virtual Pet (micro:bit Blockly),Grok Learning,https://groklearning.com/hoc/activity/virtual-pet-blockly/,"This activity is designed to introduce you to embedded programming using friendly blocks, and has been specially designed for the Hour of Code. Use the blocks and a micro:bit to make a pet that you can feed and play with.","This activity is designed to introduce you to embedded programming using friendly blocks, and has been specially designed for the Hour of Code. Use the blocks and a micro:bit to make a pet that you can feed and play with.

No BBC micro:bit? No problem! This course includes a full micro:bit simulator, so you'll be able to do everything you'd do on a real micro:bit!",All modern browsers,Grades 6-8,/images/tutorials/hoc2017/groklearning_pet_blockly.jpg,2017-tutorial,https://groklearning.com/hoc/virtual-pet/,English only,en,grokpetblock,"all,6-8",Grades 6-8,beginner,beginner,robotics,cs-only,computers,All modern browsers,,1hour,blocks,Blocks,"CSTA: 2-CS-02, 2-CS-03, 2-AP-11, 2-AP-12, 2-AP-13, 2-AP-17",
1542,1,1,1,1,1542,1,techio_image_manipulation,Basic Image Manipulation,Tech.io,https://tech.io/playgrounds/2524/basic-image-manipulation/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=image-manipulation,Learn how to manipulate images without the use of external libraries,"This hands-on tutorial is intended for people curious to know how to programatically perform some simple image manipulations such as rotation, colorization, increase of contrast, blur, edge detection, etc., without the help of advanced libraries.","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",University,/images/tutorials/hoc2017/techio_image_manipulation.png,2017-tutorial,,English only,en,techbim,"all,9+",University,comfortable,comfortable,online-tutorial,art,"computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,typing,Language independent,,
1532,1,1,1,1,1532,1,techio_python_functional,Introduction to Functional Programming with Python,Tech.io,https://tech.io/playgrounds/1434/introduction-to-functional-programming-with-python/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=functional-python,Functional Programming made easy with Python!,"Python is well known for its object oriented programming features (classes, methods, inheritance…), however, it cannot be restricted to these! This interactive tutorial shows the useful, but lesser known, functional programming features and techniques of Python.","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",University,/images/tutorials/hoc2017/techio_python_functional.png,2017-tutorial,,English only,en,techfpp,"all,9+",University,comfortable,comfortable,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,typing,Python,,
1529,1,1529,1529,1529,1,1,codesters_cheer,Cheer Routines,Codesters,https://www.codesters.com/curriculum/hour-of-code-2017/Cheer+Routine/1/,"In this activity, you'll design a cheer routine that your sprite will perform!","Students use a drag-to-text toolkit that allows them to start coding in Python right away! Students complete a set of guided practice activities in which they learn how to use and modify a variety of programming commands. Then, they apply these skills to create their own cheer routine!",All modern browsers,Grades 2-8,/images/tutorials/hoc2017/codesters_cheer.png,2017-tutorial,https://drive.google.com/open?id=0B-eikSAMO8spa3RCejVSVzNNemM,"Chinese (Traditional), English, Spanish","zh-CN,en,es",codesterscr,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,1hour,typing,Python,"CSTA 1-B-A-5-4: Construct programs, in order to solve a problem or for creative expression, that include sequencing, events, loops, conditionals, parallelism, and variables, using a block-based visual programming language or text-based language, both independently and collaboratively (e.g., pair programming).",
