School Code,School Name,City,State,
221103,Sacred Heart High School,Kingston,MA,
221105,Silver Lake Regional High School,Kingston,MA,
221112,Roxbury Preparatory High School,,MA,
221115,Central Catholic High School,Lawrence,MA,
221220,Greater Lowell Technical High School,Tyngsboro,MA,
221250,Ludlow High School,Ludlow,MA,
221287,Lynnfield High School,Lynnfield,MA,
221335,Marlborough High School,Marlborough,MA,
221356,Virtual High School,Maynard,MA,
221440,Milton High School,Milton,MA,
221485,Needham High School,Needham,MA,
221545,Saint Sebastian's School,Needham,MA,
221575,McCann Technical School,North Adams,MA,
221625,North Attleboro High School,North Attleboro,MA,
221695,Martha's Vineyard Regional High School,Oak Bluffs,MA,
221715,Oxford High School,Oxford,MA,
221741,Pembroke High School,Pembroke,MA,
221775,Taconic High School,Pittsfield,MA,
221784,Plymouth South High School,Plymouth,MA,
221785,Plymouth North High School,Plymouth,MA,
221820,Reading Memorial High School,Reading,MA,
221880,Sandwich High School,East Sandwich,MA,
221885,Saugus High School,Saugus,MA,
221895,Sharon High School,Sharon,MA,
221947,Prospect Hill Academy Charter School,Cambridge,MA,
221995,The Governors Academy,Byfield,MA,
222000,Frontier Regional School,South Deerfield,MA,
222001,Southeastern Regional Vocational-Technical High School,South Easton,MA,
222055,Roger L Putnam Vocational-Technical High School,Springfield,MA,
222088,Lincoln-Sudbury Regional High School,Sudbury,MA,
222105,Joseph Case High School,Swansea,MA,
222123,Taunton High School,Taunton,MA,
222212,Waltham Senior High School,Waltham,MA,
222255,Wayland High School,Wayland,MA,
222300,Westborough High School,Westborough,MA,
222340,Medway High School,Medway,MA,
222363,Catholic Memorial School,West Roxbury,MA,
222440,Winchester High School,Winchester,MA,
222505,North High School,Worcester,MA,
222550,Worcester Technical High School,Worcester,MA,
230086,Huron High School,Ann Arbor,MI,
230088,Pioneer High School,Ann Arbor,MI,
230089,Skyline High School,Ann Arbor,MI,
230110,Armada High School,Armada,MI,
230174,Battle Creek Area Mathematics and Science Center,Battle Creek,MI,
230232,Lenawee Intermediate School District TECH Center,Adrian,MI,
230295,Berkley High School,Berkley,MI,
230395,Brighton High School,Brighton,MI,
230475,Airport High School,Carleton,MI,
230630,Clarkston Senior High School,Clarkston,MI,
230765,Dearborn High School,Dearborn,MI,
230768,Divine Child High School,Dearborn,MI,
230770,Edsel B Ford High School,Dearborn,MI,
230775,Fordson High School,Dearborn,MI,
230880,De La Salle Collegiate High School,Warren,MI,
231405,Farmington High School,Farmington,MI,
231665,Grand Blanc Community School,Grand Blanc,MI,
231687,West Michigan Aviation Academy,Grand Rapids,MI,
231707,Forest Hills Northern High School,Grand Rapids,MI,
231900,Hartland High School,Hartland,MI,
232136,Jackson Area Career Center,Jackson,MI,
232447,Bloomfield Hills High School,Bloomfield Township,MI,
232580,Thornapple Kellogg School,Middleville,MI,
232704,Mona Shores High School,Muskegon,MI,
232835,Northville High School,Northville,MI,
232850,Okemos High School,Okemos,MI,
232915,Owosso High School,Owosso,MI,
233015,Pinckney Community High School,Pinckney,MI,
233063,Waterford Mott High School,Waterford,MI,
233193,Gabriel Richard High School,Riverview,MI,
233195,Rochester High School,Rochester Hills,MI,
233201,Stoney Creek High School,Rochester Hills,MI,
233280,Arthur Hill High School,Saginaw,MI,
233395,Saline High School,Saline,MI,
233475,Sparta High School,Sparta,MI,
233602,Athens High School,Troy,MI,
233603,Troy High School,Troy,MI,
233689,Walled Lake Western High School,Walled Lake,MI,
233696,Dwight D Eisenhower High School,Shelby Township,MI,
233699,Warren Woods Tower High School,Warren,MI,
240235,Big Lake High School,Big Lake,MN,
240256,Blaine High School,Blaine,MN,
240380,Cambridge-Isanti High School,Cambridge,MN,
240421,Chanhassen High School,Chanhassen,MN,
240423,Chaska High School,Chaska,MN,
240647,Parnassus Preparatory School,Maple Grove,MN,
240659,Harbor City International School,Duluth,MN,
240780,Minnetonka High School,Minnetonka,MN,
240795,Fairmont High School,Fairmont,MN,
241115,Hinckley-Finlayson High School,Hinckley,MN,
241150,Eden Prairie High School,Eden Prairie,MN,
241175,Hutchinson High School,Hutchinson,MN,
241693,Cristo Rey Jesuit High School - Twin Cities,Minneapolis,MN,
241805,Mounds View High School,Saint Paul,MN,
242092,Century High School,Rochester,MN,
242100,John Marshall High School,Rochester,MN,
242103,Mayo High School,Rochester,MN,
242123,Eastview High School,Apple Valley,MN,
242125,Rosemount High School,Rosemount,MN,
242128,Fairview Alternative High School,Saint Paul,MN,
242215,Roseville Area High School,Roseville,MN,
242315,Saint Paul Academy and Summit School,Saint Paul,MN,
242316,Open World Learning Community,Saint Paul,MN,
242367,Burnsville Senior High School,Burnsville,MN,
242650,Wayzata High School,Plymouth,MN,
242738,East Ridge High School,Woodbury,MN,
250130,Bay High School,Bay Saint Louis,MS,
250150,Saint Stanislaus College,Bay Saint Louis,MS,
250326,Northwest Rankin High School,FLOWOOD,MS,
251370,Tishomingo County High School,Iuka,MS,
251420,Provine High School,Jackson,MS,
251635,Long Beach Senior High School,Long Beach,MS,
251739,Madison-Ridgeland Academy,Madison,MS,
251740,Madison Central High School,Madison,MS,
252224,Lewisburg High School,Olive Branch,MS,
252280,Pass Christian High School,Pass Christian,MS,
260087,Fox C-6 High School,Arnold,MO,
260390,Buffalo High School,Buffalo,MO,
260525,Caruthersville High School,Caruthersville,MO,
260550,Centralia R-6 High School,Centralia,MO,
260655,Mary Institute and Saint Louis Country Day School,Saint Louis,MO,
261504,Seckman Senior High School,Imperial,MO,
261560,Jefferson City High School,Jefferson City,MO,
261658,Staley High School,Kansas City,MO,
261685,Rockhurst High School,Kansas City,MO,
261795,Ursuline Academy,Saint Louis,MO,
261848,Liberty High School,Lake Saint Louis,MO,
262190,Mexico Senior High School,Mexico,MO,
262465,Oak Grove R VI High School,Oak Grove,MO,
262488,Fort Zumwalt West High School,O Fallon,MO,
262515,Ritenour High School,Overland,MO,
262575,Pattonville High School,Maryland Heights,MO,
262844,Francis Howell North High School,Saint Charles,MO,
262845,Francis Howell High School,Saint Charles,MO,
262851,Francis Howell Central High School,Saint Charles,MO,
262925,Visitation Academy,Saint Louis,MO,
262941,Crossroads College Preparatory School,Saint Louis,MO,
263118,Central Visual and Performing Arts High School,Saint Louis,MO,
263132,Fort Zumwalt East High School,Saint Peters,MO,
263137,Fort Zumwalt South High School,Saint Peters,MO,
263300,Central High School,Springfield,MO,
263445,University City High School,Saint Louis,MO,
263537,Washington High School,Washington,MO,
263570,Nerinx Hall High School,Saint Louis,MO,
263590,Wentzville Holt High School,Wentzville,MO,
263591,Timberland High School,Wentzville,MO,
263600,West Platte Junior Senior High School,Weston,MO,
280953,Northwest High School,Grand Island,NE,
281230,Kearney High School,Kearney,NE,
281505,Millard South High School,Omaha,NE,
281506,Millard North High School,Omaha,NE,
281685,Duchesne Academy of the Sacred Heart,Omaha,NE,
281710,Creighton Preparatory School,Omaha,NE,
281723,Millard West High School,Omaha,NE,
281770,Westside High School,Omaha,NE,
290025,Virgin Valley High School,Mesquite,NV,
290069,Coronado High School,Henderson,NV,
290075,Douglas High School,Minden,NV,
290090,Basic High School,Henderson,NV,
290109,Faith Lutheran High School,Las Vegas,NV,
290116,The Meadows School,Las Vegas,NV,
290118,Durango High School,Las Vegas,NV,
290119,Las Vegas Academy Of The Arts,Las Vegas,NV,
290121,Cheyenne High School,North Las Vegas,NV,
290132,Silverado High School,Las Vegas,NV,
290134,Advanced Technologies Academy,Las Vegas,NV,
290187,Damonte Ranch High School,Reno,NV,
290190,George Whittell High School,Zephyr Cove,NV,
290204,Arbor View High School,Las Vegas,NV,
290209,Shadow Ridge High School,Las Vegas,NV,
290213,Southwest Career and Technical Academy,Las Vegas,NV,
290215,Veterans Tribute Career and Technical Academy,Las Vegas,NV,
290225,Northwest Career and Technical Academy,Las Vegas,NV,
290227,East Career and Technical Academy,Las Vegas,NV,
290229,The Adelson School,Las Vegas,NV,
290249,Coral Academy of Science,Reno,NV,
300002,Founders Academy Public Charter School,,NH,
300012,Souhegan High School,Amherst,NH,
300145,Dublin School,Dublin,NH,
300410,Milford High School,Milford,NH,
300416,Moultonborough Academy,Moultonboro,NH,
300418,Bishop Guertin High School,Nashua,NH,
300431,Nashua High School South,Nashua,NH,
300505,Pittsfield Middle High School,Pittsfield,NH,
300634,Windham High School,Windham,NH,
310005,North Hunterdon High School,Annandale,NJ,
310060,Bayonne High School,Bayonne,NJ,
310090,Bergenfield High School,Bergenfield,NJ,
310095,Bernards High School,Bernardsville,NJ,
310140,Bordentown Regional High School,Bordentown,NJ,
310210,Lower Cape May Regional High School,Cape May,NJ,
310215,Middle Township High School,Cape May Court House,NJ,
310220,Carteret High School,Carteret,NJ,
310224,Chatham High School,Chatham,NJ,
310227,West Morris Central High School,Chester,NJ,
310251,Colonia High School,Colonia,NJ,
310260,Cranford High School,Cranford,NJ,
310263,Cresskill High School,Cresskill,NJ,
310265,Northern Valley Regional High School at Demarest,Demarest,NJ,
310272,Randolph High School,Randolph,NJ,
310283,East Brunswick High School,East Brunswick,NJ,
310296,Monmouth Regional High School,Tinton Falls,NJ,
310305,Elizabeth High School,Elizabeth,NJ,
310316,East Orange STEM Academy,East Orange,NJ,
310367,Manalapan High School,Manalapan,NJ,
310380,Hunterdon Central Regional High School,Flemington,NJ,
310395,Fort Lee High School,Ft Lee,NJ,
310402,Ramapo High School,Franklin Lakes,NJ,
310405,Freehold High School,Freehold,NJ,
310407,Freehold Township High School,Freehold,NJ,
310433,Voorhees High School,Glen Gardner,NJ,
310435,Glen Ridge High School,Glen Ridge,NJ,
310450,Bergen County Technical High School,Teterboro,NJ,
310470,Haddonfield Memorial High School,Haddonfield,NJ,
310501,Hanover Park High School,East Hanover,NJ,
310514,Hawthorne Christian Academy,Hawthorne,NJ,
310518,Raritan High School,Hazlet,NJ,
310655,Kearny High School,Kearny,NJ,
310680,Lawrenceville School,Lawrenceville,NJ,
310692,Lindenwold High School,Lindenwold,NJ,
310704,Rae Kushner Yeshiva High School,Livingston,NJ,
310730,Lyndhurst High School,Lyndhurst,NJ,
310750,Columbia High School,Maplewood,NJ,
310752,Marlboro High School,Marlboro,NJ,
310753,Bridgewater-Raritan Regional High School,Bridgewater,NJ,
310755,Matawan Regional High School,Aberdeen,NJ,
310759,Absegami High School,Galloway,NJ,
310765,West Morris Mendham High School,Mendham,NJ,
310770,Bishop Eustace Preparatory School,Pennsauken,NJ,
310780,Atlantic County Institute of Technology,Mays Landing,NJ,
310782,Cedar Creek High School,Egg Harbor City,NJ,
310791,Middletown High School South,Middletown,NJ,
310793,Middletown High School North,Middletown,NJ,
310802,South Brunswick High School,Monmouth Jct,NJ,
310820,Montclair High School,Montclair,NJ,
310825,Moorestown High School,Moorestown,NJ,
310830,Moorestown Friends School,Moorestown,NJ,
310998,Piscataway High School,Piscataway,NJ,
310999,New Providence High School,New Providence,NJ,
311012,High Tech High School,North Bergen,NJ,
311019,North Brunswick Township High School,North Brunswick,NJ,
311025,Mount Saint Mary Academy,Watchung,NJ,
311041,Indian Hills High School,Oakland,NJ,
311051,Northern Valley Regional High School at Old Tappan,Old Tappan,NJ,
311052,Old Bridge High School,Matawan,NJ,
311060,Orange High School,Orange,NJ,
311075,Park Ridge High School,Park Ridge,NJ,
311078,Parsippany High School,Parsippany,NJ,
311085,Passaic High School,Passaic,NJ,
311102,International High School,Paterson,NJ,
311212,Timothy Christian School,Piscataway,NJ,
311227,Plainfield Academy for the Arts & Advanced Studies,Plainfield,NJ,
311232,West Windsor-Plainsboro High School North,Plainsboro,NJ,
311242,Point Pleasant Borough High School,Point Pleasant Boro,NJ,
311245,Point Pleasant Beach High School,Point Pleasant Beach,NJ,
311255,Princeton High School,Princeton,NJ,
311260,Hun School of Princeton,Princeton,NJ,
311277,West Windsor-Plainsboro High School South,Princeton Jct,NJ,
311278,Stuart Country Day School of the Sacred Heart,Princeton,NJ,
311290,Ramsey High School,Ramsey,NJ,
311300,Red Bank Regional High School,Little Silver,NJ,
311310,Ridgewood High School,Ridgewood,NJ,
311320,Morris Hills High School,Rockaway,NJ,
311321,Morris Knolls High School,Rockaway,NJ,
311330,Roselle Park High School,Roselle Park,NJ,
311336,Ranney School,Tinton Falls,NJ,
311351,Union County Vocational Technical School,Scotch Plains,NJ,
311381,Union County Academy For Information Technology,Scotch Plains,NJ,
311390,Seton Hall Preparatory School,West Orange,NJ,
311420,Summit High School,Summit,NJ,
311425,Kent Place School,Summit,NJ,
311430,Oak Knoll School of the Holy Child,Summit,NJ,
311440,High Point Regional High School,SUSSEX,NJ,
311550,Verona High School,Verona,NJ,
311552,Vernon Township High School,GLENWOOD,NJ,
311567,Lakeland Regional High School,Wanaque,NJ,
311573,Wayne Valley High School,Wayne,NJ,
311574,Wayne Hills High School,Wayne,NJ,
311575,Weehawken High School,Weehawken,NJ,
311579,West Essex Senior High School,North Caldwell,NJ,
311614,Whippany Park High School,Whippany,NJ,
311635,Woodbury Junior-Senior High School,Woodbury,NJ,
311638,West Deptford High School,WEST DEPTFORD,NJ,
311640,Wood-Ridge High School,Wood-Ridge,NJ,
320132,Corrales International School,Albuquerque,NM,
320150,IDEAL-NM,,NM,
320370,Las Cruces High School,Las Cruces,NM,
320372,Mayfield High School,Las Cruces,NM,
320373,Onate High School,Las Cruces,NM,
320383,Centennial High School,Las Cruces,NM,
320410,Los Lunas High School,Los Lunas,NM,
320537,Rio Rancho Cyber Academy,Rio Rancho,NM,
320592,The Academy For Technology And The Classics,Santa Fe,NM,
320630,Santa Fe High School,Santa Fe,NM,
320675,Taos High School,Taos,NM,
330035,Albany Academies,Albany,NY,
330050,Christian Brothers Academy,Albany,NY,
330210,Ardsley High School,Ardsley,NY,
330300,Charles W Baker High School,Baldwinsville,NY,
330355,Bayside High School,Bayside,NY,
330395,Genesee Valley Central School,Belmont,NY,
330420,Bethpage High School,Bethpage,NY,
330431,Seton Catholic Central High School,Binghamton,NY,
330450,Onteora High School,Boiceville,NY,
330463,Young Womens Leadership School Of Brooklyn,Brooklyn,NY,
330472,Bronx Envision Academy,Bronx,NY,
330483,Bronx Arena High School,Bronx,NY,
330484,Achievement First Brooklyn High School,Brooklyn,NY,
330488,Sunset Park High School,Brooklyn,NY,
330489,Uncommon Charter High School,Brooklyn,NY,
330492,Academy for Scholarship and Entrepreneurship,Bronx,NY,
330500,Brewster High School,Brewster,NY,
330503,Millennium Art Academy,Bronx,NY,
330516,Wings Academy,Bronx,NY,
330531,Harry S Truman High School,Bronx,NY,
330533,Herbert H Lehman High School,Bronx,NY,
330548,Bronx Leadership Academy High School,Bronx,NY,
330550,Abraham Lincoln High School,Brooklyn,NY,
330551,Acorn Community High School,Brooklyn,NY,
330567,The Bronx Guild High School,Bronx,NY,
330584,Belmont Preparatory High School,Bronx,NY,
330586,Bronx International High School,Bronx,NY,
330591,Fordham High School for the Arts,Bronx,NY,
330616,High School for Violin and Dance,Bronx,NY,
330628,Brooklyn High School for Science and the Environment,Brooklyn,NY,
330630,Brooklyn Technical High School,Brooklyn,NY,
330634,Brooklyn Studio Secondary School,Brooklyn,NY,
330642,All City Leadership Secondary School,Brooklyn,NY,
330643,Bedford Academy High School,Brooklyn,NY,
330649,IN-TECH Academy,Riverdale,NY,
330655,Clara Barton High School for Health Professionals,Brooklyn,NY,
330678,East New York Family Academy,Brooklyn,NY,
330686,Edward R Murrow High School,Brooklyn,NY,
330720,George Westinghouse High School,Brooklyn,NY,
330735,Grover Cleveland High School,Ridgewood,NY,
330736,"High School for Enterprise, Business and Technology",Brooklyn,NY,
330737,School for Legal Studies,Brooklyn,NY,
330743,High School of Telecommunication Arts and Technology,Brooklyn,NY,
330746,John Dewey High School,Brooklyn,NY,
330749,High School for Global Citizenship,Brooklyn,NY,
330757,Magen David Yeshivah High School,Brooklyn,NY,
330763,Bronx Engineering and Technology Academy,Bronx,NY,
330772,Yeshiva Tiferes Yisroel,Brooklyn,NY,
330795,Poly PrepCountry Day School,Brooklyn,NY,
330821,Bronx Center for Science and Mathematics,Bronx,NY,
330844,International Community High School,Bronx,NY,
330857,Secondary School For Journalism,Brooklyn,NY,
330878,Science Skills Center High School as Water's Edge,Brooklyn,NY,
330903,William E Grady Vocational-Technical High School,Brooklyn,NY,
330905,Pablo Neruda Academy Architecture World Studies,BRONX,NY,
330925,Yeshivah of Flatbush,Brooklyn,NY,
330939,High School of Sports Management,Brooklyn,NY,
330957,It Takes a Village Academy,Brooklyn,NY,
330978,Hyde Leadership Charter School,Bronx,NY,
331000,Canisius High School,Buffalo,NY,
331037,High School for Innovation in Advertising and Media,Brooklyn,NY,
331048,Aspirations Diploma Plus High School,Brooklyn,NY,
331075,Nardin Academy,Buffalo,NY,
331079,Millennium Brooklyn High School,Brooklyn,NY,
331134,Laboratory School of Finance and Technology Middle School/High School 223,Bronx,NY,
331140,Burnt Hills-Ballston Lake High School,Burnt Hills,NY,
331143,Bronx Academy For Software Engineering,Bronx,NY,
331182,MDQ Academy,Brentwood,NY,
331250,Carthage Central High School,Carthage,NY,
331290,Central Islip High School,Central Islip,NY,
331437,Cold Spring Harbor Junior-Senior High School,Cold Spring Harbor,NY,
331453,Commack High School,Commack,NY,
331475,Copenhagen Central School,Copenhagen,NY,
331540,Coxsackie-Athens Middle High School,Coxsackie,NY,
331575,Dansville High School,Dansville,NY,
331627,Half Hollow Hills High School West,Dix Hills,NY,
331630,Dobbs Ferry High School,Dobbs Ferry,NY,
331634,Greenburgh Academy School,Yonkers,NY,
331748,Bishop Grimes Junior-Senior High School,East Syracuse,NY,
331770,Buffalo Academy of the Sacred Heart,Buffalo,NY,
331850,Union Endicott High School,Endicott,NY,
331917,Veritas Academy,Flushing,NY,
331929,John Bowne High School,Flushing,NY,
331934,Townsend Harris High School,Flushing,NY,
331936,Queens High School Teaching Liberal Arts Sciences,Bellerose,NY,
331939,East West School of International Studies,Flushing,NY,
331986,Valley Stream North High School,Franklin Square,NY,
332055,Geneseo Central School,Geneseo,NY,
332170,John L Miller-Great Neck North High School,Great Neck,NY,
332176,North Shore Hebrew Academy High School,Great Neck,NY,
332230,Hamburg High School,Hamburg,NY,
332295,Hastings High School,Hastings On Hudson,NY,
332321,Crescent School,Hempstead,NY,
332360,George W Hewlett High School,Hewlett,NY,
332405,Holland Central School,Holland,NY,
332421,Cambria Heights Academy,Hollis,NY,
332435,Honeoye Falls-Lima High School,Honeoye Falls,NY,
332489,Elwood-John H Glenn High School,Elwood,NY,
332493,Half Hollow Hills High School East,Dix Hills,NY,
332543,Archbishop Molloy High School,Briarwood,NY,
332557,Hillcrest High School,Jamaica,NY,
332585,Thomas Edison Career and Technical High School,Jamaica,NY,
332645,John Jay High School,Cross River,NY,
332650,John F Kennedy Catholic High School,Somers,NY,
332765,Lancaster High School,Lancaster,NY,
332770,Saint Mary's High School,Lancaster,NY,
332780,Lawrence High School,Cedarhurst,NY,
332798,Division Avenue High School,Levittown,NY,
332870,Lockport High School,Lockport,NY,
332882,Locust Valley Middle High School,Locust Valley,NY,
332891,Renaissance Charter School,Jackson Heights,NY,
332902,Robert F Wagner Jr Secondary School for Arts And Technology,Long Island City,NY,
332904,Information Technology High School,Long Island City,NY,
332915,William C Bryant High School,Long Island City,NY,
333015,Saint Mary's High School,Manhasset,NY,
333022,Manhattan High School for Girls,New York,NY,
333060,Massapequa High School,Massapequa,NY,
333124,Christ The King High School,Middle Village,NY,
333140,Millbrook School,Millbrook,NY,
333252,Mount Sinai High School,Mt Sinai,NY,
333267,Nellie A Thornton High School,Mount Vernon,NY,
333325,Clarkstown High School North,New City,NY,
333345,New Hartford Senior High School,New Hartford,NY,
333365,Iona Preparatory School,New Rochelle,NY,
333368,New Rochelle High School 2,New Rochelle,NY,
333404,Democracy Preparatory Charter High School,New York,NY,
333428,Academy For Software Engineering,New York,NY,
333490,Browning School,New York,NY,
333555,Chelsea Career and Technical Education High School,New York,NY,
333608,East Side Community High School,New York,NY,
333666,Renaissance Charter High School for Innovation,New York,NY,
333674,High School for Environmental Studies,New York,NY,
333680,High School of Fashion Industries,New York,NY,
333685,Fiorello H Laguardia High School of Music & Art and Performing Arts,New York,NY,
333693,Essex Street Academy,New York,NY,
333700,Horace Mann School,Bronx,NY,
333704,Humanities Preparatory Academy,New York,NY,
333783,Manhattan Bridge High School,New York,NY,
333784,Manhattan Center for Science and Math,New York,NY,
333785,Manhattan Hunter College - High School of Science,New York,NY,
333791,Manhattan Village Academy,New York,NY,
333814,Urban Assembly Gateway School For Technology,New York,NY,
333817,High School for Health Professions and Human Services,New York,NY,
333835,Murry Bergtraum High School,New York,NY,
333843,"New Explorations into Science, Technology and Math High School",New York,NY,
333853,New York City Laboratory School for Collaborative Studies,New York,NY,
334116,Hudson High School of Learning Technologies,New York,NY,
334148,Marsha Stern Talmudical Academy,New York,NY,
334220,Sleepy Hollow High School,Sleepy Hollow,NY,
334265,Oakfield-Alabama Central School,Oakfield,NY,
334270,Oceanside High School,Oceanside,NY,
334392,John Adams High School,Ozone Park,NY,
334393,Robert H Goddard High School,Ozone Park,NY,
334440,Trinity-Pawling School,Pawling,NY,
334515,Tappan Zee High School,Orangeburg,NY,
334532,Plainview-Old Bethpage John F Kennedy High School,Plainview,NY,
334552,Plattsburgh Senior High School,Plattsburgh,NY,
334575,Port Chester High School,Portchester,NY,
334627,Our Lady of Lourdes High School,Poughkeepsie,NY,
334654,"Queens High School for Information, Research, and Technology",Far Rockaway,NY,
334656,"High School for Construction Trades, Engineering and Architecture",Jamaica,NY,
334710,York High School,Retsof,NY,
334830,McQuaid Jesuit High School,Rochester,NY,
334872,Rockaway Park High School For Environmental Sustainability,Rockaway Park,NY,
334887,Rocky Point High School,Rocky Point,NY,
334920,Roslyn High School,Roslyn Heights,NY,
334965,Rye Country Day School-Upper School,Rye,NY,
334972,School of the Holy Child,Rye,NY,
335075,Sayville High School,West Sayville,NY,
335150,Scotia-Glenville High School,Scotia,NY,
335215,Saint Anthony's High School,Huntington Station,NY,
335255,Southampton High School,Southampton,NY,
335310,Spring Valley High School,Spring Valley,NY,
335330,Stamford Central School,Stamford,NY,
335342,Concord High School,Staten Island,NY,
335360,Notre Dame Academy High School,Staten Island,NY,
335365,Port Richmond High School,Staten Island,NY,
335375,Ralph R McKee Career and Technical Education High School,Staten Island,NY,
335405,Tottenville High School,Staten Island,NY,
335435,Suffern High School,Suffern,NY,
335440,Our Lady of Mercy Academy,Syosset,NY,
335528,Westhill High School,Syracuse,NY,
335600,Emma Willard School,Troy,NY,
335668,Uniondale High School,Uniondale,NY,
335710,Valley Stream Central High School,Valley Stream,NY,
335712,Valley Stream South High School,Valley Stream,NY,
335853,Webster Schroeder High School,Webster,NY,
335859,Webster Thomas High School,Webster,NY,
335885,Westhampton Beach High School,Westhampton Beach,NY,
335898,Saint John the Baptist Diocesan High School,West Islip,NY,
335913,Clarkstown High School South,West Nyack,NY,
335981,Christian Central Academy,Williamsville,NY,
335982,Williamsville South High School,Williamsville,NY,
335983,Williamsville High School North,Williamsville,NY,
335984,Williamsville East High School,East Amherst,NY,
340032,South Granville High School,,NC,
340088,Apex Friendship High School,Apex,NC,
340095,Christ School,Arden,NC,
340120,Asheville School,Asheville,NC,
340250,Pamlico County High School,Bayboro,NC,
340258,Chatham Central High School,BEAR CREEK,NC,
340505,Southern Alamance High School,Graham,NC,
340508,Hugh M Cummings High School,Burlington,NC,
340520,Walter M Williams High School,Burlington,NC,
340600,Cary High School,Cary,NC,
340663,Charlotte Latin School,Charlotte,NC,
340687,Providence Day School,Charlotte,NC,
340688,Providence High School,Charlotte,NC,
340732,Mallard Creek High School,Charlotte,NC,
340980,East Lincoln High School,Denver,NC,
341077,North Carolina School of Science and Mathematics,Durham,NC,
341088,Southern School of Energy & Sustainability,Durham,NC,
341180,Western Alamance High School,Elon,NC,
341304,North Carolina Virtual Public School,Fayetteville,NC,
341415,Fuquay-Varina Senior High School,Fuquay Varina,NC,
341450,Highland School of Technology,Gastonia,NC,
341533,Wayne Country Day School,Goldsboro,NC,
341560,Graham High School,Graham,NC,
341633,Weaver Academy,Greensboro,NC,
341640,D H Conley High School,Greenville,NC,
341650,Junius H Rose High School,Greenville,NC,
341775,Kerr-Vance Academy,Henderson,NC,
341804,Thomas Jefferson Classical Academy,Mooresboro,NC,
341825,Saint Stephen's High School,Hickory,NC,
341871,Cedar Ridge High School,Hillsborough,NC,
341927,Southlake Christian Academy,Huntersville,NC,
341985,A L Brown Senior High School,Kannapolis,NC,
342027,First Flight High School,Kill Devil Hills,NC,
342124,Knightdale High School,Knightdale,NC,
342325,Lincolnton High School,Lincolnton,NC,
342329,North Lincoln High School,Lincolnton,NC,
342335,West Lincoln High School,Lincolnton,NC,
342460,Maiden High School,Maiden,NC,
342470,Manteo High School,Manteo,NC,
342528,Marvin Ridge High School,Waxhaw,NC,
342575,Eastern Alamance High School,Mebane,NC,
342698,Pine Lake Preparatory,Mooresville,NC,
342905,Fred T Foard High School,Newton,NC,
342985,J F Webb High School,Oxford,NC,
342994,J F Webb School of Health Sciences,Oxford,NC,
343103,South Mecklenburg High School,Charlotte,NC,
343195,Hoke County High School,Raeford,NC,
343196,Athens Drive High School,Raleigh,NC,
343214,Leesville Road High School,Raleigh,NC,
343223,North Raleigh Christian Academy,Raleigh,NC,
343237,Wake Christian Academy,Raleigh,NC,
343239,Southeast Raleigh High School,Raleigh,NC,
343279,Community Baptist School,Reidsville,NC,
343295,Richlands High School,Richlands,NC,
343642,Smithfield-Selma High School,Smithfield,NC,
343670,Pinecrest High School,Southern Pines,NC,
343797,West Iredell High School,Statesville,NC,
343809,Granville Central High School,Stem,NC,
344096,South Central High School,Winterville,NC,
344373,Hunt High School,Wilson,NC,
344407,Winston-Salem Career Center,Winston-Salem,NC,
344424,Carter G Woodson School of Challenge,Winston Salem,NC,
350158,Bismarck High School,Bismarck,ND,
350159,Century High School,Bismarck,ND,
350161,Legacy High School,Bismarck,ND,
360008,John Marshall School of Information Technology,Cleveland,OH,
360090,St Vincent - St Mary High School,Akron,OH,
360130,Amanda-Clearcreek High School,Amanda,OH,
360280,Avon High School,Avon,OH,
360345,Bay High School,Bay Village,OH,
360385,Bellbrook High School,Bellbrook,OH,
360495,Blanchester High School,Blanchester,OH,
360525,Sycamore High School,Cincinnati,OH,
360565,Bowling Green Senior High School,Bowling Green,OH,
360830,Cedarville High School,Cedarville,OH,
360845,Centerburg High School,Centerburg,OH,
360875,Chardon High School,Chardon,OH,
360945,Anderson High School,Cincinnati,OH,
360954,Cincinnati Christian Schools,Hamilton,OH,
360957,Cincinnati Hills Christian Academy,Cincinnati,OH,
361067,Princeton High School,CINCINNATI,OH,
361121,Turpin High School,Cincinnati,OH,
361130,Walnut Hills High School,Cincinnati,OH,
361156,Wyoming High School,Cincinnati,OH,
361193,Beachwood High School,Beachwood,OH,
361195,Benedictine High School,Cleveland,OH,
361200,Brooklyn High School,Brooklyn,OH,
361250,Fairview High School,Fairview Park,OH,
361325,Mayfield High School,Mayfield Village,OH,
361332,Orange High School,Pepper Pike,OH,
361360,Saint Joseph Academy,Cleveland,OH,
361508,Bishop Hartley High School,Columbus,OH,
361530,Columbus School for Girls,Columbus,OH,
361533,Saint Francis De Sales High School,Columbus,OH,
361630,Upper Arlington High School,Upper Arlington,OH,
361794,Carroll High School,Dayton,OH,
361985,Chippewa High School,Doylestown,OH,
361997,Dublin Scioto High School,Dublin,OH,
362405,McClain High School,Greenfield,OH,
362485,Stephen T Badin High School,Hamilton,OH,
362650,Hudson High School,Hudson,OH,
362845,Keystone High School,Lagrange,OH,
362865,Lakewood High School,Lakewood,OH,
363040,Brookside High School,Sheffield Village,OH,
363085,Loveland High School,Loveland,OH,
363130,Madeira High School,Cincinnati,OH,
363408,Lakota East High School,Liberty Township,OH,
363430,Milford High School,Milford,OH,
363705,New Lexington High School,New Lexington,OH,
