school_name,school_code
Saint Paul's School for Girls,210296
Paint Branch High School,210316
Saint Andrew's Episcopal School,210317
Sollers Point Technical High School,210330
The Gunston School,210362
Queen Annes County High School,210364
Bohemia Manor High School,210375
Clarksburg High School,210381
River Hill High School,210402
Hammond High School,210409
Oakland Mills High School,210411
Wilde Lake High School,210412
Long Reach High School,210415
Indian Creek Upper School,210424
Allegany High School,210425
Fort Hill High School,210440
Damascus High School,210460
North Caroline High School,210477
Easton High School,210490
South River High School,210494
Edgewood Senior High School,210497
Elkton High School,210499
Liberty High School,210501
Centennial High School,210509
Howard High School,210510
Mount Hebron High School,210512
Fallston High School,210523
Colonel Richardson High School,210525
Meade Senior High School,210531
Bishop McNamara High School,210532
Governor Thomas Johnson High School,210535
Mountain Ridge High School,210541
Linganore High School,210543
Saint Johns Catholic Prep,210545
Tuscarora High School,210550
Reservoir High School,210557
Gaithersburg High School,210560
Quince Orchard High School,210564
Watkins Mill High School,210568
Arundel Senior High School,210570
Old Mill Senior High School,210572
Garrison Forest School,210580
Seneca Valley High School,210582
Archbishop Spalding High School,210583
Glen Burnie High School,210585
Northwest High School,210589
Glenelg High School,210593
Great Mills High School,210595
Eleanor Roosevelt High School,210597
South Hagerstown High School,210616
Havre de Grace High School,210635
College Park Academy,210640
Huntingtown High School,210651
Oakdale High School,210664
Urbana High School,210671
Joppatowne High School,210673
Henry E Lackey High School,210675
Albert Einstein High School,210677
Academy of the Holy Cross,210678
La Plata High School,210685
Saint Vincent Pallotti High School,210695
Leonardtown High School,210700
St Mary's Ryken High School,210703
North County High School,210710
Southern High School,210720
Chesapeake Math and IT Public Charter School,210722
Patuxent High School,210726
Dulaney High School,210730
Mardela Middle and  High School,210735
Chapelgate Christian Academy,210744
Marriotts Ridge High School,210745
Middletown High School,210755
Chopticon High School,210757
Manchester Valley High School,210761
Worcester Technical High School,210768
North East High School,210780
Southern Garrett High School,210785
New Town High School,210795
Northern High School,210799
Oxon Hill High School,210802
Owings Mills High School,210804
Hereford High School,210805
Northeast Senior High School,210807
Chesapeake High School,210808
Perryville High School,210810
Maurice Mcdonough High School,210823
Poolesville High School,210825
Winston Churchill High School,210839
Calvert High School,210850
North Harford High School,210865
Forbush School At Glyndon And Hannah More Center - Hannah More Campus,210871
Col Zadok Magruder High School,210904
Thomas Sprigg Wootton High School,210909
Richard Montgomery High School,210910
Walter Johnson High School,210912
Rockville High School,210914
Wicomico High School,210935
Salisbury School,210938
Severna Park Senior High School,210943
Severn School,210945
Northwood High School,210947
Melvin J Berman Hebrew Academy,210956
James Hubert Blake High School,210959
John F Kennedy High School,210960
Montgomery Blair High School,210965
Yeshiva of Greater Washington,210966
Atholton High School,210968
Springbrook High School,210969
Smithsburg High School,210970
Snow Hill High School,210975
Charles Herbert Flowers High School,210980
Kent Island High School,210994
South Carroll High School,211005
From the Heart Christian School,211009
George Washington Carver Center for Arts and Technology,211025
Loyola Blakefield High School,211030
Towson High School,211035
Dr Henry A Wise Junior High School,211041
Francis Scott Key High School,211042
Westlake High School,211059
"North Point High School for Science, Technology, and Industry",211061
Saint Charles High School,211067
Westminster High School,211080
Winters Mill High School,211081
Wheaton High School,211085
Kent County High School,211095
Old Colony Regional Vocational Technical School,220003
Agawam High School,220005
Brooke High School,220006
Amherst Regional High School,220015
Andover High School,220025
Arlington High School,220033
Attleboro High School,220073
Narragansett Regional High School,220100
Belchertown High School,220115
Belmont Hill School,220120
Belmont High School,220123
Blackstone-Millville Regional High School,220160
Nashoba Regional High School,220162
John D O'Bryant School of Math and Science,220195
Saint Joseph Preparatory High School,220241
Boston Latin Academy,220260
Dexter Southfield,220262
Jeremiah Burke High School,220290
Bourne High School,220410
Braintree High School,220420
Mary Lyon Pilot High School,220429
Bridgewater-Raynham Regional High School,220430
Hampden Charter School Of Science - West,220434
Montrose School,220454
Burlington High School,220470
Community Charter School-Cambridge,220489
Cambridge Rindge And Latin High School,220493
Blue Hills Regional Technical School,220544
Bay Path Regional Vocational Technical High School,220563
Chelmsford High School,220575
St John's Preparatory High School,220665
Noble and Greenough School,220680
Ursuline Academy,220683
Dover-Sherborn High School,220695
Techboston Academy,220696
Shepherd Hill Regional High School,220698
Duxbury High School,220700
Hampshire Regional High School,220722
Williston Northampton School,220725
Weymouth High School,220745
Everett High School,220758
Pioneer Charter School of Science,220764
Pioneer Charter School Science Ii,220767
B M C Durfee High School,220785
Diman Regional Vocational-Technical High School,220795
Falmouth High School,220815
Fitchburg High School,220820
Montachusett Regional Vocational Technical School,220829
Tri-Co Regional Vocational Technical School,220864
Granby Junior-Senior High School,220897
Groton School,220930
Hanover High School,220950
South Shore Regional Vocational Technical High School,220953
Monomoy Regional High School,220965
Holliston High School,221015
Holyoke High School,221018
Hopkinton High School,221060
Academy of the Pacific Rim,221078
Saint John Paul II High School,221089
Ipswich High School,221095
Silver Lake Regional High School,221105
Central Catholic High School,221115
Lawrence High School,221120
Lexington High School,221190
Littleton High School,221195
Greater Lowell Technical High School,221220
Lynn Classical High School,221260
Lynnfield High School,221287
Mansfield High School,221320
Marblehead High School,221325
Marlborough High School,221335
VHS Learning,221356
Medford High School,221365
Melrose High School,221375
Old Rochester Regional High School,221403
Middleborough High School,221405
Milford High School,221410
Millbury Junior-Senior High School,221420
Millis High School,221425
Milton High School,221440
Natick High School,221475
St Sebastian Middle High School,221545
Newton North High School,221555
Abington High School,221565
Drury High School,221570
McCann Technical School,221575
Brooks School,221610
North Andover High School,221615
North Attleboro High School,221625
Algonquin Regional High School,221630
Dartmouth High School,221640
North Quincy High School,221660
Norton High School,221670
Nauset Regional High School,221710
Oxford High School,221715
Pathfinder Regional Vocational-Technical High School,221721
Bishop Fenwick High School,221723
Pembroke High School,221741
Plymouth North High School,221785
Sandwich High School,221880
Saugus High School,221885
Seekonk High School,221891
Mohawk Trail Regional High School,221920
Somerset-Berkley Regional High School,221935
Prospect Hill Academy Charter School High School,221947
The Governors Academy,221995
Frontier Regional School,222000
Southeastern Regional Vocational-Technical High School,222001
South Hadley High School,222005
Southwick Regional High School,222020
Springfield Central High School,222030
The MacDuffie School,222045
Sabis International Charter School,222056
Excel Academy Charter High School,222067
Joseph Case High School,222105
Taunton High School,222123
Bristol-Plymouth Regional Technical School,222125
Tewksbury Memorial High School,222130
Masconomet Middle High School,222135
North Middlesex Regional High School,222137
Blackstone Valley Regional Vocational-Technical High School,222154
Wakefield Memorial High School,222170
Walpole High School,222175
Waltham Senior High School,222212
Wareham High School,222220
Wayland High School,222255
Wellesley High School,222285
Westborough High School,222300
Westfield Technical Academy,222330
Medway High School,222340
Mount Greylock Regional High School,222415
Winchester High School,222440
Burncoat High School,222482
Doherty Memorial High School,222492
North High School,222505
Saint John's High School,222515
University Park Campus School,222534
South High Community School,222535
Worcester Technical High School,222550
Forest Hills Eastern High School,230000
Madison High School,230012
Allen Park High School,230055
Community High School,230084
Huron High School,230086
Greenhills School,230087
Pioneer High School,230088
Skyline High School,230089
Bay City Western High School,230128
TBA Career Tech Center,230139
Battle Creek Area Mathematics and Science Center,230174
Lakeview High School,230180
John Glenn High School,230208
Lenawee Intermediate School District TECH Center,230232
Belding Senior High School,230255
Newaygo County Career Tech Center,230281
Berkley High School,230295
Brother Rice High School,230329
Byron Center Senior High School,230445
Cadillac High School,230450
Caledonia High School,230455
Canton Preparatory High School,230467
Plymouth High School,230469
Airport High School,230475
Caro High School,230485
Cheboygan High School,230600
Clarkston Senior High School,230630
Clinton High School,230650
Center for Advanced Studies and Arts,230679
Walled Lake Northern High School,230689
Concord High School,230700
Coopersville High School,230715
Corunna High School,230725
Dansville High School,230755
Dearborn High School,230765
Divine Child High School,230768
Edsel Ford High School,230770
Fordson High School,230775
Henry Ford Academy,230778
Crestwood High School,230781
Parkway Christian School,230837
Detroit Collegiate Prep at Northwestern,230914
Mumford High School,230975
Mercy High School,231005
Renaissance High School,231023
East English Village Preparatory Academy,231046
Frederick Douglass Academy for Young Men,231077
Southeastern High School,231200
Western International High School,231235
Dexter High School,231255
Waterford Kettering High School,231273
East Lansing High School,231300
Elk Rapids High School,231340
Escanaba Area Public High School,231368
Garber High School,231375
Farmington High School,231405
North Farmington High School,231406
Fenton High School,231425
Flat Rock Community High School,231445
Frankenmuth High School,231565
Frankfort High School,231570
Fraser High School,231575
Freeland High School,231583
Oscar A Carlson High School,231629
Gladstone Area High School,231630
Grand Blanc Community School,231665
Catholic Central High School,231685
West Michigan Aviation Academy,231687
Grand River Preparatory High School,231689
Grand Rapids Christian High School,231695
East Grand Rapids High School,231705
Forest Hills Northern High School,231707
Forest Hills Central High School,231708
Northview High School,231733
Tri-Unity Christian School,231754
West Catholic High School,231763
Grosse Pointe North High School,231801
Harbor Beach Community High School,231860
Hart High School,231890
Hartland High School,231900
Charyl Stockwell Preparatory Academy,231901
Hastings High School,231910
Hazel Park High School,231915
West Ottawa High School,231973
Homer Community High School,232000
Houghton High School,232015
Hudsonville High School,232050
Imlay City High School,232070
Iron Mountain High School,232100
Luther L Wright K-12 School,232110
Ithaca High School,232125
Jackson High School,232132
Hackett Catholic Prep,232174
West Michigan Lutheran High School,232206
Lake City High School,232235
Michigan Virtual,232286
Waverly High School,232295
Lapeer High School,232302
Winston Churchill High School,232359
Ludington High School,232365
Manistee Middle/High School,232400
Manistique Middle High School,232410
Bloomfield Hills High School,232447
Marysville High School,232485
Mason High School,232490
Melvindale High School,232525
Lakeland High School,232593
Milford High School,232595
Montague High School,232625
L'Anse Creuse High School North,232653
Sacred Heart Academy High School,232690
Mona Shores High School,232704
Oakridge High School,232705
Muskegon High School,232707
Reeths Puffer High School,232708
Anchor Bay High School,232765
North Branch High School,232820
Norway High School,232840
Oak Park High School,232845
Okemos High School,232850
Owosso High School,232915
Oxford High School,232935
Sanilac Career Center,232959
Perry High School,232980
Pinconning High School,233020
Canton High School,233044
Salem High School,233045
Waterford Mott High School,233063
Portland High School,233095
Chippewa Hills High School,233155
Rochester Adams High School,233194
Mid-Peninsula School,233200
Stoney Creek High School,233201
Rockford Senior High School,233205
Romeo High School,233220
Saginaw Arts and Sciences Academy,233282
Heritage High School,233286
Saint Clair High School,233340
Lake Shore Senior High School,233345
South Lake High School,233360
Saint Joseph High School,233385
Saranac High School,233415
Saugatuck Middle High School,233420
Sault Area High School,233430
Shelby High School,233450
Advanced Technology Academy,233453
Sparta High School,233475
Spring Lake High School,233483
Springport High School,233485
Standish-Sterling Central High School,233495
Henry Ford II High School,233508
Stockbridge High School,233520
Taylor High School,233547
Saint Francis High School,233580
Traverse City Central High School,233585
Trenton High School,233595
Athens High School,233602
Troy High School,233603
Ubly High School,233615
University High School Academy,233619
Adlai Stevenson High School,233626
Utica High School,233630
Vicksburg Community High School,233665
Walled Lake Western High School,233689
Walled Lake Central High School,233690
Dwight D Eisenhower High School,233696
Warren Woods Tower High School,233699
Watervliet High School,233705
J&S Frankel Jewish Academy,233729
Whitmore Lake High School,233763
Lakewood High School,233800
Arbor Preparatory High School,233832
Davis Junior High School,239008
Malow Junior High School,239009
Eppler Junior High School,239010
Shelby Junior High School,239011
Heritage Junior High School,239016
Jeannette Junior High School,239028
Ubah Medical Academy,240018
Austin High School,240125
Thomas Jefferson Senior High School,240268
Parnassus Preparatory School,240647
International School Of Mn,240697
Edina High School,240708
Spectrum High School,240721
Minnetonka High School,240780
Farmington High School,240820
Eden Prairie High School,241150
Hopkins High School,241153
Hutchinson High School,241175
Little Falls Community High School,241395
Orono High School,241410
Loyola High School,241480
Hmong College Preparatory Academy,241582
De La Salle High School,241600
Minnehaha Academy,241625
Blake School Northrup Campus,241635
Southwest High School,241680
Spring Lake Park High School,241682
Cristo Rey Jesuit Hs-Twin City,241693
Park Christian School,241736
Mounds View High School,241805
Owatonna High School,241935
Eastview High School,242123
Roseville Area High School,242215
Humboldt Secondary School,242260
Irondale Senior High School,242263
Saint Paul Academy and Summit School,242315
Burnsville Senior High School,242367
Tracy Junior-Senior High School,242490
Wayzata High School,242650
Aberdeen High School,250000
Northside High School,250019
Saint Stanislaus College,250150
Yazoo County High School,250210
Biloxi High School,250223
Saint Martin High School,250250
Brandon High School,250325
Northwest Rankin High School,250326
Clinton High School,250585
Columbia High School,250645
North Pontotoc Attendance Center,250857
Enterprise High School,250873
Gulfport High School,251082
Hattiesburg High School,251175
Terry High School,251375
Saint Joseph Catholic School,251425
Long Beach Senior High School,251635
George County High School,251685
Madison Central High School,251740
Ocean Springs High School,252205
Lewisburg High School,252224
Lafayette High School,252241
Oxford High School,252242
Gautier High School,252260
Pascagoula High School,252265
Park Place Christian Academy,252291
Petal High School,252330
Pontotoc High School,252455
South Pontotoc High School,252457
Ridgeland High School,252591
NorthStar Academy,252825
Starkville High School,252830
Union High School,253062
Crossroads Preparatory Academy,260014
McDonald County High School,260050
Belton High School,260160
McCluer South Berkeley High School,260170
Blue Springs High School,260240
Blue Springs South High School,260241
Branson High School,260325
Braymer C-4 High School,260335
Brentwood High School,260345
Buffalo High School,260390
Cameron R-I High School,260465
Crest Ridge High School,260543
Missouri Torah Institute,260609
Chaminade College Preparatory School,260640
Clayton High School,260645
Mary Institute and Saint Louis Country Day School,260655
David H Hickman High School,260720
Columbia Independent School,260722
Columbia Area Career Center,260723
Columbia-Rock Bridge Senior High School,260728
Muriel Williams Battle High School,260733
Dexter Senior High School,260855
Excelsior Springs High School,261015
Fayette High School,261065
Hazelwood Central Senior High School,261102
Fordland High School,261105
Hazelwood West High School,261109
Herculaneum High School,261370
Seckman Senior High School,261504
William Chrisman High School,261515
Center Place Restoration School,261519
Oak Park High School,261667
St Michael the Archangel Catholic High School,261668
Rockhurst High School,261685
Saint Pius X High School,261697
Lee's Summit Senior High School,261900
Lees Summit North High School,261901
Lees Summit West High School,261903
Mount Vernon R-V High School,262325
Neosho Senior High School,262350
Niangua R-V High School,262415
North Kansas City High School,262445
Saint Dominic High School,262480
Fort Zumwalt North High School,262483
Owensville High School,262520
Pacific Senior High School,262530
Park Hill Senior High School,262545
Pattonville High School,262575
Poplar Bluff Senior High School,262670
Park Hill South High School,262802
Francis Howell High School,262845
Saint Charles High School,262850
Francis Howell Central High School,262851
Collegiate School of Medicine and Bioscience,262918
Visitation Academy,262925
Christian Brothers College High School,262940
Crossroads College Preparatory School,262941
Lindbergh High School,262980
Soldan International Studies High School,262984
Rosati-Kain High School,263025
Clyde Miller Career Academy,263099
Savannah High School,263160
Kickapoo High School,263289
University City High School,263445
Saint Francis Borgia Regional High School,263535
Washington High School,263537
Nerinx Hall High School,263570
Timberland High School,263591
West Platte R2 Junior Senior High School,263600
Willard High School,263630
Capital High School,270449
Manhattan High School,270590
West Yellowstone School,270918
Bellevue East High School,280205
Bellevue West Senior High School,280206
Kearney High School,281230
Lincoln East High School,281303
Lincoln North Star High School,281304
Lincoln High School,281305
Lincoln Southwest High School,281309
Lincoln Northeast High School,281310
Millard South High School,281505
Millard North High School,281506
Duchesne Academy of the Sacred Heart,281685
Central High School,281705
Concordia Junior Senior High School,281706
Burke High School,281716
Marian High School,281718
Mercy High School,281719
North High School,281720
Millard West High School,281723
Westside High School,281770
Plattsmouth High School,281925
Platteview High School,282200
Pinecrest Academy of Nevada Cadence Campus,290002
Amplus Academy,290006
Doral Academy Red Rock,290009
Mission High School,290013
Carlin Combined School,290030
Carson High School,290035
Dayton High School,290041
Elko High School,290045
Churchill County High School,290060
Fernley High School,290065
Coronado High School,290069
Foothill High School,290073
Douglas High School,290075
Advantages School International,290079
Green Valley High School,290084
Bishop Gorman High School,290095
Ed W Clark High School,290097
Eldorado High School,290098
Southeast Career Technical Academy,290101
Rancho High School,290103
Western High School,290104
Faith Lutheran High School,290109
Cimarron-Memorial High School,290115
The Meadows School,290116
Durango High School,290118
Las Vegas Academy Of The Arts,290119
Cheyenne High School,290121
Moapa Valley High School,290125
Silverado High School,290132
Advanced Technologies Academy,290134
Pahrump Valley High School,290137
Edward C Reed High School,290141
Robert McQueen High School,290143
Reno High School,290145
Galena High School,290149
Smith Valley High School,290150
Wells High School,290175
North Valleys High School,290177
Yerington High School,290185
Damonte Ranch High School,290187
George Whittell High School,290190
Canyon Springs High School and The Leadership and Law Preparatory Academy,290194
Palo Verde High School,290200
Nevada Learning Academy at CCSD,290203
Arbor View High School,290204
Shadow Ridge High School,290209
Sunrise Mountain High School,290210
Veterans Tribute Career and Technical Academy,290215
Coral Academy of Science Las Vegas,290216
Desert Oasis High School,290219
Mojave High School,290220
Legacy High School,290223
Northwest Career and Technical Academy,290225
East Career and Technical Academy,290227
Preparatory Institute School for Academic Excellence at Charles I West Hall,290228
The Adelson School,290229
Equipo Academy,290235
Pinecrest Academy Sloan Canyon,290236
Nevada Virtual Academy,290243
"Academy of Arts, Careers and Technology",290247
Coral Academy Of Science High School,290249
Founders Academy Public Charter School,300002
Bedford High School,300044
Newfound Regional High School,300060
Dublin School,300145
Oyster River High School,300150
Virtual Learning Academy Charter School,300188
Gorham Middle-High School,300220
Manchester Central High School,300355
Inter Lakes Junior-Senior High School,300395
Moultonborough Academy,300416
Bishop Guertin High School,300418
Kearsarge Regional High School,300466
Monadnock Regional High School,300468
Timberlane Regional High School,300508
Raymond High School,300525
Windham High School,300634
Allentown High School,310000
Northern Highlands Regional High School,310001
Deptford Township High School,310003
North Hunterdon High School,310005
Innovation High School,310018
Primoris Academy,310023
Passaic Academy For Science And Engineering,310053
Academy of Greatness & Excellence,310061
Barnegat High School,310062
Passaic Arts and Science Charter School,310066
Central Regional High School,310072
Academy Charter High School,310077
Wall High School,310082
Belvidere High School,310085
Diana C Lobosco STEM Academy,310089
Bergenfield High School,310090
Governor Livingston High School,310093
Bernards High School,310095
Gill Saint Bernard's School,310100
Boonton High School,310130
Bordentown Regional High School,310140
Buena Regional High School,310154
Burlington Township High School,310158
Doane Academy,310165
Butler High School,310170
Mount St Dominic Academy High School,310180
Camden Catholic High School,310185
Lower Cape May Region High School,310210
Middle Township High School,310215
Carteret High School,310220
Cedar Grove High School,310222
Cherry Hill High School East,310223
Chatham High School,310224
West Morris Central High School,310227
Overbrook High School,310235
Cliffside Park High School,310240
Clifton High School,310245
Collingswood High School,310250
Colonia High School,310251
Northern Burlington County Regional High School,310252
Cranford High School,310260
Cresskill High School,310263
Northern Valley Regional High School at Demarest,310265
Randolph High School,310272
Dunellen High School,310280
Morris County School of Technology,310281
East Brunswick High School,310283
Monmouth Regional High School,310296
Edison High School,310297
Henry P Becton Regional High School,310299
Elizabeth High School,310305
Pingry School,310315
John E Dwyer Technology Academy,310339
Emerson Junior-Senior High School,310348
Manalapan High School,310367
Fair Lawn High School,310370
Mount Olive High School,310378
Hunterdon Central Regional High School,310380
Fort Lee High School,310395
Ramapo High School,310402
Delsea Regional High School,310403
Freehold High School,310405
Freehold Township High School,310407
Delaware Valley Regional High School,310410
Voorhees High School,310433
Glen Ridge High School,310435
Gloucester City Junior-Senior High School,310445
Bergen County Technical Hs-Teterboro,310450
Bergen Arts & Science Charter School,310457
Hackensack High School,310460
Haddonfield Memorial High School,310470
Paul VI High School,310473
Hammonton High School,310495
Hanover Park High School,310501
Harrison High School,310505
Hawthorne Christian Academy,310514
Hawthorne High School,310515
Hillside High School,310545
Holmdel High School,310566
Irvington High School,310580
John F Kennedy Memorial High School,310581
Monroe Township High School,310584
James J Ferris High School,310605
McNair Academic High School,310612
Liberty High School,310623
William Dickinson High School,310650
Kearny High School,310655
David Brearley High School,310663
Kinnelon High School,310667
Lacey Township High School,310677
Leonia High School,310690
Mainland Regional High School,310698
Passaic Valley High School,310700
Livingston High School,310705
Lodi High School,310710
Long Branch High School,310720
Lyndhurst High School,310730
Mahwah High School,310742
Southern Regional 9-10 High School,310743
Manasquan High School,310745
Manchester Township High School,310746
Maple Shade High School,310748
Manville High School,310749
Columbia High School,310750
Marlboro High School,310752
Bridgewater-Raritan Regional High School,310753
Matawan Regional High School,310755
Oakcrest High School,310758
Absegami High School,310759
West Morris Mendham High School,310765
Bishop Eustace Preparatory School,310770
Cedar Creek High School,310782
Metuchen High School,310785
Saint Joseph High School,310790
Middletown High School South,310791
Middletown High School North,310793
Midland Park High School,310794
South Brunswick High School,310802
Montclair High School,310820
Saint Joseph Regional High School,310824
Moorestown High School,310825
Montville Township High School,310826
Moorestown Friends School,310830
Morristown High School,310840
Mountain Lakes High School,310855
East Side High School,310895
American History High School,310903
Science Park High School,310932
Technology High School,310933
West Side High School,310975
Franklin High School,310979
Newark Collegiate Academy,310986
New Egypt High School,310988
Our Lady of Mercy Academy,310996
Piscataway Township High School,310998
New Providence High School,310999
Kittatinny Regional High School,311002
North Arlington High School,311010
High Technical High School,311012
North Bergen High School,311017
North Brunswick Township High School,311019
North Plainfield High School,311020
Mount Saint Mary Academy,311025
Indian Hills High School,311041
Jefferson Township High School,311043
Northern Valley Regional High School at Old Tappan,311051
Bergen Catholic High School,311053
River Dell Regional High School,311054
Orange High School,311060
Paramus Catholic High School,311071
Paramus High School,311073
Parsippany High School,311078
Parsippany Hills High School,311079
Passaic High School,311085
High School Science Technology Engineering Math @ JFK,311094
High School Government And Public Administratnion @ EHS,311099
International High School,311102
Academy of Earth & Space Science,311104
High School Of Culinary Arts/Hospitality/Toursim @ EHS,311107
Bais Yaakov Machon Ora,311108
Paterson Arts and Science Charter School,311122
School Of Information Technology,311145
Pemberton Township High School,311162
Hopewell Valley Central High School,311165
Pennsauken High School,311173
Academy For Urban Leadership,311186
Timothy Christian School,311212
Watchung Hills Regional High School,311231
W Windsor-Plainsboro Hs-North,311232
Point Pleasant Borough High School,311242
Point Pleasant Beach High School,311245
Pequannock Township High School,311252
Hun School-Princeton,311260
Princeton Day School,311265
W Windsor-Plainsboro Hs-South,311277
Stuart Country Day School Of The Sacred Heart,311278
Rahway High School,311280
Ramsey High School,311290
Red Bank Regional High School,311300
Saint Augustine Preparatory School,311302
Ridgefield Memorial High School,311303
Ridgewood High School,311310
Morris Knolls High School,311321
Roselle Catholic High School,311328
Roselle Park High School,311330
Rumson Fairhaven Regional High School,311335
Ranney School,311336
Saddle River Day School,311348
Scotch Plains-Fanwood High School,311360
Somerville High School,311365
Camden County Technical School,311366
Immaculata High School,311367
Cherry Hill High School West,311377
Union County Academy For Information Technology,311381
Pope John XXIII Regional High School,311407
Jonathan Dayton High School,311410
Roxbury High School,311415
Summit High School,311420
Oak Knoll School of the Holy Child,311430
High Point Regional High School,311440
Teaneck High School,311450
Ma'Ayanot Yeshiva Hs-Girls,311452
Nottingham High School - North,311484
Hamilton High School West,311485
Lawrence High School,311487
Verona High School,311550
Vernon Township High School,311552
Wallington Junior-Senior High School,311565
Lakeland Regional High School,311567
Warren Hills Regional High School,311570
De Paul Catholic High School,311572
Wayne Valley High School,311573
Wayne Hills High School,311574
Weehawken High School,311575
James Caldwell High School,311578
West Essex Senior High School,311579
Egg Harbor Township High School,311581
Shore Regional High School,311590
Memorial High School,311595
Whippany Park High School,311614
Williamstown High School,311622
Woodbridge High School,311625
Woodbury Junior-Senior High School,311635
West Deptford High School,311638
Wood-Ridge High School,311640
Albuquerque Academy,320003
Del Norte High School,320008
Manzano High School,320023
Sandia High School,320037
La Cueva High School,320038
West Mesa High School,320047
Cobre High School,320072
Moreno Valley High School,320079
Bloomfield High School,320092
Carlsbad High School,320105
Volcano Vista High School,320122
Clovis High School,320165
Piedra Vista High School,320252
Hobbs High School,320325
Las Cruces High School,320370
Onate High School,320373
Rio Rancho Cyber Academy,320537
Santa Teresa High School,320570
The Academy For Technology And The Classics,320592
Capital High School,320596
Pojoaque High School,320610
Santa Fe High School,320630
Silver High School,320655
Socorro High School,320660
Taos High School,320675
Achievement First East Brooklyn High School,330008
Shulamith High School for Girls,330009
Young Women's Leadership School of the Bronx,330024
Albany High School,330041
Unity Preparatory Charter School of Brooklyn,330048
Christian Brothers Academy,330050
Academy Charter School,330051
New Buffalo School of Culinary Arts & Hospitality Management,330070
Lafayette International High School,330072
Mountain View Campus,330103
Alexander Middle High School,330110
Alexandria Central School,330115
Urban Assembly Charter High School For Computer Science,330116
PS 208 Riverside Academy,330136
Amityville Memorial High School,330155
Lake Shore Senior High School,330195
Ardsley High School,330210
Byram Hills High School,330225
Auburn High School,330240
Baldwin High School,330295
Charles W Baker High School,330300
Ballston Spa High School,330305
Bay Shore High School,330350
Beacon High School,330360
Belleville Henderson Central School,330380
John F Kennedy High School,330383
Wellington C Mepham High School,330385
Maple Grove Junior-Senior High School,330400
Bethpage High School,330420
Seton Catholic Central High School,330431
Connetquot High School,330449
Onteora High School,330450
Bolton Central School,330460
Young Womens Leadership School Of Brooklyn,330463
Bronx Arena High School,330483
Uncommon Charter High School,330489
Morris Academy For Collaborative Studies,330491
Academy for Scholarship and Entrepreneurship,330492
Brewster High School,330500
Millennium Art Academy,330503
Briarcliff High School,330505
Astor Collegiate Academy,330508
Brockport High School,330525
Health Opportunities High School,330527
Harry S Truman High School,330531
University Heights High School,330538
Bronxville High School,330540
High School of World Cultures,330547
Abraham Lincoln High School,330550
Bronx Leadership Academy II High School,330568
Benjamin Banneker Academy,330582
Fordham High School Of Arts,330591
Bronx High School Law-Community Service,330592
Boys and Girls High School,330595
Bronx Aerospace High School,330606
A-Tech High School,330615
Brooklyn High School for Music and Theater,330627
Brooklyn High School for Science and the Environment,330628
Brooklyn Technical High School,330630
Brooklyn Studio Secondary School,330634
High School For Public Service,330637
All City Leadership Secondary School,330642
Bedford Academy High School,330643
In-Tech Academy Middle High School 368,330649
Clara Barton High School,330655
South Bronx Preparatory,330668
High School of Computers and Technology,330673
Dr Susan S McKinney Secondary School of The Arts,330674
Collegiate Institute For Math And Science,330676
East New York Family Academy,330678
Williamsburg Preparatory School,330697
Marie Curie High School,330701
John Jay School for Law,330706
Franklin D Roosevelt High School,330713
Explorations Academy,330721
Grover Cleveland High School,330735
"High School for Enterprise, Business and Technology",330736
High School of Telecommunication Arts and Technology,330743
James Madison High School,330745
Leon M Goldstein High School for Sciences,330752
Medgar Evers College Preparatory School,330759
Midwood High School,330775
New Utrecht High School,330785
Poly PrepCountry Day School,330795
Bronx Center for Science and Mathematics,330821
Theatre Arts Production County School,330838
Williamsburg High School of Arts and Technology,330856
Cyberarts Studio Academy,330857
Science Skills Center High School as Water's Edge,330878
William E Grady Vocational-Technical High School,330903
Gotham Collaborative High School,330905
School for Human Rights,330909
Xaverian High School,330920
Yeshivah of Flatbush,330925
High School for Youth and Community Development at Erasmus,330936
High School of Sports Management,330939
Olympus Academy,330951
Urban Assembly School for Applied Math and Science,330953
Gotham Professional Arts Academy,330956
It Takes a Village Academy,330957
Hyde Leadership Charter School,330978
Canisius High School,331000
City Honors School at FMP,331004
"Math, Science, and Technology Preparatory School at Seneca",331021
Brooklyn Community High School For Excellence And Equity,331024
Brooklyn Lab School,331046
McKinley High School,331060
Nardin Academy High School,331075
Millennium Brooklyn High School,331079
St Joseph Collegiate Institute,331095
High School For Energy And Technology,331109
South Park High School,331120
Achievement First University Prep High School,331125
Bronx River High School,331136
New Visions Advanced Math And Science III,331139
Burnt Hills-Ballston Lake High School,331140
Caledonia-Mumford Senior High School,331150
Uncommon Preparatory Charter High School,331159
Democracy Prep Harlem Charter High School,331160
Mathematics and Science Research Technology Magnet High School,331169
MDQ Academy,331182
Rochester Prep High School,331186
Inwood Early College for Health & Information Technologies,331192
Canaseraga School,331200
Centereach High School,331281
Newfield High School,331283
Center Moriches High School,331285
Central Islip High School,331290
Monroe Woodbury High School,331297
Maryvale High School,331345
Cicero-North Syracuse High School,331378
Cold Spring Harbor Junior-Senior High School,331437
Saint Agnes Academic High School,331445
Commack High School,331453
Longwood Senior High School,331478
Storm King School,331520
Coxsackie Athens High School,331540
Deer Park High School,331583
Bethlehem Central High School,331595
Depew High School,331600
Half Hollow Hills High School W,331627
Dobbs Ferry High School,331630
The Masters School,331635
