Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0,0.03,0.21,47,7,7.4,8,MASA Group,T
Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,69,69,7.7,125,Intelligent Systems,T
The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.1,0,0.02,0.21,68,30,6.7,118,2K Marin,M
Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.07,0.13,0,0.02,0.21,72,19,3.5,1509,EA DICE,T
BloodRayne,XB,2002,Shooter,Universal Interactive,0.16,0.05,0,0.01,0.21,76,20,7.5,6,Terminal Reality,M
NHL 2K6,XB,2005,Sports,Take-Two Interactive,0.16,0.05,0,0.01,0.21,83,32,7.5,26,2K Sports,E10+
Hannah Montana: The Movie,X360,2009,Adventure,Disney Interactive Studios,0.14,0.05,0,0.02,0.21,25,4,3.8,48,n-Space,E
Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0,0.01,0.21,70,55,7,6,K2 LLC,M
World Poker Tour,PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.03,0.21,60,17,8.6,5,Coresoft,T
Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21,65,37,7.1,8,KCET,M
MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21,67,21,7.7,16,EA Canada,E
Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.19,0,0,0.02,0.21,84,31,8.7,55,Vicarious Visions,E
Viewtiful Joe 2,PS2,2004,Action,Capcom,0.1,0.08,0,0.03,0.21,85,29,7.7,17,Clover Studio,T
The BIGS 2,X360,2009,Sports,Take-Two Interactive,0.19,0.01,0,0.02,0.21,76,31,6.2,35,Blue Castle Games,E10+
Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.21,84,18,7.2,11,Bullfrog Productions,M
Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0,0.03,0.21,63,22,5.2,13,Blitz Games,E
50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0.07,0,0.02,0.21,71,54,6.4,64,Swordfish Studios,M
Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.13,0,0.04,0.21,92,78,8.8,1381,ThatGameCompany,E
SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.12,0,0.04,0.21,73,4,7.5,4,Milestone S.r.l,E10+
Robotech: Battlecry,XB,N/A,Shooter,Unknown,0.16,0.05,0,0.01,0.21,74,22,7,10,Vicious Cycle,T
Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,0.02,0,0.19,0,0.21,68,12,7.6,16,Ganbarion,T
Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0,0,0.02,0.21,70,9,6.5,10,Exient Entertainment,E
HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0.12,0.08,0,0.01,0.21,26,7,4,5,Osiris Studios,E
Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,0.2,0,0,0.02,0.21,63,4,5.8,5,Piranha Games,E
Darkwatch,XB,2005,Shooter,Ubisoft,0.16,0.05,0,0.01,0.21,75,43,8.1,21,High Moon Studios,M
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0,0.1,0.02,0.21,74,37,8.1,61,Nippon Ichi Software,T
Maximo vs Army of Zin,PS2,2003,Platform,Capcom,0.1,0.08,0,0.03,0.21,83,46,7.8,13,Capcom,T
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.11,0.09,0,0.02,0.21,74,14,5.9,544,Ubisoft Quebec,M
Summoner 2,PS2,2002,Role-Playing,THQ,0.1,0.08,0,0.03,0.21,76,20,8.3,22,Volition Inc.,T
Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,78,18,8.2,19,Konami,T
Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83,52,7.8,36,Team Ninja,T
Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,0.16,0.05,0,0.01,0.21,65,5,8.4,16,FUN Labs,T
World of Final Fantasy,PSV,2016,Role-Playing,Square Enix,0.04,0.06,0.08,0.03,0.21,77,5,8.6,46,Square Enix,E10+
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,72,35,8.4,77,Spike Chunsoft,M
Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79,9,7,12,Konami,E
The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0,0.02,0.21,60,8,6.4,15,Krome Studios,E10+
The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0,0.04,0.21,83,6,8.4,259,Telltale Games,M
Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0,0.02,0.21,67,51,7.6,33,"Deep Silver, Sproing Interactive Media, Sproing",M
Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.16,0.03,0,0.02,0.21,78,28,6.9,20,Griptonite Games,E10+
SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,0.06,0.14,0,0.01,0.21,63,17,8,6,Milestone S.r.l,E10+
Bionicle,GC,2003,Action,Electronic Arts,0.16,0.04,0,0.01,0.21,47,5,4.2,5,Argonaut Games,E
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0,0.02,0.21,69,53,7.4,50,n-Space,T
A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,0.18,0.01,0,0.01,0.21,80,43,8.7,35,WayForward,E
Baja: Edge of Control,PS3,2008,Racing,THQ,0.1,0.08,0,0.03,0.21,61,21,5,11,2XL Games,E
G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0,0.03,0.21,43,32,4.8,13,Double Helix Games,T
UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.06,0,0.04,0.21,74,27,7,13,Yuke's,T
World Series of Poker,PSP,2005,Misc,Activision,0.19,0,0,0.02,0.21,37,6,6.4,20,Activision,E10+
Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0,0.02,0.21,67,16,7.3,19,Ubisoft Montpellier,E
Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21,81,25,8.9,49,Ion Storm,M
Unreal II: The Awakening,XB,2004,Shooter,Atari,0.17,0.04,0,0.01,0.21,64,27,5.3,20,Tantalus Interactive,M
Rumble Racing,PS2,2001,Racing,Electronic Arts,0.1,0.08,0,0.03,0.21,85,17,8.2,9,Electronic Arts,E
Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.1,0.08,0,0.03,0.21,69,4,4.1,16,"Treyarch, Shaba Games",E10+
Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.18,0,0.01,0.01,0.21,38,45,2.9,44,Artoon,M
Batman Begins,XB,2005,Action,Electronic Arts,0.16,0.04,0,0.01,0.21,65,56,7.1,21,Eurocom Entertainment Software,T
NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02,0.21,53,9,6.8,53,EA Sports,E
JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,88,36,8.2,102,Smilebit,T
NHL Hitz 20-02,GC,2001,Sports,Midway Games,0.16,0.04,0,0.01,0.21,79,13,8.7,7,Midway,E
Way of the Samurai 3,X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,55,22,6.8,16,Acquire,M
NCAA Football 2003,GC,2002,Sports,Electronic Arts,0.16,0.04,0,0.01,0.21,91,11,8.1,9,EA Sports,E
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.09,0,0.04,0.21,71,20,7.6,46,Io Interactive,M
J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,0,0.03,0.17,0.01,0.21,74,5,7.9,29,Bandai Namco Games,T
de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0,0.03,0.21,74,50,7.1,34,Blue Tongue Entertainment,E10+
ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21,64,14,7.9,8,Konami,T
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01,0.21,76,34,8,20,h.a.n.d. Inc.,E10+
Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21,78,54,8.3,23,Crystal Dynamics,T
Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.11,0,0.02,0.21,40,37,4.7,19,ZootFly,T
You Don't Know Jack,Wii,2011,Misc,THQ,0.19,0,0,0.01,0.21,81,5,7.7,6,"Jellyvision, Iron Galaxy Studios",T
Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21,28,7,2.4,17,Midway,M
Mega Man Legacy Collection,3DS,2016,Platform,Capcom,0.14,0,0.05,0.02,0.21,77,27,7.1,26,Digital Eclipse,E
The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0,0.02,0.21,53,4,6.6,5,THQ,T
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02,0.21,67,33,7.1,15,EA Canada,E
StokEd,X360,2009,Sports,Zushi Games,0.18,0.01,0,0.01,0.21,68,34,8.6,19,Bongfish,T
Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0.08,0,0.03,0.21,68,26,8.5,8,Cranky Pants Games,M
Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0,0.02,0.21,64,40,6.5,661,Trion Worlds,M
NHL 2003,XB,2002,Sports,Electronic Arts,0.15,0.04,0,0.01,0.21,80,12,7.9,12,EA Sports,E
Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0,0,0.02,0.21,78,25,7.4,14,EA Canada,E
NHL 2K3,PS2,2002,Sports,Sega,0.1,0.08,0,0.03,0.21,89,25,7.8,17,Treyarch,E
You Don't Know Jack,X360,2011,Misc,THQ,0.19,0,0,0.01,0.21,82,23,7.9,29,"Jellyvision, Iron Galaxy Studios",T
Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0,0.21,82,16,7.8,8,Sun-Tec,E
Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0,0.03,0.21,32,43,1.5,427,Robomodo,T
MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,0.19,0,0,0.02,0.21,79,11,6.6,8,SCEA,E
Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,68,16,8.5,15,Tecmo,E
Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0,0.01,0.21,54,11,5.5,8,Alpha Unit,E
Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21,69,46,6.5,15,Brownie Brown,E
BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,0.16,0.04,0,0.01,0.21,33,6,7.5,18,Takara,E
Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.11,0.08,0,0.02,0.21,61,64,7,34,Volatile Games,M
Dragon Ball Z: Sagas,GC,2005,Fighting,Atari,0.16,0.04,0,0.01,0.21,48,11,6.6,11,Avalanche Software,T
X2: Wolverine's Revenge,XB,2003,Platform,Activision,0.15,0.04,0,0.01,0.21,58,27,6.4,9,GenePool,T
Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0.05,0,0,0.21,55,4,6.9,8,Natsume,E
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70,35,7.8,24,Acquire,M
Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.05,0.06,0.02,0.21,61,30,5.5,102,Spark Unlimited,T
Beyblade G-Revolution,GBA,2004,Action,Atari,0.15,0.05,0,0,0.2,40,5,7.8,5,Full Fat,E
Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,0.1,0.08,0,0.03,0.2,57,33,4.8,5,Capcom,T
Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,0.04,0.13,0,0.03,0.2,72,32,7.4,49,Ubisoft Montreal,M
God of War Collection,PSV,2014,Action,Sony Computer Entertainment,0.08,0.06,0.01,0.05,0.2,73,28,7.4,133,"Sanzaru Games, Sanzaru Games, Inc.",M
Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.2,71,35,8.2,106,PlatinumGames,M
Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.01,0.2,33,31,5.1,47,Bec,T
Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,68,31,8.6,17,Konami,T
NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,76,21,7.2,5,EA Canada,E
Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.12,0,0.02,0.2,52,33,5.7,110,City Interactive,M
EVE Online,PC,2003,Role-Playing,CCP,0,0.19,0,0.01,0.2,69,22,7.5,280,CCP,T
Phantasy Star Online,DC,2000,Role-Playing,Sega,0,0,0.2,0,0.2,89,21,9.1,33,Sonic Team,T
Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2,69,33,8.5,13,Hitmaker,T
Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2,87,16,5.3,18,Rockstar San Diego,E10+
Thrillville,PSP,2006,Strategy,Atari,0.18,0,0,0.02,0.2,72,13,2.8,39,Frontier Developments,E10+
"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0.09,0,0.03,0.2,74,34,7.4,596,Relic,M
The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2,67,14,8.5,4,Terminal Reality,T
Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.14,0.04,0,0.02,0.2,51,10,5.3,9,Behaviour Interactive,E
MLB SlugFest 20-03,XB,2002,Sports,Midway Games,0.15,0.04,0,0.01,0.2,79,9,7.8,5,Gratuitous Games,E
The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02,0.2,63,37,7.3,16,"SCEA, Think and Feel",T
Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0,0.03,0.2,70,34,8.9,12,Edge of Reality,E
Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.01,0,0.02,0.2,70,6,7.5,15,Exient Entertainment,E
Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2,64,23,5.9,40,From Software,T
Le Mans 24 Hours,PS2,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,75,19,7.6,9,Atari,E
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.2,53,44,7.5,80,Nippon Ichi Software,T
Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,0.19,0,0,0.02,0.2,57,16,6.2,10,Bec,E
Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.14,0.05,0,0,0.2,82,8,9.2,40,TOSE,E
X2: Wolverine's Revenge,GBA,2003,Platform,Activision,0.14,0.05,0,0,0.2,72,8,7.2,5,Vicarious Visions,E
NBA 2K2,XB,2002,Sports,Sega,0.15,0.04,0,0.01,0.2,90,17,7.6,5,Visual Concepts,E
Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01,0.2,67,38,7.6,73,Studio Saizensen,T
Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,0.15,0.03,0,0.02,0.2,72,13,6.3,9,Visual Concepts,E
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,52,27,7,48,Ubisoft Annecy,M
Planet 51,Wii,2009,Action,Sega,0.17,0.01,0,0.02,0.2,53,6,5.8,4,Pyro Studios,E
Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.2,51,32,5.3,7,WideScreen Games,M
FIFA 16,PC,2015,Sports,Electronic Arts,0.06,0.13,0,0.01,0.2,81,10,4.4,296,EA Sports,E
NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0,0.02,0.2,36,14,3.1,88,EA Sports,E
Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.09,0.01,0.03,0.2,36,45,3.7,21,SCE Japan Studio,E10+
DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.07,0,0.02,0.2,63,33,7.2,19,Gaming Minds Studios,T
Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,0.11,0.07,0,0.02,0.2,73,8,7.3,29,Dimps Corporation,T
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.07,0.04,0.07,0.02,0.2,87,49,8.2,178,Vanillaware,T
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2,70,20,8.6,11,Krome Studios,E
Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0,0.02,0.2,57,33,4.8,4,Namco Bandai Games,E
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.12,0.03,0.03,0.02,0.2,65,25,7.3,15,Media Vision,E10+
Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2,62,13,6.6,10,"Omega Force, Koei Canada",T
MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,82,18,9,9,EA Sports,E
Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2,43,9,6.4,5,Torus Games,E
Infinite Space,DS,2009,Role-Playing,Sega,0.06,0.05,0.07,0.01,0.2,75,46,9,61,PlatinumGames,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0,0.01,0.2,72,31,6,6,Traveller's Tales,T
NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2,68,24,7,5,SCEA,E
Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0,0.02,0.2,76,31,6.5,315,Reality Pump,M
IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,0.15,0.04,0,0.01,0.2,40,5,7.4,7,Bethesda Softworks,E
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.12,0.01,0.2,86,12,7.7,128,Falcom,T
Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2,60,34,7.1,52,"Mercury Steam, Alchemic Productions",M
Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.07,0.05,0.01,0.2,64,42,5.9,39,Arika,T
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0,0.02,0.2,65,7,6.7,9,n-Space,E10+
Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,58,52,6.1,24,Double Helix Games,T
From Russia With Love,XB,2005,Action,Electronic Arts,0.15,0.04,0,0.01,0.2,71,34,8.8,12,Electronic Arts,T
Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.06,0,0.03,0.2,66,17,6.1,12,Gaijin Entertainment,T
Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0,0.02,0.2,75,40,7.9,1295,Techland,M
Grandia II,DC,2000,Role-Playing,Ubisoft,0,0,0.2,0,0.2,90,17,8.8,57,Game Arts,T
Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,74,65,7.1,28,Namco,E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03,0.2,53,20,7,10,KCE Studios,E10+
Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.2,75,21,8.8,20,High Voltage Software,M
Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0,0.01,0.01,0.2,71,7,7,35,Compile Heart,T
Gladius,PS2,2003,Strategy,Activision,0.1,0.08,0,0.03,0.2,78,27,8,22,LucasArts,T
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63,28,7,24,Vicious Cycle,T
Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0.04,0,0.01,0.2,76,18,8.2,6,"Z-Axis, Ltd.",T
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,0.15,0.04,0,0.01,0.2,66,4,8.3,10,Big Sky Software,E
Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.03,0.2,77,35,8.1,8,Namco,E
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.07,0.09,0,0.03,0.2,49,34,6.4,61,Ubisoft,T
Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0,0.03,0.2,71,40,6.8,18,Stormfront Studios,T
Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0,0,0.02,0.2,50,35,5.6,20,Cauldron Ltd.,M
Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0,0.03,0.2,65,52,6.1,27,"Namco Bandai Games America, Namco Bandai Games",M
Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.1,0.05,0,0.04,0.2,58,57,5.1,102,WayForward,M
Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0,0.03,0.2,59,33,7.5,18,Cyberlore Studios,M
Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0,0.02,0.2,65,35,7.1,18,2XL Games,E
Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,0.18,0,0,0.01,0.2,80,15,7.9,8,Team Fusion,E
Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,59,28,8,10,"Sega, Tom Create",T
MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,0.15,0.04,0,0.01,0.2,42,8,6.8,9,Mad Catz,E
The Thing,XB,2002,Adventure,Vivendi Games,0.15,0.04,0,0.01,0.2,78,21,6.6,14,Computer Artworks,M
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58,40,7.2,36,Sony Online Entertainment,T
Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0,0,0.02,0.2,85,8,7.9,60,PopCap,E10+
Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,0.15,0.04,0,0.01,0.2,83,25,8.3,26,Snowblind Studios,T
Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.15,0.04,0,0.01,0.2,83,31,8.6,20,Ubisoft,M
Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0,0.02,0.2,53,27,7.4,13,Omega Force,T
Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.1,0.07,0,0.03,0.2,47,14,8.8,76,Eurocom Entertainment Software,M
Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,73,10,7.5,27,Examu,T
X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0,0.02,0.2,55,8,8.1,8,Griptonite Games,E10+
Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.1,0.07,0,0.03,0.2,51,26,2.1,9,Eutechnyx,M
Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0,0.09,0.01,0.2,65,36,6.8,25,From Software,T
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76,40,7.9,23,CyberConnect2,E10+
NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.1,0.07,0,0.02,0.2,57,11,4,4,989 Sports,E
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70,12,8.2,17,Gust,T
The Great Escape,PS2,2003,Action,SCi,0.1,0.07,0,0.02,0.2,57,19,8,21,Pivotal Games,T
Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63,55,7.8,528,Mercury Steam,M
Big Mutha Truckers,XB,2002,Racing,Empire Interactive,0.15,0.04,0,0.01,0.19,59,12,4.3,9,Eutechnyx,T
Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0,0.03,0.16,0.01,0.19,58,25,6.5,15,Acquire,M
The Hobbit,GBA,2003,Platform,Vivendi Games,0.14,0.05,0,0,0.19,67,6,9.2,17,Saffire,E
The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75,30,8.5,15,SNK Playmore,T
Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0,0.02,0.19,58,37,7.5,39,Ubisoft,M
Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,0.18,0,0,0.02,0.19,68,8,4.4,5,Visual Concepts,E
Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0,0,0.02,0.19,51,14,6.3,15,High Voltage Software,M
Dead Space 3,PC,N/A,Action,Electronic Arts,0.02,0.16,0,0.02,0.19,78,16,6,1096,Visceral Games,M
Sniper Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0,0.02,0.19,76,21,8.9,36,Rebellion,M
Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0,0,0.02,0.19,70,13,7.4,16,Electronic Arts,E10+
Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0,0,0.19,81,16,8.8,16,Capcom,E
Test Drive Unlimited 2,PC,N/A,Racing,Atari,0.05,0.11,0,0.03,0.19,72,19,5.7,253,Eden,T
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.08,0.08,0,0.03,0.19,65,8,2.4,5,THQ,E
Conan,X360,2007,Action,THQ,0.16,0.02,0,0.01,0.19,69,49,7.3,67,Nihilistic,M
No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,72,38,7.3,38,FeelPlus,M
Aliens vs Predator,PC,2010,Shooter,Sega,0,0.17,0,0.02,0.19,68,35,7.4,985,Rebellion,M
Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.06,0,0.03,0.19,61,34,7.3,40,Next Level Games,T
Manhunt,XB,2004,Action,Take-Two Interactive,0.14,0.04,0,0.01,0.19,74,37,7.9,19,Rockstar North,M
