Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,tried smoking,social drinker,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,i am often running late,everytime it suits me,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,few hours a day,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,19,187,88,0,male,right handed,secondary school,yes,city,block of flats
Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Neutral,former smoker,social drinker,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,i am often running late,sometimes,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Strongly Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,few hours a day,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,21,170,58,0,female,right handed,college/bachelor degree,yes,city,block of flats
Agree,Neutral,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,current smoker,drink a lot,Neutral,Neutral,Strongly Disagree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,i am always on time,sometimes,Disagree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Neutral,few hours a day,Disagree,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,23,163,68,1,female,right handed,masters degree,no,city,block of flats
Strongly Agree,Agree,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Disagree,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Neutral,former smoker,social drinker,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,i am always on time,only to avoid hurting someone,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Agree,Neutral,most of the day,Agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,24,169,53,1,female,right handed,college/bachelor degree,no,city,house/bungalow
Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,former smoker,never,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,i am always on time,sometimes,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,few hours a day,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,30,184,78,2,male,right handed,masters degree,no,city,block of flats
Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,current smoker,social drinker,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,i am often early,only to avoid hurting someone,Disagree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly Agree,few hours a day,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,23,171,54,4,female,right handed,secondary school,no,city,block of flats
Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,former smoker,drink a lot,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,i am often running late,everytime it suits me,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,few hours a day,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,19,184,60,4,male,right handed,college/bachelor degree,no,city,block of flats
Agree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Agree,tried smoking,social drinker,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Disagree,i am often early,sometimes,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,few hours a day,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Agree,17,175,68,0,female,right handed,secondary school,yes,city,block of flats
Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,tried smoking,social drinker,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,i am often early,only to avoid hurting someone,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,few hours a day,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,19,175,75,2,male,right handed,secondary school,no,village,house/bungalow
Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,tried smoking,drink a lot,Neutral,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Strongly Agree,i am often running late,sometimes,Neutral,Neutral,Disagree,Strongly Agree,Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,few hours a day,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,27,180,75,0,male,left handed,college/bachelor degree,yes,city,block of flats
Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,current smoker,social drinker,Neutral,Disagree,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Agree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Disagree,i am always on time,sometimes,Agree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,few hours a day,Neutral,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,19,180,90,1,male,right handed,college/bachelor degree,no,city,house/bungalow
Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Disagree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,current smoker,drink a lot,Neutral,Strongly Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Agree,Disagree,Agree,i am often early,only to avoid hurting someone,Neutral,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Neutral,few hours a day,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,17,156,51,1,female,right handed,secondary school,no,city,block of flats
Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,current smoker,social drinker,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,i am often early,everytime it suits me,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,most of the day,Agree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,20,192,80,1,male,right handed,secondary school,no,village,block of flats
Strongly Agree,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,tried smoking,drink a lot,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Neutral,i am often early,sometimes,Disagree,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Disagree,few hours a day,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,20,190,125,1,male,right handed,secondary school,no,city,block of flats
Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Disagree,current smoker,social drinker,Neutral,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,i am always on time,sometimes,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Neutral,Neutral,few hours a day,Disagree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,20,182,88,2,male,right handed,secondary school,no,city,block of flats
