age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
27,Private,203160,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,28,United-States,<=50K
33,Private,175856,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
33,Private,75435,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
36,State-gov,291676,9th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
55,Private,192869,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,United-States,<=50K
19,Private,124464,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
35,Private,98776,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
34,Private,107960,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K
62,State-gov,312286,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
33,Self-emp-not-inc,48520,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
39,Private,224541,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,55,Mexico,<=50K
36,Local-gov,237713,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,309990,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,33,United-States,<=50K
39,Self-emp-not-inc,37019,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
38,?,48976,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,1887,10,United-States,>50K
18,Private,170183,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
61,Private,142988,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
20,Federal-gov,163205,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,36,United-States,<=50K
35,Self-emp-not-inc,455379,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K
27,Private,104423,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
66,Private,104936,10th,6,Widowed,Other-service,Unmarried,White,Female,0,0,38,United-States,<=50K
21,Private,542610,HS-grad,9,Never-married,Transport-moving,Other-relative,Black,Male,0,0,40,United-States,<=50K
20,Private,208117,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,18,United-States,<=50K
34,Private,105141,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
63,Private,156120,5th-6th,3,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,?,<=50K
20,?,38455,HS-grad,9,Never-married,?,Unmarried,White,Male,0,0,40,United-States,<=50K
31,Private,213339,HS-grad,9,Separated,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,177989,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,60,United-States,<=50K
64,State-gov,107732,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,45,Columbia,<=50K
32,Private,312403,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Local-gov,176992,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
36,Self-emp-not-inc,84294,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,<=50K
22,Private,143062,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,12,United-States,<=50K
53,Local-gov,139671,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
50,Private,116814,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
36,Private,37778,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
41,Self-emp-inc,240900,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,202652,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
38,Private,52187,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
28,Private,349751,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,2174,0,50,United-States,<=50K
24,Local-gov,238384,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,37,United-States,<=50K
60,Private,209844,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
54,Private,333301,10th,6,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
27,Self-emp-inc,214974,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
30,Private,113453,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,<=50K
54,Private,162238,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
44,Private,98779,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
52,Private,165001,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
18,Private,78528,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
55,Private,353881,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,251396,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
37,Private,178100,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
22,Private,416165,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
45,Private,177536,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,England,>50K
38,Private,203717,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
48,Private,107231,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,106448,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,196816,Assoc-voc,11,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,50,United-States,<=50K
37,Self-emp-not-inc,191342,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,60,Philippines,>50K
18,Private,170194,11th,7,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
26,Private,113587,10th,6,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,35,United-States,<=50K
48,Self-emp-inc,72425,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
51,Private,217480,Some-college,10,Separated,Adm-clerical,Not-in-family,Black,Male,8614,0,40,United-States,>50K
52,Private,120914,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,State-gov,33945,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
39,Self-emp-not-inc,199753,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
51,Private,144284,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
54,Private,53833,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
21,Private,151158,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,<=50K
43,Private,125577,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
32,Private,242323,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
31,State-gov,195181,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
73,?,145748,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K
26,Private,341672,Some-college,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,60,India,<=50K
35,Private,116369,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
73,Private,113446,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,>50K
25,Self-emp-not-inc,121285,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Self-emp-not-inc,25124,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2377,65,United-States,<=50K
32,Private,182274,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,37,United-States,<=50K
28,Private,103548,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,38434,Masters,14,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
53,Self-emp-not-inc,317313,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
49,Private,177543,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
55,Private,139834,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29,Private,118478,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,50,United-States,>50K
28,Self-emp-not-inc,147951,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K
44,Private,201734,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
41,Private,198196,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
26,Private,141876,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,3103,0,45,United-States,>50K
23,Private,325179,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
37,Self-emp-not-inc,143774,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Germany,>50K
23,Private,152328,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,13550,0,50,United-States,>50K
33,Private,479600,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
44,Private,180599,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,>50K
21,Private,448026,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,2907,0,30,United-States,<=50K
36,Private,300333,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Cuba,<=50K
44,Local-gov,184105,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,5013,0,40,United-States,<=50K
23,Private,202084,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
26,Private,29515,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
32,Private,247328,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Mexico,<=50K
31,Private,188246,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
50,Local-gov,105788,HS-grad,9,Separated,Exec-managerial,Unmarried,Black,Female,6497,0,35,United-States,<=50K
18,Self-emp-inc,352640,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
49,Private,132576,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
59,Private,128829,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,93140,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,28,United-States,<=50K
50,Self-emp-inc,155965,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
51,Self-emp-inc,335902,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,55,United-States,<=50K
22,Private,158522,Some-college,10,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K
54,Private,174806,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K
37,Private,32207,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,43607,Bachelors,13,Widowed,Adm-clerical,Unmarried,White,Male,0,0,60,United-States,<=50K
67,State-gov,168224,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
43,?,180318,11th,7,Separated,?,Other-relative,White,Male,0,0,40,United-States,<=50K
21,Private,311376,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,<=50K
30,Private,101562,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Local-gov,267859,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,Cuba,<=50K
36,Private,86143,Assoc-voc,11,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
33,Local-gov,217304,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
37,Private,410034,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K
29,Private,293073,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,48,United-States,>50K
18,?,39493,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
26,Private,247425,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,Haiti,<=50K
51,Private,128338,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,189344,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
18,Private,366154,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
52,Private,163051,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1628,40,United-States,<=50K
31,Private,437200,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
45,Private,323798,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,53,United-States,>50K
38,Private,182570,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
21,Private,200318,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
33,Private,48520,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,130007,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
31,Private,166248,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,203554,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K
64,?,192715,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,1672,10,United-States,<=50K
33,Self-emp-inc,291333,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,>50K
49,Self-emp-not-inc,39140,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
41,Private,266439,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
55,Self-emp-not-inc,126840,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Private,166419,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,37,United-States,<=50K
42,Private,287129,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
24,Private,206827,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
42,Private,173888,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,52,United-States,<=50K
41,State-gov,253250,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
35,Private,337239,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
71,?,113445,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,<=50K
54,Federal-gov,201127,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,>50K
24,Private,403107,5th-6th,3,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
59,?,179078,HS-grad,9,Widowed,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
30,?,126402,11th,7,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
57,Federal-gov,223892,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
58,State-gov,191318,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
32,Private,394708,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
22,Private,119474,HS-grad,9,Never-married,Sales,Own-child,White,Female,1055,0,25,United-States,<=50K
20,Private,419984,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
60,?,164730,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,190678,HS-grad,9,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,?,<=50K
26,Local-gov,197897,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,England,<=50K
33,Private,286675,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,191986,10th,6,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
50,Self-emp-not-inc,90525,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,15024,0,20,United-States,>50K
32,Private,56150,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
51,Local-gov,248327,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K
18,Private,90860,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
35,Federal-gov,104858,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
22,?,228686,Some-college,10,Divorced,?,Own-child,White,Male,0,1602,25,United-States,<=50K
46,Private,196707,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
37,Private,29430,HS-grad,9,Divorced,Sales,Unmarried,White,Male,0,0,45,United-States,<=50K
45,Private,54038,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,20,United-States,>50K
63,Private,281025,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
53,Private,258832,HS-grad,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,10,Philippines,<=50K
24,Private,131220,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
65,?,190454,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,29,United-States,<=50K
43,Private,315971,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,?,>50K
47,Private,265097,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,185057,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,169557,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,6849,0,40,United-States,<=50K
35,Self-emp-inc,333636,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,75,United-States,<=50K
19,Private,181652,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,24,United-States,<=50K
47,Private,34307,Some-college,10,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
25,Federal-gov,198813,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,1590,40,United-States,<=50K
59,Local-gov,240030,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,226089,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
17,Private,190941,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
21,Private,160261,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2463,0,50,England,<=50K
31,Private,208458,HS-grad,9,Divorced,Sales,Unmarried,Other,Female,0,0,40,Mexico,<=50K
49,Private,112761,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Local-gov,67716,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
60,Self-emp-not-inc,121076,Doctorate,16,Divorced,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
33,Self-emp-not-inc,182556,12th,8,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,231348,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,55395,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
34,Private,344073,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5013,0,40,United-States,<=50K
38,Federal-gov,318912,Assoc-voc,11,Divorced,Adm-clerical,Own-child,Black,Male,0,0,52,United-States,<=50K
58,Self-emp-not-inc,237546,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
20,Private,346341,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,?,<=50K
52,Private,305090,Some-college,10,Separated,Sales,Other-relative,White,Female,0,0,55,United-States,<=50K
22,Local-gov,198478,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,321435,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,>50K
39,Private,259716,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,Mexico,<=50K
41,Private,191547,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,>50K
37,?,171482,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,<=50K
56,Private,225927,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,2580,0,40,United-States,<=50K
21,Private,256504,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,168526,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K
45,Private,44489,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,10,United-States,<=50K
44,Local-gov,159449,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,80,United-States,>50K
54,Private,387540,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
24,Private,314819,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,2174,0,40,United-States,<=50K
40,Private,34722,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
43,State-gov,125831,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,99999,0,60,United-States,>50K
20,?,239805,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,16,United-States,<=50K
41,Self-emp-not-inc,264663,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,294121,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,83912,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,Mexico,<=50K
26,Private,241626,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,State-gov,137815,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
62,Self-emp-inc,153891,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137,0,40,United-States,<=50K
24,Private,83774,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,2885,0,45,United-States,<=50K
58,Private,199067,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,>50K
44,Self-emp-inc,57233,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
44,Private,211517,12th,8,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Self-emp-inc,132879,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
65,Self-emp-not-inc,72776,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,2964,0,40,United-States,<=50K
33,Private,54318,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
34,?,143582,HS-grad,9,Married-spouse-absent,?,Not-in-family,Asian-Pac-Islander,Female,0,0,37,Taiwan,<=50K
56,Self-emp-not-inc,174564,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
35,Private,179579,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States,>50K
33,Private,187618,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,1741,40,United-States,<=50K
35,Private,186819,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,<=50K
47,Self-emp-not-inc,60087,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
35,Self-emp-not-inc,28987,9th,5,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,96,United-States,<=50K
56,Private,187355,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Self-emp-inc,218555,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
53,Self-emp-inc,94214,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7298,0,50,Thailand,>50K
42,Private,204729,Assoc-voc,11,Separated,Sales,Unmarried,Black,Female,0,0,25,United-States,<=50K
20,?,281668,Some-college,10,Never-married,?,Other-relative,Black,Female,0,0,40,United-States,<=50K
24,Private,236696,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,Taiwan,<=50K
33,Private,179747,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,187322,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
38,State-gov,116975,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,50,United-States,>50K
32,Private,205950,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
20,Self-emp-not-inc,190968,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
