age,type of employment,estimated number of people represented,education level,marital status,occupation,relationship,race,gender,capital gains,capital losses,hours of work per week,native-country,income
38,Unknown,48976,HS-grad,Married-civ-spouse,Unknown,Wife,White,Female,0,1887,10,United-States,>50K
18,Private,170183,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
61,Private,142988,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
20,Federal-gov,163205,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,0,0,36,United-States,<=50K
35,Self-emp-not-inc,455379,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K
27,Private,104423,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
66,Private,104936,10th,Widowed,Other-service,Unmarried,White,Female,0,0,38,United-States,<=50K
21,Private,542610,HS-grad,Never-married,Transport-moving,Other-relative,Black,Male,0,0,40,United-States,<=50K
20,Private,208117,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,18,United-States,<=50K
34,Private,105141,Some-college,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
63,Private,156120,5th-6th,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,Unknown,<=50K
20,Unknown,38455,HS-grad,Never-married,Unknown,Unmarried,White,Male,0,0,40,United-States,<=50K
31,Private,213339,HS-grad,Separated,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,177989,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,60,United-States,<=50K
64,State-gov,107732,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,45,Columbia,<=50K
32,Private,312403,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Local-gov,176992,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
36,Self-emp-not-inc,84294,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,<=50K
22,Private,143062,Some-college,Never-married,Farming-fishing,Own-child,White,Male,0,0,12,United-States,<=50K
53,Local-gov,139671,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
50,Private,116814,HS-grad,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
36,Private,37778,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
41,Self-emp-inc,240900,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,202652,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
38,Private,52187,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
28,Private,349751,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,2174,0,50,United-States,<=50K
24,Local-gov,238384,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,37,United-States,<=50K
60,Private,209844,Some-college,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
54,Private,333301,10th,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
27,Self-emp-inc,214974,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
30,Private,113453,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,<=50K
54,Private,162238,HS-grad,Widowed,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
44,Private,98779,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
52,Private,165001,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
18,Private,78528,11th,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
55,Private,353881,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,251396,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
37,Private,178100,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
22,Private,416165,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
45,Private,177536,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,England,>50K
38,Private,203717,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
48,Private,107231,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,106448,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,196816,Assoc-voc,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,50,United-States,<=50K
37,Self-emp-not-inc,191342,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,60,Philippines,>50K
18,Private,170194,11th,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
26,Private,113587,10th,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,35,United-States,<=50K
48,Self-emp-inc,72425,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
51,Private,217480,Some-college,Separated,Adm-clerical,Not-in-family,Black,Male,8614,0,40,United-States,>50K
52,Private,120914,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,State-gov,33945,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
39,Self-emp-not-inc,199753,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
51,Private,144284,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
54,Private,53833,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
21,Private,151158,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,<=50K
43,Private,125577,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
32,Private,242323,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
31,State-gov,195181,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
73,Unknown,145748,HS-grad,Married-civ-spouse,Unknown,Husband,White,Male,0,0,8,United-States,<=50K
26,Private,341672,Some-college,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,60,India,<=50K
35,Private,116369,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
73,Private,113446,5th-6th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,>50K
25,Self-emp-not-inc,121285,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Self-emp-not-inc,25124,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2377,65,United-States,<=50K
32,Private,182274,HS-grad,Separated,Other-service,Own-child,White,Female,0,0,37,United-States,<=50K
28,Private,103548,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,38434,Masters,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
53,Self-emp-not-inc,317313,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
49,Private,177543,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
55,Private,139834,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29,Private,118478,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,50,United-States,>50K
28,Self-emp-not-inc,147951,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K
44,Private,201734,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
41,Private,198196,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
26,Private,141876,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,3103,0,45,United-States,>50K
23,Private,325179,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
37,Self-emp-not-inc,143774,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Germany,>50K
23,Private,152328,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,13550,0,50,United-States,>50K
33,Private,479600,Some-college,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
44,Private,180599,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,>50K
21,Private,448026,Some-college,Never-married,Protective-serv,Own-child,White,Male,2907,0,30,United-States,<=50K
36,Private,300333,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Cuba,<=50K
44,Local-gov,184105,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,5013,0,40,United-States,<=50K
23,Private,202084,HS-grad,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
26,Private,29515,HS-grad,Divorced,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
32,Private,247328,5th-6th,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Mexico,<=50K
31,Private,188246,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
50,Local-gov,105788,HS-grad,Separated,Exec-managerial,Unmarried,Black,Female,6497,0,35,United-States,<=50K
18,Self-emp-inc,352640,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
49,Private,132576,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
59,Private,128829,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,93140,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,28,United-States,<=50K
50,Self-emp-inc,155965,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
51,Self-emp-inc,335902,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,55,United-States,<=50K
22,Private,158522,Some-college,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K
54,Private,174806,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K
37,Private,32207,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,43607,Bachelors,Widowed,Adm-clerical,Unmarried,White,Male,0,0,60,United-States,<=50K
67,State-gov,168224,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
43,Unknown,180318,11th,Separated,Unknown,Other-relative,White,Male,0,0,40,United-States,<=50K
21,Private,311376,Some-college,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,<=50K
30,Private,101562,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Local-gov,267859,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,Cuba,<=50K
36,Private,86143,Assoc-voc,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
33,Local-gov,217304,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
37,Private,410034,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K
29,Private,293073,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,48,United-States,>50K
18,Unknown,39493,Some-college,Never-married,Unknown,Own-child,White,Male,0,0,30,United-States,<=50K
26,Private,247425,Some-college,Never-married,Sales,Not-in-family,Black,Male,0,0,40,Haiti,<=50K
51,Private,128338,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,189344,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
18,Private,366154,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
52,Private,163051,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1628,40,United-States,<=50K
31,Private,437200,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
45,Private,323798,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,53,United-States,>50K
38,Private,182570,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
21,Private,200318,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
33,Private,48520,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,130007,Some-college,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
31,Private,166248,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,203554,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K
64,Unknown,192715,Bachelors,Married-civ-spouse,Unknown,Husband,White,Male,0,1672,10,United-States,<=50K
33,Self-emp-inc,291333,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,>50K
49,Self-emp-not-inc,39140,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
41,Private,266439,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
55,Self-emp-not-inc,126840,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Private,166419,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,37,United-States,<=50K
42,Private,287129,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
24,Private,206827,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
42,Private,173888,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,52,United-States,<=50K
41,State-gov,253250,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
35,Private,337239,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
71,Unknown,113445,5th-6th,Married-civ-spouse,Unknown,Husband,White,Male,0,0,10,United-States,<=50K
54,Federal-gov,201127,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,>50K
24,Private,403107,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
59,Unknown,179078,HS-grad,Widowed,Unknown,Unmarried,Black,Female,0,0,40,United-States,<=50K
30,Unknown,126402,11th,Never-married,Unknown,Unmarried,Black,Female,0,0,40,United-States,<=50K
57,Federal-gov,223892,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
58,State-gov,191318,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
32,Private,394708,HS-grad,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
22,Private,119474,HS-grad,Never-married,Sales,Own-child,White,Female,1055,0,25,United-States,<=50K
20,Private,419984,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
60,Unknown,164730,Bachelors,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,190678,HS-grad,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,Unknown,<=50K
26,Local-gov,197897,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,England,<=50K
33,Private,286675,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,191986,10th,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
50,Self-emp-not-inc,90525,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,15024,0,20,United-States,>50K
32,Private,56150,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
51,Local-gov,248327,Bachelors,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K
18,Private,90860,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
35,Federal-gov,104858,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
22,Unknown,228686,Some-college,Divorced,Unknown,Own-child,White,Male,0,1602,25,United-States,<=50K
46,Private,196707,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
37,Private,29430,HS-grad,Divorced,Sales,Unmarried,White,Male,0,0,45,United-States,<=50K
45,Private,54038,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,20,United-States,>50K
63,Private,281025,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
53,Private,258832,HS-grad,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,10,Philippines,<=50K
24,Private,131220,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
65,Unknown,190454,11th,Married-civ-spouse,Unknown,Husband,White,Male,0,0,29,United-States,<=50K
43,Private,315971,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,Unknown,>50K
47,Private,265097,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,185057,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,169557,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,6849,0,40,United-States,<=50K
35,Self-emp-inc,333636,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,75,United-States,<=50K
19,Private,181652,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,24,United-States,<=50K
47,Private,34307,Some-college,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
25,Federal-gov,198813,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Female,0,1590,40,United-States,<=50K
59,Local-gov,240030,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,226089,10th,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
17,Private,190941,10th,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
21,Private,160261,Some-college,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2463,0,50,England,<=50K
31,Private,208458,HS-grad,Divorced,Sales,Unmarried,Other,Female,0,0,40,Mexico,<=50K
49,Private,112761,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Local-gov,67716,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
60,Self-emp-not-inc,121076,Doctorate,Divorced,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
33,Self-emp-not-inc,182556,12th,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,231348,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,55395,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
34,Private,344073,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,5013,0,40,United-States,<=50K
38,Federal-gov,318912,Assoc-voc,Divorced,Adm-clerical,Own-child,Black,Male,0,0,52,United-States,<=50K
58,Self-emp-not-inc,237546,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
20,Private,346341,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Unknown,<=50K
52,Private,305090,Some-college,Separated,Sales,Other-relative,White,Female,0,0,55,United-States,<=50K
22,Local-gov,198478,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,321435,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,>50K
39,Private,259716,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,Mexico,<=50K
41,Private,191547,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,>50K
37,Unknown,171482,Some-college,Married-civ-spouse,Unknown,Husband,White,Male,0,0,30,United-States,<=50K
56,Private,225927,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,2580,0,40,United-States,<=50K
21,Private,256504,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,168526,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K
45,Private,44489,Assoc-voc,Divorced,Other-service,Not-in-family,White,Male,0,0,10,United-States,<=50K
44,Local-gov,159449,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,80,United-States,>50K
54,Private,387540,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
24,Private,314819,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,2174,0,40,United-States,<=50K
40,Private,34722,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
43,State-gov,125831,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,99999,0,60,United-States,>50K
20,Unknown,239805,Some-college,Never-married,Unknown,Not-in-family,White,Male,0,0,16,United-States,<=50K
41,Self-emp-not-inc,264663,11th,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,294121,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,83912,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,Mexico,<=50K
26,Private,241626,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,State-gov,137815,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
62,Self-emp-inc,153891,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137,0,40,United-States,<=50K
24,Private,83774,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,2885,0,45,United-States,<=50K
58,Private,199067,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,>50K
44,Self-emp-inc,57233,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
44,Private,211517,12th,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Self-emp-inc,132879,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
65,Self-emp-not-inc,72776,7th-8th,Never-married,Farming-fishing,Not-in-family,White,Male,2964,0,40,United-States,<=50K
33,Private,54318,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
34,Unknown,143582,HS-grad,Married-spouse-absent,Unknown,Not-in-family,Asian-Pac-Islander,Female,0,0,37,Taiwan,<=50K
56,Self-emp-not-inc,174564,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
35,Private,179579,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States,>50K
33,Private,187618,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,1741,40,United-States,<=50K
35,Private,186819,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,<=50K
47,Self-emp-not-inc,60087,Some-college,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
35,Self-emp-not-inc,28987,9th,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,96,United-States,<=50K
56,Private,187355,Some-college,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Self-emp-inc,218555,Masters,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
53,Self-emp-inc,94214,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7298,0,50,Thailand,>50K
42,Private,204729,Assoc-voc,Separated,Sales,Unmarried,Black,Female,0,0,25,United-States,<=50K
20,Unknown,281668,Some-college,Never-married,Unknown,Other-relative,Black,Female,0,0,40,United-States,<=50K
24,Private,236696,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,Taiwan,<=50K
33,Private,179747,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,187322,10th,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
38,State-gov,116975,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,50,United-States,>50K
32,Private,205950,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
20,Self-emp-not-inc,190968,7th-8th,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
32,Private,160458,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
28,Local-gov,190911,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
51,Private,85382,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
41,Local-gov,129793,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
37,Local-gov,270181,Assoc-acdm,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,50,United-States,<=50K
23,Private,243723,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
40,Private,168113,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,652784,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
46,Self-emp-not-inc,315984,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
24,Private,311311,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,111336,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,28,United-States,<=50K
30,Self-emp-not-inc,100252,HS-grad,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,60,South,<=50K
41,State-gov,186990,Prof-school,Widowed,Prof-specialty,Not-in-family,Other,Female,0,0,52,United-States,>50K
37,State-gov,241633,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,45,United-States,>50K
49,Federal-gov,252616,HS-grad,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
41,Federal-gov,46366,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,50,United-States,>50K
52,Local-gov,266138,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
23,Private,32732,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
34,Private,361978,HS-grad,Divorced,Craft-repair,Unmarried,Black,Female,1471,0,40,United-States,<=50K
25,State-gov,77661,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,2444,40,United-States,>50K
