Year,Day,Month,AverageTemperature,AverageTemperatureUncertainty,Country
2012,1,10,25.261,0.791,Hong Kong
2012,1,11,22.084,0.314,Hong Kong
2012,1,12,17.96,0.224,Hong Kong
2013,1,1,16.318,0.373,Hong Kong
2013,1,2,18.899,0.511,Hong Kong
2013,1,3,20.852,0.483,Hong Kong
2013,1,4,22.114,0.746,Hong Kong
2013,1,5,26.183,0.416,Hong Kong
2013,1,6,28.251,0.462,Hong Kong
2013,1,7,28.386,0.898,Hong Kong
2013,1,8,28.52,0.709,Hong Kong
1995,1,1,-1.226,0.358,Hungary
1995,1,2,5.002,0.318,Hungary
1995,1,3,4.965,0.195,Hungary
1995,1,4,10.416,0.179,Hungary
1995,1,5,15.148,0.346,Hungary
1995,1,6,18.378,0.159,Hungary
1995,1,7,23.129,0.251,Hungary
1995,1,8,20.014,0.122,Hungary
1995,1,9,14.678,0.244,Hungary
1995,1,10,11.316,0.211,Hungary
1995,1,11,2.144,0.19,Hungary
1995,1,12,-0.331,0.226,Hungary
1996,1,1,-2.365,0.417,Hungary
1996,1,2,-3.033,0.282,Hungary
1996,1,3,1.608,0.276,Hungary
1996,1,4,10.944,0.173,Hungary
1996,1,5,17.232,0.242,Hungary
1996,1,6,19.919,0.351,Hungary
1996,1,7,19.2,0.287,Hungary
1996,1,8,20.002,0.149,Hungary
1996,1,9,12.535,0.265,Hungary
1996,1,10,10.763,0.21,Hungary
1996,1,11,7.397,0.221,Hungary
1996,1,12,-1.918,0.261,Hungary
1997,1,1,-2.248,0.385,Hungary
1997,1,2,2.055,0.36,Hungary
1997,1,3,4.98,0.166,Hungary
1997,1,4,7.123,0.206,Hungary
1997,1,5,16.407,0.257,Hungary
1997,1,6,19.375,0.327,Hungary
1997,1,7,19.611,0.337,Hungary
1997,1,8,20.334,0.283,Hungary
1997,1,9,15.618,0.175,Hungary
1997,1,10,7.877,0.146,Hungary
1997,1,11,5.528,0.131,Hungary
1997,1,12,1.803,0.294,Hungary
1998,1,1,1.841,0.363,Hungary
1998,1,2,4.37,0.306,Hungary
1998,1,3,3.8,0.174,Hungary
1998,1,4,11.807,0.188,Hungary
1998,1,5,15.373,0.233,Hungary
1998,1,6,20.169,0.292,Hungary
1998,1,7,20.985,0.321,Hungary
1998,1,8,20.758,0.215,Hungary
1998,1,9,15.14,0.203,Hungary
1998,1,10,11.155,0.174,Hungary
1998,1,11,2.644,0.143,Hungary
1998,1,12,-3.7,0.43,Hungary
1999,1,1,-0.539,0.388,Hungary
1999,1,2,0.027,0.31,Hungary
1999,1,3,6.916,0.219,Hungary
1999,1,4,11.897,0.34,Hungary
1999,1,5,15.926,0.308,Hungary
1999,1,6,19.534,0.305,Hungary
1999,1,7,21.754,0.282,Hungary
1999,1,8,20.047,0.28,Hungary
1999,1,9,18.371,0.181,Hungary
1999,1,10,10.62,0.233,Hungary
1999,1,11,3.22,0.087,Hungary
1999,1,12,0.087,0.25,Hungary
2000,1,1,-2.775,0.352,Hungary
2000,1,2,2.896,0.343,Hungary
2000,1,3,5.741,0.131,Hungary
2000,1,4,13.713,0.156,Hungary
2000,1,5,17.663,0.261,Hungary
2000,1,6,20.811,0.468,Hungary
2000,1,7,20.13,0.364,Hungary
2000,1,8,22.679,0.28,Hungary
2000,1,9,15.634,0.275,Hungary
2000,1,10,13.052,0.269,Hungary
2000,1,11,8.598,0.109,Hungary
2000,1,12,2.262,0.292,Hungary
2001,1,1,0.789,0.357,Hungary
2001,1,2,2.702,0.371,Hungary
2001,1,3,7.903,0.139,Hungary
2001,1,4,10.302,0.206,Hungary
2001,1,5,17.487,0.265,Hungary
2001,1,6,17.719,0.145,Hungary
2001,1,7,21.423,0.201,Hungary
2001,1,8,22.125,0.286,Hungary
2001,1,9,14.475,0.211,Hungary
2001,1,10,13.108,0.201,Hungary
2001,1,11,2.884,0.178,Hungary
2001,1,12,-4.632,0.269,Hungary
2002,1,1,-0.858,0.302,Hungary
2002,1,2,4.8,0.28,Hungary
2002,1,3,7.416,0.133,Hungary
2002,1,4,10.7,0.162,Hungary
2002,1,5,18.529,0.287,Hungary
2002,1,6,20.946,0.318,Hungary
2002,1,7,22.915,0.326,Hungary
2002,1,8,21.044,0.131,Hungary
2002,1,9,15.277,0.171,Hungary
2002,1,10,10.002,0.359,Hungary
2002,1,11,7.541,0.134,Hungary
2002,1,12,-1.127,0.213,Hungary
2003,1,1,-2.568,0.297,Hungary
2003,1,2,-4.165,0.329,Hungary
2003,1,3,4.942,0.252,Hungary
2003,1,4,9.968,0.284,Hungary
2003,1,5,19.329,0.384,Hungary
2003,1,6,22.602,0.412,Hungary
2003,1,7,22.073,0.289,Hungary
2003,1,8,23.629,0.327,Hungary
2003,1,9,16.03,0.293,Hungary
2003,1,10,8.08,0.322,Hungary
2003,1,11,6.863,0.142,Hungary
2003,1,12,0.392,0.224,Hungary
2004,1,1,-2.598,0.368,Hungary
2004,1,2,1.229,0.236,Hungary
2004,1,3,5.14,0.17,Hungary
2004,1,4,11.405,0.255,Hungary
2004,1,5,14.423,0.257,Hungary
2004,1,6,18.816,0.383,Hungary
2004,1,7,20.925,0.261,Hungary
2004,1,8,20.765,0.266,Hungary
2004,1,9,15.478,0.202,Hungary
2004,1,10,11.834,0.309,Hungary
2004,1,11,5.474,0.173,Hungary
2004,1,12,0.847,0.299,Hungary
2005,1,1,-0.468,0.331,Hungary
2005,1,2,-3.003,0.375,Hungary
2005,1,3,3.447,0.179,Hungary
2005,1,4,11.09,0.194,Hungary
2005,1,5,16.419,0.307,Hungary
2005,1,6,18.933,0.35,Hungary
2005,1,7,21.108,0.267,Hungary
2005,1,8,19.374,0.182,Hungary
2005,1,9,16.866,0.184,Hungary
2005,1,10,11.086,0.238,Hungary
2005,1,11,3.981,0.108,Hungary
2005,1,12,0.478,0.238,Hungary
2006,1,1,-3.204,0.416,Hungary
2006,1,2,-0.848,0.391,Hungary
2006,1,3,3.835,0.187,Hungary
2006,1,4,11.961,0.271,Hungary
2006,1,5,15.416,0.298,Hungary
2006,1,6,19.353,0.328,Hungary
2006,1,7,23.221,0.361,Hungary
2006,1,8,18.904,0.36,Hungary
2006,1,9,17.524,0.243,Hungary
2006,1,10,12.218,0.161,Hungary
2006,1,11,6.924,0.121,Hungary
2006,1,12,2.245,0.418,Hungary
2007,1,1,4.276,0.334,Hungary
2007,1,2,4.601,0.395,Hungary
2007,1,3,8.157,0.226,Hungary
2007,1,4,12.576,0.132,Hungary
2007,1,5,17.697,0.165,Hungary
2007,1,6,21.636,0.245,Hungary
2007,1,7,22.995,0.263,Hungary
2007,1,8,21.861,0.224,Hungary
2007,1,9,14.201,0.258,Hungary
2007,1,10,9.819,0.187,Hungary
2007,1,11,3.529,0.191,Hungary
2007,1,12,-0.861,0.414,Hungary
2008,1,1,0.898,0.387,Hungary
2008,1,2,3.588,0.302,Hungary
2008,1,3,6.489,0.252,Hungary
2008,1,4,11.449,0.207,Hungary
2008,1,5,16.823,0.308,Hungary
2008,1,6,20.793,0.236,Hungary
2008,1,7,21.117,0.189,Hungary
2008,1,8,21.279,0.37,Hungary
2008,1,9,15.148,0.209,Hungary
2008,1,10,11.793,0.229,Hungary
2008,1,11,6.523,0.08,Hungary
2008,1,12,2.473,0.313,Hungary
2009,1,1,-1.999,0.431,Hungary
2009,1,2,1.036,0.33,Hungary
2009,1,3,5.694,0.132,Hungary
2009,1,4,14.253,0.315,Hungary
2009,1,5,17.085,0.254,Hungary
2009,1,6,18.944,0.32,Hungary
2009,1,7,22.349,0.401,Hungary
2009,1,8,21.972,0.334,Hungary
2009,1,9,18.252,0.303,Hungary
2009,1,10,10.565,0.19,Hungary
2009,1,11,6.964,0.244,Hungary
2009,1,12,1.458,0.324,Hungary
2010,1,1,-2.134,0.359,Hungary
2010,1,2,0.739,0.262,Hungary
2010,1,3,6.012,0.171,Hungary
2010,1,4,11.236,0.197,Hungary
2010,1,5,15.869,0.306,Hungary
2010,1,6,19.661,0.297,Hungary
2010,1,7,22.709,0.308,Hungary
2010,1,8,20.82,0.305,Hungary
2010,1,9,14.672,0.206,Hungary
2010,1,10,7.991,0.12,Hungary
2010,1,11,8.039,0.176,Hungary
2010,1,12,-1.44,0.478,Hungary
2011,1,1,-0.542,0.451,Hungary
2011,1,2,-0.631,0.34,Hungary
2011,1,3,5.989,0.081,Hungary
2011,1,4,12.67,0.25,Hungary
2011,1,5,16.291,0.326,Hungary
2011,1,6,20.398,0.327,Hungary
2011,1,7,20.831,0.371,Hungary
2011,1,8,22.058,0.25,Hungary
2011,1,9,19.089,0.258,Hungary
2011,1,10,9.79,0.269,Hungary
2011,1,11,2.297,0.343,Hungary
2011,1,12,2.284,0.48,Hungary
2012,1,1,0.564,0.57,Hungary
2012,1,2,-4.117,0.275,Hungary
2012,1,3,7.626,0.148,Hungary
2012,1,4,11.937,0.367,Hungary
2012,1,5,16.872,0.398,Hungary
2012,1,6,21.086,0.389,Hungary
2012,1,7,23.47,0.323,Hungary
2012,1,8,22.685,0.445,Hungary
2012,1,9,18.013,0.297,Hungary
2012,1,10,10.992,0.317,Hungary
2012,1,11,7.228,0.414,Hungary
2012,1,12,-0.832,0.398,Hungary
2013,1,1,-0.379,0.493,Hungary
2013,1,2,1.662,0.398,Hungary
2013,1,3,3.501,0.235,Hungary
2013,1,4,12.229,0.299,Hungary
2013,1,5,16.559,0.286,Hungary
2013,1,6,19.95,0.258,Hungary
2013,1,7,22.492,0.417,Hungary
2013,1,8,22.398,0.176,Hungary
1995,1,1,-4.501,0.217,Iceland
1995,1,2,-5.051,0.392,Iceland
1995,1,3,-4.333,0.391,Iceland
1995,1,4,-1.927,0.347,Iceland
1995,1,5,2.298,0.197,Iceland
1995,1,6,7.574,0.324,Iceland
1995,1,7,8.058,0.322,Iceland
1995,1,8,9.11,0.278,Iceland
1995,1,9,5.189,0.301,Iceland
1995,1,10,0.838,0.183,Iceland
1995,1,11,-0.792,0.281,Iceland
1995,1,12,-3.644,0.237,Iceland
1996,1,1,-0.969,0.668,Iceland
1996,1,2,-3.219,0.319,Iceland
1996,1,3,0.277,0.497,Iceland
1996,1,4,1.008,0.322,Iceland
1996,1,5,3.874,0.214,Iceland
1996,1,6,7.269,0.256,Iceland
1996,1,7,9.213,0.374,Iceland
1996,1,8,8.306,0.35,Iceland
1996,1,9,8.404,0.407,Iceland
1996,1,10,1.645,0.312,Iceland
1996,1,11,-4.794,0.297,Iceland
1996,1,12,-3.18,0.323,Iceland
1997,1,1,-2.523,0.255,Iceland
1997,1,2,-3.747,0.358,Iceland
1997,1,3,-2.875,0.432,Iceland
1997,1,4,0.644,0.306,Iceland
1997,1,5,2.833,0.287,Iceland
1997,1,6,6.06,0.562,Iceland
1997,1,7,9.604,0.421,Iceland
1997,1,8,8.804,0.356,Iceland
1997,1,9,5.688,0.267,Iceland
1997,1,10,1.948,0.536,Iceland
1997,1,11,0.854,0.438,Iceland
1997,1,12,-0.606,0.568,Iceland
1998,1,1,-2.216,0.302,Iceland
1998,1,2,-4.017,0.38,Iceland
1998,1,3,-4.136,0.487,Iceland
1998,1,4,-0.328,0.375,Iceland
1998,1,5,4.515,0.268,Iceland
1998,1,6,6.052,0.285,Iceland
1998,1,7,7.767,0.357,Iceland
1998,1,8,8.869,0.309,Iceland
1998,1,9,5.329,0.263,Iceland
1998,1,10,0.2,0.222,Iceland
1998,1,11,-0.92,0.377,Iceland
1998,1,12,-1.822,0.282,Iceland
1999,1,1,-2.922,0.239,Iceland
1999,1,2,-3.713,0.371,Iceland
1999,1,3,-4.159,0.379,Iceland
1999,1,4,-0.881,0.168,Iceland
1999,1,5,4.034,0.241,Iceland
1999,1,6,7.264,0.322,Iceland
1999,1,7,9.267,0.291,Iceland
1999,1,8,9.098,0.25,Iceland
1999,1,9,5.724,0.399,Iceland
1999,1,10,2.647,0.396,Iceland
1999,1,11,-0.526,0.344,Iceland
1999,1,12,-3.726,0.227,Iceland
2000,1,1,-1.95,0.345,Iceland
2000,1,2,-3.489,0.341,Iceland
2000,1,3,-2.513,0.518,Iceland
2000,1,4,-1.713,0.43,Iceland
2000,1,5,4.398,0.263,Iceland
2000,1,6,6.56,0.381,Iceland
2000,1,7,9.681,0.38,Iceland
2000,1,8,9.12,0.33,Iceland
2000,1,9,6.539,0.228,Iceland
2000,1,10,2.313,0.339,Iceland
2000,1,11,-1.071,0.242,Iceland
2000,1,12,-2.636,0.288,Iceland
2001,1,1,-0.966,0.339,Iceland
2001,1,2,-2.592,0.425,Iceland
2001,1,3,-3.84,0.322,Iceland
2001,1,4,-0.164,0.176,Iceland
2001,1,5,4.279,0.306,Iceland
2001,1,6,6.271,0.272,Iceland
2001,1,7,8.55,0.376,Iceland
2001,1,8,8.428,0.175,Iceland
2001,1,9,6.671,0.338,Iceland
2001,1,10,3.326,0.432,Iceland
2001,1,11,-0.898,0.387,Iceland
2001,1,12,-0.686,0.399,Iceland
2002,1,1,-1.778,0.322,Iceland
2002,1,2,-5.803,0.357,Iceland
2002,1,3,-3.203,0.353,Iceland
2002,1,4,1.306,0.292,Iceland
2002,1,5,3.758,0.282,Iceland
2002,1,6,7.762,0.29,Iceland
2002,1,7,8.841,0.351,Iceland
2002,1,8,8.396,0.284,Iceland
2002,1,9,7.083,0.456,Iceland
2002,1,10,2.572,0.371,Iceland
2002,1,11,1.928,0.538,Iceland
2002,1,12,1.128,0.508,Iceland
2003,1,1,-2.312,0.309,Iceland
2003,1,2,-0.121,0.546,Iceland
2003,1,3,1.033,0.541,Iceland
2003,1,4,3.084,0.409,Iceland
2003,1,5,3.513,0.535,Iceland
2003,1,6,8.214,0.391,Iceland
2003,1,7,9.791,0.402,Iceland
2003,1,8,10.824,0.237,Iceland
2003,1,9,6.439,0.23,Iceland
2003,1,10,2.156,0.37,Iceland
2003,1,11,0.165,0.386,Iceland
2003,1,12,-2.696,0.419,Iceland
2004,1,1,-3.305,0.406,Iceland
2004,1,2,-1.869,0.437,Iceland
2004,1,3,1.372,0.487,Iceland
2004,1,4,2.418,0.44,Iceland
2004,1,5,4.345,0.272,Iceland
2004,1,6,7.657,0.3,Iceland
2004,1,7,9.833,0.299,Iceland
2004,1,8,10.128,0.419,Iceland
2004,1,9,6.925,0.201,Iceland
2004,1,10,1.908,0.442,Iceland
2004,1,11,-0.868,0.51,Iceland
2004,1,12,-3.163,0.34,Iceland
2005,1,1,-2.69,0.323,Iceland
2005,1,2,-1.365,0.639,Iceland
2005,1,3,0.13,0.656,Iceland
2005,1,4,0.871,0.287,Iceland
2005,1,5,2.721,0.287,Iceland
2005,1,6,7.406,0.269,Iceland
2005,1,7,9.857,0.263,Iceland
2005,1,8,8.005,0.326,Iceland
2005,1,9,3.523,0.307,Iceland
2005,1,10,0.144,0.418,Iceland
2005,1,11,-1.399,0.467,Iceland
2005,1,12,-0.799,0.522,Iceland
2006,1,1,-0.696,0.512,Iceland
2006,1,2,-0.168,0.673,Iceland
2006,1,3,-2.282,0.614,Iceland
2006,1,4,-0.565,0.478,Iceland
2006,1,5,2.939,0.318,Iceland
2006,1,6,7.771,0.298,Iceland
2006,1,7,8.936,0.438,Iceland
2006,1,8,9.204,0.295,Iceland
2006,1,9,6.989,0.403,Iceland
2006,1,10,2.032,0.325,Iceland
2006,1,11,-1.936,0.34,Iceland
2006,1,12,-0.034,0.373,Iceland
2007,1,1,-3.283,0.396,Iceland
2007,1,2,-2.756,0.353,Iceland
2007,1,3,-0.468,0.379,Iceland
2007,1,4,2.161,0.419,Iceland
2007,1,5,2.78,0.362,Iceland
2007,1,6,8.152,0.364,Iceland
2007,1,7,9.04,0.286,Iceland
2007,1,8,8.283,0.295,Iceland
2007,1,9,5.234,0.334,Iceland
2007,1,10,3.042,0.3,Iceland
2007,1,11,-0.317,0.394,Iceland
2007,1,12,-1.131,0.317,Iceland
2008,1,1,-3.047,0.254,Iceland
2008,1,2,-2.507,0.442,Iceland
2008,1,3,-2.784,0.327,Iceland
2008,1,4,-0.298,0.462,Iceland
2008,1,5,5.213,0.345,Iceland
2008,1,6,7.156,0.386,Iceland
2008,1,7,9.82,0.344,Iceland
2008,1,8,9.055,0.345,Iceland
2008,1,9,7.302,0.272,Iceland
2008,1,10,0.087,0.3,Iceland
2008,1,11,-0.382,0.335,Iceland
2008,1,12,-1.86,0.319,Iceland
2009,1,1,-1.064,0.319,Iceland
2009,1,2,-3.586,0.385,Iceland
2009,1,3,-2.591,0.308,Iceland
2009,1,4,1.301,0.334,Iceland
2009,1,5,4.617,0.445,Iceland
2009,1,6,7.233,0.283,Iceland
2009,1,7,9.112,0.404,Iceland
2009,1,8,8.607,0.351,Iceland
2009,1,9,5.923,0.29,Iceland
2009,1,10,1.763,0.256,Iceland
2009,1,11,0.165,0.406,Iceland
2009,1,12,-1.912,0.368,Iceland
2010,1,1,-0.796,0.429,Iceland
2010,1,2,-3.619,0.274,Iceland
2010,1,3,-0.615,0.35,Iceland
2010,1,4,-0.692,0.471,Iceland
2010,1,5,4.516,0.328,Iceland
2010,1,6,8.254,0.323,Iceland
2010,1,7,9.477,0.334,Iceland
2010,1,8,9.179,0.364,Iceland
2010,1,9,7.562,0.244,Iceland
2010,1,10,3.079,0.356,Iceland
2010,1,11,-1.903,0.396,Iceland
2010,1,12,-2.325,0.462,Iceland
2011,1,1,-1.575,0.373,Iceland
2011,1,2,-0.942,0.35,Iceland
2011,1,3,-2.682,0.279,Iceland
2011,1,4,2.173,0.439,Iceland
2011,1,5,3.149,0.376,Iceland
2011,1,6,5.151,0.355,Iceland
2011,1,7,9.114,0.371,Iceland
2011,1,8,8.013,0.239,Iceland
2011,1,9,6.282,0.303,Iceland
2011,1,10,2.172,0.31,Iceland
2011,1,11,1.67,0.311,Iceland
2011,1,12,-4.74,0.285,Iceland
2012,1,1,-1.693,0.434,Iceland
2012,1,2,0.004,0.48,Iceland
2012,1,3,0.543,0.4,Iceland
2012,1,4,0.128,0.271,Iceland
2012,1,5,3.277,0.315,Iceland
2012,1,6,6.546,0.499,Iceland
2012,1,7,9.435,0.578,Iceland
2012,1,8,9.323,0.69,Iceland
2012,1,9,4.798,0.879,Iceland
2012,1,10,1.196,0.603,Iceland
2012,1,11,-1.761,0.496,Iceland
2012,1,12,-2.235,0.606,Iceland
2013,1,1,-0.519,0.43,Iceland
2013,1,2,0.327,0.529,Iceland
2013,1,3,-2.517,0.381,Iceland
2013,1,4,-1.738,0.494,Iceland
2013,1,5,3.023,0.803,Iceland
2013,1,6,7.723,1.065,Iceland
2013,1,7,8.849,0.562,Iceland
2013,1,8,8.214,0.694,Iceland
1995,1,1,16.241,0.182,India
1995,1,2,19.761,0.286,India
1995,1,3,23.476,0.179,India
1995,1,4,27.539,0.206,India
1995,1,5,30.265,0.166,India
1995,1,6,30.65,0.185,India
1995,1,7,27.307,0.162,India
1995,1,8,26.712,0.189,India
1995,1,9,26.558,0.17,India
1995,1,10,25.071,0.164,India
1995,1,11,21.247,0.215,India
1995,1,12,18.33,0.159,India
1996,1,1,17.819,0.238,India
1996,1,2,20.237,0.166,India
1996,1,3,25.032,0.149,India
1996,1,4,27.803,0.152,India
1996,1,5,30.506,0.133,India
1996,1,6,29.185,0.186,India
1996,1,7,27.31,0.178,India
1996,1,8,26.11,0.206,India
1996,1,9,26.435,0.142,India
1996,1,10,24.263,0.211,India
1996,1,11,21.013,0.246,India
1996,1,12,17.53,0.214,India
1997,1,1,16.666,0.173,India
1997,1,2,19.247,0.159,India
1997,1,3,24.18,0.358,India
1997,1,4,26.243,0.248,India
1997,1,5,29.47,0.185,India
1997,1,6,29.067,0.174,India
1997,1,7,27.504,0.221,India
1997,1,8,26.696,0.258,India
1997,1,9,26.428,0.226,India
1997,1,10,23.828,0.23,India
1997,1,11,21.638,0.165,India
1997,1,12,17.601,0.28,India
1998,1,1,17.511,0.245,India
1998,1,2,20.157,0.14,India
1998,1,3,23.313,0.197,India
1998,1,4,28.3,0.21,India
1998,1,5,31.176,0.174,India
1998,1,6,30.215,0.179,India
1998,1,7,27.538,0.067,India
1998,1,8,27.17,0.127,India
1998,1,9,26.66,0.156,India
1998,1,10,25.228,0.11,India
1998,1,11,21.843,0.169,India
1998,1,12,17.954,0.202,India
1999,1,1,16.96,0.158,India
1999,1,2,21.05,0.197,India
1999,1,3,25.097,0.126,India
1999,1,4,29.196,0.19,India
1999,1,5,29.934,0.111,India
1999,1,6,28.786,0.165,India
1999,1,7,27.293,0.172,India
1999,1,8,26.603,0.138,India
1999,1,9,26.463,0.159,India
1999,1,10,24.802,0.23,India
1999,1,11,21.71,0.202,India
1999,1,12,18.024,0.205,India
2000,1,1,17.84,0.21,India
2000,1,2,19.071,0.159,India
2000,1,3,23.674,0.183,India
2000,1,4,28.868,0.19,India
2000,1,5,30.089,0.166,India
2000,1,6,28.511,0.206,India
2000,1,7,26.98,0.26,India
2000,1,8,26.821,0.306,India
2000,1,9,26.505,0.134,India
2000,1,10,25.583,0.222,India
2000,1,11,21.986,0.157,India
2000,1,12,18.048,0.21,India
2001,1,1,17.295,0.247,India
2001,1,2,20.757,0.279,India
2001,1,3,24.401,0.188,India
2001,1,4,27.661,0.108,India
2001,1,5,30.374,0.167,India
2001,1,6,28.053,0.288,India
2001,1,7,26.891,0.171,India
2001,1,8,26.762,0.094,India
2001,1,9,27.119,0.241,India
2001,1,10,25.196,0.176,India
2001,1,11,22.027,0.227,India
2001,1,12,18.447,0.245,India
2002,1,1,17.419,0.222,India
2002,1,2,20.311,0.181,India
2002,1,3,24.871,0.216,India
2002,1,4,28.667,0.17,India
2002,1,5,30.9,0.167,India
2002,1,6,29.433,0.175,India
2002,1,7,28.487,0.22,India
2002,1,8,26.62,0.116,India
2002,1,9,26.38,0.202,India
2002,1,10,25.321,0.229,India
2002,1,11,21.636,0.2,India
2002,1,12,18.911,0.227,India
2003,1,1,17.245,0.292,India
2003,1,2,20.643,0.169,India
2003,1,3,24.162,0.233,India
2003,1,4,28.592,0.245,India
2003,1,5,30.614,0.222,India
2003,1,6,30.118,0.38,India
2003,1,7,27.186,0.334,India
2003,1,8,26.742,0.275,India
2003,1,9,26.248,0.281,India
2003,1,10,24.652,0.324,India
2003,1,11,21.573,0.165,India
2003,1,12,18.024,0.158,India
2004,1,1,17.223,0.198,India
2004,1,2,20.225,0.182,India
2004,1,3,26.019,0.224,India
2004,1,4,28.688,0.161,India
2004,1,5,30.045,0.187,India
2004,1,6,28.71,0.244,India
2004,1,7,27.473,0.162,India
2004,1,8,26.552,0.246,India
2004,1,9,26.79,0.173,India
2004,1,10,24.026,0.281,India
2004,1,11,21.411,0.189,India
2004,1,12,18.453,0.141,India
2005,1,1,17.45,0.146,India
2005,1,2,20.309,0.157,India
2005,1,3,24.805,0.202,India
2005,1,4,27.714,0.22,India
2005,1,5,30.042,0.242,India
2005,1,6,30.404,0.143,India
2005,1,7,27.013,0.201,India
2005,1,8,26.896,0.2,India
2005,1,9,26.497,0.112,India
2005,1,10,24.547,0.208,India
2005,1,11,20.759,0.201,India
2005,1,12,17.509,0.147,India
2006,1,1,17.759,0.259,India
2006,1,2,22.077,0.196,India
2006,1,3,23.93,0.262,India
2006,1,4,27.882,0.276,India
2006,1,5,30.238,0.257,India
2006,1,6,29.049,0.257,India
2006,1,7,27.344,0.208,India
2006,1,8,26.483,0.245,India
2006,1,9,26.588,0.118,India
2006,1,10,25.247,0.19,India
2006,1,11,21.739,0.198,India
2006,1,12,18.449,0.16,India
2007,1,1,17.785,0.152,India
2007,1,2,20.235,0.199,India
2007,1,3,24.074,0.121,India
2007,1,4,28.719,0.236,India
2007,1,5,30.524,0.163,India
2007,1,6,29.282,0.203,India
2007,1,7,27.362,0.181,India
2007,1,8,26.917,0.161,India
2007,1,9,26.498,0.263,India
2007,1,10,24.696,0.158,India
2007,1,11,21.55,0.14,India
2007,1,12,18.157,0.134,India
2008,1,1,17.248,0.138,India
2008,1,2,18.853,0.212,India
2008,1,3,24.873,0.103,India
2008,1,4,27.822,0.208,India
2008,1,5,30.079,0.103,India
2008,1,6,28.033,0.239,India
2008,1,7,27.152,0.163,India
2008,1,8,26.407,0.207,India
2008,1,9,26.382,0.191,India
2008,1,10,25.083,0.203,India
2008,1,11,21.696,0.233,India
2008,1,12,19.244,0.137,India
2009,1,1,18.661,0.146,India
2009,1,2,21.516,0.142,India
2009,1,3,25.083,0.163,India
2009,1,4,28.665,0.236,India
2009,1,5,30.493,0.102,India
2009,1,6,30.409,0.131,India
2009,1,7,27.611,0.187,India
2009,1,8,27.379,0.154,India
2009,1,9,27.08,0.147,India
2009,1,10,24.775,0.199,India
2009,1,11,21.457,0.198,India
2009,1,12,18.631,0.175,India
2010,1,1,17.109,0.326,India
2010,1,2,20.764,0.221,India
2010,1,3,26.373,0.309,India
2010,1,4,29.814,0.174,India
2010,1,5,31.169,0.166,India
2010,1,6,29.908,0.142,India
2010,1,7,27.433,0.165,India
2010,1,8,26.892,0.229,India
2010,1,9,26.296,0.2,India
2010,1,10,25.193,0.208,India
2010,1,11,22.204,0.147,India
2010,1,12,17.455,0.195,India
2011,1,1,16.478,0.244,India
2011,1,2,20.07,0.122,India
2011,1,3,24.595,0.224,India
2011,1,4,27.273,0.205,India
2011,1,5,30.421,0.17,India
2011,1,6,28.871,0.32,India
2011,1,7,27.209,0.224,India
2011,1,8,26.533,0.173,India
2011,1,9,26.321,0.19,India
2011,1,10,25.061,0.2,India
2011,1,11,21.982,0.165,India
2011,1,12,18.173,0.323,India
2012,1,1,16.778,0.267,India
2012,1,2,19.791,0.168,India
2012,1,3,24.354,0.216,India
2012,1,4,28.067,0.315,India
2012,1,5,30.805,0.221,India
2012,1,6,30.536,0.24,India
2012,1,7,27.699,0.227,India
2012,1,8,26.735,0.348,India
2012,1,9,26.551,0.302,India
2012,1,10,24.59,0.373,India
2012,1,11,21.162,0.306,India
2012,1,12,18.622,0.268,India
2013,1,1,17.16,0.279,India
2013,1,2,20.243,0.448,India
2013,1,3,24.575,0.379,India
2013,1,4,27.981,0.299,India
2013,1,5,31.014,0.205,India
2013,1,6,28.766,0.299,India
2013,1,7,27.012,0.197,India
2013,1,8,26.555,0.242,India
1995,1,1,26.024,0.16,Indonesia
1995,1,2,25.984,0.074,Indonesia
1995,1,3,26.217,0.174,Indonesia
1995,1,4,26.382,0.171,Indonesia
1995,1,5,26.787,0.155,Indonesia
1995,1,6,26.487,0.163,Indonesia
1995,1,7,25.884,0.275,Indonesia
1995,1,8,25.896,0.158,Indonesia
1995,1,9,26.308,0.193,Indonesia
1995,1,10,26.47,0.149,Indonesia
1995,1,11,26.339,0.123,Indonesia
1995,1,12,25.978,0.113,Indonesia
1996,1,1,25.726,0.144,Indonesia
1996,1,2,25.818,0.081,Indonesia
1996,1,3,26.663,0.084,Indonesia
1996,1,4,26.422,0.166,Indonesia
1996,1,5,26.806,0.102,Indonesia
1996,1,6,26.377,0.2,Indonesia
1996,1,7,26.065,0.235,Indonesia
1996,1,8,26.017,0.159,Indonesia
1996,1,9,26.37,0.197,Indonesia
1996,1,10,26.091,0.134,Indonesia
1996,1,11,26.291,0.07,Indonesia
1996,1,12,25.934,0.087,Indonesia
1997,1,1,25.829,0.157,Indonesia
1997,1,2,25.946,0.201,Indonesia
1997,1,3,26.583,0.213,Indonesia
1997,1,4,26.314,0.089,Indonesia
1997,1,5,26.767,0.177,Indonesia
1997,1,6,26.609,0.214,Indonesia
1997,1,7,25.999,0.245,Indonesia
1997,1,8,26.344,0.254,Indonesia
1997,1,9,26.222,0.21,Indonesia
1997,1,10,26.494,0.184,Indonesia
1997,1,11,26.691,0.126,Indonesia
1997,1,12,26.665,0.174,Indonesia
1998,1,1,26.925,0.215,Indonesia
1998,1,2,27.114,0.132,Indonesia
1998,1,3,27.3,0.161,Indonesia
