valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.218,1973,0.654,['Frank Sinatra'],0.276,232507,0.207,0,6Jb3xg0EO3Mhdt1Tev7RmV,9.01E-06,0,0.15,-14.845,0,You Will Be My Music,27,1973,0.0299,82.905
0.579,1973,0.37,"['Lynne Thigpen', 'Godspell Ensemble']",0.468,174720,0.675,0,6VOTBLJ6tgyqzwrqLOSlf6,0,7,0.627,-7.839,1,Bless the Lord,19,1973,0.0883,118.774
0.53,1973,0.807,['New Orleans Heritage Hall Jazz Band'],0.522,146067,0.287,0,7KcUjCAjd2Cl2W3v3lN10L,0.0337,2,0.17,-10.933,1,Petite Fleur,24,1973,0.0395,132.129
0.591,1973,0.781,['Bob Dorough'],0.558,197293,0.259,0,7c2MDOjnXBIZ5ZGNGPXcyH,0,4,0.376,-19.816,1,"My Hero, Zero",20,9/9/73,0.218,141.152
0.661,1973,0.859,['Dr. Hook'],0.61,223800,0.457,0,7qZF2vHDUvVQwlEtNU2BYZ,6.45E-05,0,0.268,-12.722,1,The Wonderful Soup Stone,30,10/8/73,0.038,104.313
0.787,1973,0.000927,['Grand Funk Railroad'],0.554,245200,0.901,0,0gRiVUZhN7AErXjiJnCqPX,0.0555,2,0.216,-4.153,1,Walk Like A Man (You Can Call Me Your Man) - Remastered 2002,24,1973,0.0631,126.921
0.964,1973,0.405,['The Stylistics'],0.831,196120,0.687,0,0ulsSTSEG65LIPfcFtuxh7,0.000111,2,0.032,-9.173,1,Rockin' Roll Baby,22,10/23/73,0.0334,123.659
0.67,1973,0.683,['Queen'],0.402,263027,0.569,0,1uF7aiINkPvBYPhsJZXAEH,0.0022,7,0.423,-12.319,1,The Night Comes Down - Remastered 2011,20,7/13/73,0.059,143.466
0.197,1973,0.603,['Pete Townshend'],0.39,311587,0.546,0,1v5ZHcr73tclNI5k7y1W0g,0.0466,3,0.141,-8.674,0,Love Reign O'er Me - Demo,20,10/19/73,0.0408,118.512
0.066,1973,0.9,['Neil Diamond'],0.131,315867,0.068,0,2OscEjH4wPhSzzsb56edyU,0.0091,0,0.0814,-19.668,1,Dear Father - Instrumental,32,1973,0.0349,79.662
0.545,1973,0.287,['Lobo'],0.537,250133,0.494,0,2QeYIWk6icCkaAjuSAqeRm,0,8,0.077,-9.753,1,Love Me for What I Am,36,1973,0.027,145.956
0.463,1973,0.731,['The Beach Boys'],0.403,204093,0.653,0,2jPrF2JJsx8Ux8R7hxVXfu,0,7,0.228,-8.648,1,California Saga (California) - Remastered 2000,24,1/8/73,0.0573,113.619
0.719,1973,0.0781,['Mott The Hoople'],0.518,163200,0.779,0,3cgms7iyT9bgMEl3PT02oN,5.86E-05,0,0.263,-9.327,1,Honaloochie Boogie,27,1973,0.0458,119.846
0.521,1973,0.55,['John Martyn'],0.64,181440,0.294,0,4Pvddc8BhvNcqZyklcReyq,0.154,2,0.108,-12.943,0,Don't Want To Know,39,1973,0.0315,110.298
0.498,1973,0.735,['Elton John'],0.706,233234,0.31,0,4eG2hXVyE50YINZBFlmM8B,0,4,0.102,-7.934,1,Candle In The Wind - Acoustic Mix,30,10/5/73,0.039,124.629
0.834,1973,0.727,"[""Lightnin' Hopkins""]",0.704,145920,0.417,0,5LSzXU7X4rVxcbYcw2xo7K,0.309,11,0.0888,-14.214,0,What'd I Say,22,9/4/73,0.0413,91.849
0.843,1973,0.784,"['Stelios Kazantzidis', 'Marinella']",0.301,190000,0.748,0,5ukTLvOHuE0di7YVeg3QG6,0.353,2,0.15,-7.827,1,Siko Horepse Koukli Mou,33,10/19/73,0.0541,94.365
0.293,1973,0.554,['Yes'],0.369,429200,0.648,0,65OkkbojeDsPcwS9J7EiCc,3.28E-06,4,0.703,-12.56,1,"I've Seen All Good People: a. Your Move, b. All Good People",25,12/14/73,0.113,124.526
0.815,1973,0.234,['David Bowie'],0.604,148667,0.767,0,6qIzO61SllHSUHcIir81Mt,3.73E-05,0,0.0868,-10.83,1,Everything's Alright - 2015 Remaster,28,10/19/73,0.0447,149.228
0.482,1973,0.57,['Elvis Presley'],0.331,197430,0.478,0,6rUPYfyzTiHiR36rgDg2po,0.0835,0,0.68,-11.79,1,You Gave Me a Mountain - Live at the Honolulu International Center,30,2/2/73,0.0509,144.259
0.229,1973,0.479,['Al Stewart'],0.336,583760,0.444,0,6z7PhnfAdoDE8i4zMIRxNo,0.00786,2,0.138,-13.265,1,Nostradamus,20,1973,0.0283,104.458
0.808,1973,0.649,"['Jeffrey Mylett', 'Godspell Ensemble']",0.641,215533,0.676,0,71bsaON5cz5zmsU380fcH8,3.89E-05,7,0.18,-8.243,1,We Beseech Thee,19,1973,0.0474,124.56
0.281,1973,0.608,['Donny Osmond'],0.427,161707,0.478,0,74NGDmt0oXeXesxoUGASTz,0,6,0.0924,-6.169,1,The Twelfth Of Never,29,3/17/73,0.03,89.281
0.877,1973,0.345,['Tower Of Power'],0.587,202107,0.48,0,0OVVK0HrmKVw1H0r4Dzl43,2.65E-05,7,0.0843,-13.653,1,Clean Slate,24,5/1/73,0.0926,196.788
0.582,1973,0.178,['Marvin Gaye'],0.509,328655,0.706,0,0if1NJ5T82QO1roePqpFev,0.573,1,0.283,-7.917,0,'Song #3' - Instrumental,27,8/28/73,0.0281,92.522
0.852,1973,0.689,"['Johnny Pacheco', 'Pete ""El Conde"" Rodriguez']",0.578,338680,0.578,0,1h9QAh32WP7bGQnLO61O1s,6.16E-05,9,0.0615,-8.145,0,Primoroso Cantar,24,4/1/73,0.0409,98.369
0.645,1973,0.951,['Jerry Clower'],0.655,174227,0.17,0,1r3XK0QfbUJcBFprF6e6PR,0,7,0.924,-23.254,1,All About Clovis Ledbetter,19,1/1/73,0.934,112.807
0.864,1973,0.65,['Elton John'],0.577,256627,0.7,0,2OoPtwAwev772E4njGGnC4,0.0128,0,0.715,-10.866,1,"Daniel - Live At Hammersmith Odeon, London/ 1973",25,10/5/73,0.0412,139.856
0.95,1973,0.641,['Billy Joe Shaver'],0.751,138267,0.419,0,2jeI4q8dGWf0ynCLspebTZ,0.148,9,0.183,-16.99,1,I Been to Georgia On a Fast Train,21,4/27/73,0.0688,126.474
0.953,1973,0.592,['The Chi-Lites'],0.659,198987,0.745,0,2pniXW31E2ksJqlc0vJkp7,0,8,0.241,-8.098,0,Too Good To Be Forgotten,31,1973,0.0381,103.163
0.725,1973,0.0406,['Alice Cooper'],0.6,199293,0.761,0,3qjdifGAIeIYmJTjdAk9wT,0.000624,2,0.887,-8.819,1,Raped and Freezin',25,1973,0.0337,123.595
0.116,1973,0.118,['Pescado Rabioso'],0.463,255987,0.427,0,5kjXJAtTIaDc2C3PET8oju,0.0464,7,0.602,-13.508,1,Superchería,43,5/7/73,0.0501,93.994
0.646,1973,0.526,['Fleetwood Mac'],0.469,273627,0.488,0,6rRZG3S0QfVRFnaSPsFoNH,0.0285,5,0.197,-15.314,1,Bright Fire,24,3/30/73,0.0303,136.683
0.642,1973,0.778,['Dolly Parton'],0.517,147293,0.35,0,05oxYcQxr71do6XkWyh8Nu,0,11,0.0932,-11.239,1,The Wrong Direction Home,22,4/2/73,0.0306,89.643
0.203,1973,0.973,['Neil Diamond'],0.202,78267,0.014,0,0Fx5in4sqvnToVWbq43oBh,0.913,2,0.0546,-28.762,1,Dear Father - Rebuked,31,1973,0.0346,140.665
0.253,1973,0.0136,['Neil Diamond'],0.244,369933,0.448,0,0fEEop0XMP66tjVWzmf60Z,0.000637,10,0.397,-9.528,1,"I Am...I Said - Live At The Greek Theatre, Los Angeles/1972",32,3/3/73,0.0396,77.478
0.704,1973,0.442,['Albert King'],0.49,387400,0.352,0,0qTdaFvH710kwJJ0aG2wqo,0.0965,3,0.13,-11.665,0,Walking The Back Streets And Crying,27,1/1/73,0.043,77.439
0.763,1973,0.771,['Bette Midler'],0.427,159467,0.481,0,0qjkcEPLEGzzp8TwaT28yA,0,5,0.105,-10.53,1,In the Mood,26,1973,0.117,169.812
0.83,1973,0.0333,['The Jackson 5'],0.69,204960,0.659,0,0ye4SyttW1cOT8KLWrBRN5,0.00115,6,0.678,-11.357,1,Dancing Machine,25,9/12/73,0.078,109.502
0.743,1973,0.796,['Johnny Cash'],0.612,168533,0.436,0,16PLFTzoHaPnU4BJFMJ7OY,0.16,9,0.123,-14.911,1,Any Old Wind That Blows,24,1/5/73,0.038,112.743
0.846,1973,0.577,['The Persuaders'],0.674,249747,0.485,0,1WQUwvgRr2nl7RtT5v8wFI,0,7,0.16,-12.487,1,Trying Girls Out,22,1973,0.0458,133.543
0.0384,1973,0.618,['Neil Diamond'],0.1,188040,0.31,0,1m98NpbbX211qmvlWrtwJp,0.738,9,0.416,-12.788,1,"Prologue - Live At The Greek Theatre, Los Angeles/1972",34,3/3/73,0.034,87.614
0.101,1973,0.995,['Dave McKenna'],0.44,260533,0.0192,0,2g15fQP9py7WtnQp4Yh22u,0.946,0,0.107,-30.338,0,There Will Never Be Another You,25,1973,0.0613,65.218
0.898,1973,0.0576,['T. Rex'],0.577,169347,0.657,0,2ukWnyz6rnd0djkio8Fw9R,3.46E-06,7,0.181,-7.834,1,Rapids,20,1/28/73,0.145,111.391
0.424,1973,0.159,['Alice Cooper'],0.333,307227,0.529,0,3YGTmClynTXKu36Q4OxUQa,0.00416,5,0.499,-7.716,1,I Love the Dead,25,1973,0.0352,151.035
0.327,1973,0.693,['Frank Sinatra'],0.297,312133,0.154,0,3kL9uChl9jfcGXsBRC2Naw,0.000747,10,0.171,-19.529,1,Nobody Wins,25,1973,0.0357,74.032
0.751,1973,0.913,['Irwin Kostal'],0.71,120573,0.423,0,46stWFutztbsj2OVjUhJbz,0,9,0.289,-12.16,1,Zuckerman's Famous Pig,19,2/2/73,0.661,121.447
0.832,1973,0.039,['Barry Manilow'],0.681,344667,0.783,0,4uHj0xjikhTgLqg7FIenVO,0.0726,5,0.0858,-11.78,0,Copacabana (At the Copa) - Long Version,27,1973,0.0563,116.532
0.351,1973,0.158,['Bee Gees'],0.507,237000,0.234,0,5CMAulvvebga3leHgg2Hnp,0.00319,7,0.0668,-18.219,1,Morning Of My Life,34,8/1/73,0.0322,123.867
0.256,1973,0.5,['Genesis'],0.321,666067,0.375,0,6ZrMg5HC55GPJxh7YXZ9yf,0.0606,2,0.129,-16.101,1,The Cinema Show,22,10/12/73,0.0475,133.844
0.518,1973,0.178,['Wizzard'],0.359,302333,0.945,0,6cg3CWWHTui9KAew9dHIjT,1.54E-05,9,0.344,-5.176,1,See My Baby Jive - 2006 Remaster,40,1973,0.0785,137.372
0.182,1973,0.469,['Roberta Flack'],0.511,303333,0.426,0,6rDR6Z8fBLhErGiDjmfOp3,0,8,0.0733,-10.914,1,River,28,1/1/73,0.03,90.528
0.725,1973,0.0406,['Alice Cooper'],0.6,199293,0.761,0,6vUqAIGvBypKVVmc0Xksku,0.000624,2,0.887,-8.819,1,Raped and Freezin',25,1973,0.0337,123.595
0.401,1973,0.687,['Gal Costa'],0.768,158960,0.213,0,793VJx4oF4oC8VSTnznUp5,3.34E-05,6,0.0998,-15.507,0,Desafinado,31,1/1/73,0.0511,129.631
0.33,1973,0.318,"['David Haskell', 'Godspell Ensemble']",0.313,121733,0.588,0,0s7oGR7XLrdoet0k644m9X,0.000664,4,0.233,-9.032,1,Prepare Ye the Way of the Lord,19,1973,0.0578,141.973
0.134,1973,0.431,['Wings'],0.41,247733,0.361,0,0wvlN2D0MHQioAoo9h2v78,0.000174,5,0.0779,-14.061,1,My Love - 2018 Remaster,28,4/30/73,0.0351,120
0.284,1973,0.261,['Gladys Knight & The Pips'],0.512,265520,0.414,0,171QpKcPDUCJCzooUdRlSd,0.00512,5,0.122,-13.084,1,Where Peaceful Waters Flow,24,1973,0.0398,141.024
0.931,1973,0.443,['Donald Byrd'],0.662,341133,0.671,0,1SWK8qe5ukQB58s3fLobkS,0.0896,10,0.07,-8.644,1,Slop Jar Blues,23,1/1/73,0.048,144.84
0.594,1973,0.346,['Bee Gees'],0.507,263173,0.373,0,1ke2Df0auUWdrP86EvCZul,7.29E-06,9,0.092,-12.6,1,My World,37,8/1/73,0.0259,82.952
0.641,1973,0.506,['Elvis Presley'],0.307,191080,0.809,0,1nVXf70m02IxpNtwZgYWRS,0.105,2,0.944,-10.318,1,"Burning Love - Live at The Honolulu International Center, Hawaii January 14, 1973",29,2/4/73,0.132,162.153
0.843,1973,0.2,['Bill Withers'],0.668,319907,0.791,0,1ng0RBlhyonNTb9tIR7ocr,0.000407,10,0.881,-10.027,0,"Let Us Love - Live at Carnegie Hall, New York, NY - October 1972",26,4/21/73,0.0922,107.32
0.377,1973,0.571,['Dolly Parton'],0.538,206640,0.286,0,1ugyssM0B1Zd9UGIO7AkbM,1.37E-05,0,0.125,-13.32,1,In the Good Old Days (When Times Were Bad),23,4/2/73,0.0306,81.869
0.659,1973,0.282,['Janis Joplin'],0.431,269493,0.5,0,28VuJueWxC1JlIAUvmMkMi,7.58E-05,2,0.148,-9.918,1,Me and Bobby McGee,27,6/22/73,0.0417,93.164
0.847,1973,0.205,['The Wailers'],0.543,445147,0.678,0,2K4h4dhSelE1MDTlo0Mamd,0.00413,2,0.737,-12.416,1,"Stir It Up - Live At Leeds Polytechnic, 1973",27,10/19/73,0.0878,91.169
0.913,1973,0.751,['Impacto Crea'],0.727,277644,0.488,0,2jouSnUMHxGqbTDfiUm1HB,0,8,0.192,-7.333,1,A Dios Y Los Santos,20,1/1/73,0.0581,114.479
0.838,1973,0.679,['Tower Of Power'],0.783,205133,0.398,0,2rPShPY1BSd2mkAQsKipgV,0.000112,9,0.0729,-14.939,0,Both Sorry over Nothin',24,5/1/73,0.0564,104.759
0.47,1973,0.629,['Charlie Rich'],0.574,216533,0.426,0,3WziO3x5pQRrwgs3SbrayN,1.26E-05,6,0.164,-10.751,1,My Elusive Dreams,27,1973,0.025,77.446
0.824,1973,0.368,['Roy Ayers'],0.519,138147,0.94,0,4QiC3Z8hibUBRh1JrGxTk6,0.852,1,0.264,-10.618,1,"Escape - From The ""Coffy"" Soundtrack",28,1/1/73,0.0602,158.641
0.436,1973,0.562,['Roxy Music'],0.534,411373,0.793,0,4WOaqWNbVKI9zwbPulGSFV,0.766,2,0.0989,-7.496,1,For Your Pleasure,28,3/1/73,0.0704,145.473
0.714,1973,0.147,['Graham Central Station'],0.504,311720,0.733,0,4qilxGtGkE6P5qX9xQTtWL,1.37E-05,9,0.183,-8.969,1,It Ain't No Fun to Me,26,1973,0.0466,105.162
0.748,1973,0.407,['King Harvest'],0.532,292600,0.494,0,53GlNAvOsPfBL5vQ0yGjjR,0,9,0.234,-13.667,1,She Keeps Me High,20,1/1/73,0.0692,149.261
0.852,1973,0.0939,['New York Dolls'],0.601,218800,0.722,0,6PnikSV9Q3RJywwrAjgxb7,0,2,0.0605,-8.299,1,Private World,24,1/1/73,0.0355,128.425
0.413,1973,0.245,['Neil Diamond'],0.451,576040,0.857,0,6igLPiTZGBRXY1wMpmDYVK,7.14E-05,2,0.323,-6.065,1,"Soolaimon/Brother Love's Travelling Salvation Show - Live At The Greek Theatre, Los Angeles/1972",30,3/3/73,0.0801,121.231
0.319,1973,0.989,"['Jim Hall', 'Ron Carter']",0.39,414933,0.0511,0,01DtupMkgpWa0zm5f6Jk71,0.93,0,0.695,-32.107,0,Autumn Leaves - Live,27,1/1/73,0.0327,79.218
0.327,1973,0.777,['The 5th Dimension'],0.526,231067,0.304,0,0FACTcldzX2hdSelbvsZRV,0,0,0.218,-12.059,0,"Living Together, Growing Together",24,2/19/73,0.029,115.561
0.389,1973,0.898,['Carpenters'],0.504,200267,0.41,0,1FKuPOvLgWPpCmeeDiTYhO,8.74E-06,3,0.114,-14.156,1,Sing,26,11/9/73,0.0431,139.977
0.569,1973,0.521,['Leroy Hutson'],0.405,258800,0.432,0,1YsQVuLIyZhyPemQwiyxlf,0.00868,9,0.156,-12.576,0,When You Smile,19,6/5/73,0.0382,75.431
0.869,1973,0.00778,['Bachman-Turner Overdrive'],0.498,346000,0.686,0,2Di6Ux5GGd9uvhkUSDfFb3,0.0161,9,0.0547,-10.863,1,Give It Time,23,12/1/73,0.036,119.929
0.554,1973,0.104,['Hawkwind'],0.363,596440,0.858,0,2PV0TqLdWi0z9Nfv4aG03o,0.867,6,0.155,-8.638,1,Orgone Accumulator - 2007 Remaster,30,1973,0.0375,146.186
0.443,1973,0.0833,['Generacion De Jesus'],0.563,157545,0.437,0,2tJpBRaHPp7f27rzvYXuMI,0.000323,11,0.039,-9.61,0,Si Tu Quieres Ser Feliz,27,1973,0.0308,93.027
0.501,1973,0.0394,['David Bowie'],0.41,173693,0.75,0,2tVpo7uY3JdupEBqbnGnRk,0.00184,0,0.0971,-10.854,1,Shapes of Things - 2015 Remaster,28,10/19/73,0.0605,126.346
0.979,1973,0.751,['The Ozark Mountain Daredevils'],0.699,234867,0.491,0,3C5H3mL9Tbq2t3TzEGDl72,2.80E-06,9,0.0815,-13.108,1,Beauty In The River,21,1/1/73,0.032,108.826
0.667,1973,0.727,['Dolly Parton'],0.605,173013,0.384,0,3FNteYUjCNDNsuPpthO9wD,0,11,0.109,-9.444,1,Daddy's Working Boots,23,4/2/73,0.0309,83.947
0.427,1973,0.481,['Billy Joel'],0.503,335787,0.855,0,3XOLF9zSupLUQ3IxUs44jN,0.000955,0,0.688,-6.351,1,"The Ballad of Billy the Kid - Live April 1972 At Sigma Sound Studios, WMMR Radio, Philadelphia, PA",25,11/7/73,0.111,86.877
0.852,1973,0.741,['Elvis Presley'],0.579,103293,0.845,0,3jkUf4AKPSXTWgYzw3uDBe,0.00351,2,0.826,-9.954,1,"Johnny B. Goode - Live at The Honolulu International Center, Hawaii January 14, 1973",29,2/4/73,0.0507,91.439
0.244,1973,0.914,['Neil Young'],0.479,184059,0.0871,0,3oS3FgRtdHa1Y9mj5grt2Y,0.00308,0,0.632,-17.08,1,The Bridge - 2016 Remaster,25,10/15/73,0.0468,101.28
0.21,1973,0.519,['Yes'],0.171,573600,0.569,0,3qVzOGL9ClJL6MqPOT7CEt,0.133,9,0.712,-9.373,1,"And You and I: i. Cord of Life, ii. Eclipse, iii. The Preacher the Teacher, iv. The Apocalypse - Live",25,12/14/73,0.046,80.177
0.441,1973,0.252,['Yes'],0.31,693800,0.661,0,3vwjrVDFKelpfuD6yO1oW4,0.131,3,0.396,-9.801,0,Heart of the Sunrise - Live,25,12/14/73,0.0515,136.08
0.376,1973,0.951,['Paco de Lucía'],0.339,313960,0.217,0,4uWCrRyEWkCl24DV4iDoUm,0.884,2,0.247,-16.277,0,Fuente Y Caudal - Instrumental,22,1/1/73,0.0547,83.827
0.224,1973,0.344,"['Earth, Wind & Fire']",0.307,288813,0.454,0,4ubTNpKJ6W5uSHkN9FBEm4,0.06,6,0.0792,-13.152,0,The World's a Masquerade,21,1973-05,0.1,202.045
0.752,1973,0.218,['Loudon Wainwright III'],0.665,237733,0.386,0,5Wo1GcLnvdAXrvhsdhyNCc,0.00675,9,0.701,-13.842,1,Down Drinking at the Bar,24,1973,0.0612,105.608
0.494,1973,0.29,['T. Rex'],0.385,174573,0.617,0,5wBrLBmy18ze07oVcTW1aA,0,4,0.238,-7.934,0,Tenement Lady,20,1/28/73,0.0603,119.636
0.716,1973,0.315,['Elvis Presley'],0.271,269764,0.619,0,6IqXODhoWUnTTWc5uuderk,0.133,7,0.944,-11.442,1,Suspicious Minds - Live at the Honolulu International Center,30,2/2/73,0.0411,149.282
0.36,1973,0.0626,['Bachman-Turner Overdrive'],0.458,260333,0.743,0,6YrvYx0j3BJy7PvM9UlNhJ,3.48E-05,9,0.132,-13.122,1,Blown,23,12/1/73,0.0697,120.741
0.96,1974,0.579,['Gladys Knight & The Pips'],0.768,320507,0.549,0,5GxJyrSee3GPCbBR275RQq,0.00948,7,0.0905,-15.069,1,It Takes A Whole Lot Of Human Feeling,20,1974,0.0356,118.46
0.907,1974,0.325,['Curtis Mayfield'],0.666,209280,0.719,0,5MTQHFSTSiC2jo3IubbcpR,0,2,0.0994,-9.552,1,Power to the People,22,1974,0.0611,105.715
0.453,1974,0.58,['ABBA'],0.591,189147,0.56,0,5r5IiLSBhMJ9mo77C3ZrJb,0,5,0.107,-7.218,1,Hasta Mañana - Spanish Version,31,3/4/74,0.0332,83.692
0.503,1974,0.218,['Waylon Jennings'],0.396,99960,0.332,0,6HU7bJNbQNQZK2XO54jfqs,7.76E-06,0,0.383,-12.566,1,Heaven or Hell,19,4/1/74,0.0573,79.352
0.308,1974,0.143,['Bob Dylan'],0.455,220147,0.981,0,6N5ocPkQ8FPaZu90bRSJM7,1.45E-05,7,0.995,-6.409,1,"It Ain't Me, Babe - Live at LA Forum, Inglewood, CA - February 1974",23,6/20/74,0.183,100.49
0.447,1974,0.0135,['Yusuf / Cat Stevens'],0.483,275827,0.694,0,6VE77DhT6o5p99w9vYz4oj,8.00E-05,9,0.0512,-8.329,1,Sun / C79,24,1/1/74,0.0331,142.505
0.978,1974,0.0958,['Rod Stewart'],0.477,222840,0.795,0,6iLgfbyvQ8lRjixyIYZCW8,0.00152,5,0.0721,-7.314,1,Sweet Little Rock 'N' Roller,28,1/1/74,0.0383,152.625
0.777,1974,0.57,"['Tommy Olivencia', 'Chamaco Ramírez', 'Paquito Guzman']",0.598,269578,0.262,0,6oNHrOgZPOL6m44EGK5KPm,0.000127,7,0.0489,-19.345,0,Un Poco Mas,21,1/1/74,0.0842,123.096
0.243,1974,0.958,['Fleetwood Mac'],0.365,150867,0.207,0,7JWJVUW905nJEvpXPgVbLO,0.836,4,0.202,-22.694,1,Safe Harbour,22,9/13/74,0.0346,79.663
0.869,1974,0.442,['The Dramatics'],0.688,269573,0.426,0,7tfBA8zN8JwPuf6oGfUwuF,1.73E-05,7,0.199,-14.479,1,Tune Up,22,1974,0.0567,88.317
0.703,1974,0.647,['The New Birth'],0.443,270440,0.553,0,1ClUsckbvl0TEeYp4MJgzR,2.18E-05,0,0.518,-12.993,1,Echoes of My Mind,20,7/1/74,0.0299,91.961
0.641,1974,0.787,['David Allan Coe'],0.685,135227,0.393,0,29mXFLxchnrdvlCA1QrcfT,0,1,0.0908,-9.142,1,(If I Could Climb) The Walls of the Bottle,18,4/26/74,0.0273,87.406
0.484,1974,0.978,['Joni Mitchell'],0.408,169600,0.109,0,2RUjrCbdyF7ZCDHDgJzkXV,9.55E-05,9,0.714,-19.03,1,"Blue - Live at Universal Amphitheatre, Los Angeles, CA, 8/14-17, 1974",21,11/1/74,0.0406,103.424
0.271,1974,0.667,['George Harrison'],0.374,164453,0.272,0,2qYMFtjOiVjklUr5Vkj2Dx,0,6,0.0929,-16.75,1,I Don't Care Anymore - Bonus Track,23,12/9/74,0.0343,173.324
0.607,1974,0.922,['Joni Mitchell'],0.551,162467,0.369,0,39Zgv1QJekeARM1qVUXpQ2,0.00017,2,0.765,-17.055,1,"People's Parties - Live at Universal Amphitheatre, Los Angeles, CA, 8/14-17, 1974",21,11/1/74,0.0719,102.849
0.761,1974,0.498,['Van Morrison'],0.551,287893,0.88,0,3iqdPnVQeZnB7wnX65QeH2,2.75E-05,2,0.911,-6.735,1,Domino - Live,22,1974-01,0.115,147.921
0.397,1974,0.173,['Jamie Donnelly'],0.619,192173,0.527,0,3x5knKIixS9kB2D0sxFdCR,0,8,0.209,-8.145,1,Science Fiction/Double Feature,21,1/1/74,0.0379,127.343
0.289,1974,0.902,"['Pyotr Ilyich Tchaikovsky', 'André Previn', 'London Symphony Orchestra']",0.526,34493,0.35,0,48zhASSnxk6FGlXbEUcIJL,0.808,7,0.159,-25.049,0,"Tchaikovsky: The Sleeping Beauty, Op. 66, Prologue ""The Christening"": No. 3d, Pas de six. Variation II ""Coulante, the Fairy of Blooming Wheat""",20,1/1/74,0.0613,102.649
0.467,1974,0.000185,['UFO'],0.367,232147,0.672,0,5eMwXoHvJFDrliDOtn12AG,0.0102,9,0.0698,-9.291,1,Sixteen - Demo,27,1/1/74,0.124,141.772
0.216,1974,0.0632,['Millie Jackson'],0.676,353235,0.277,0,5qSAacJLESaXZUD4hvwpMt,6.73E-05,0,0.308,-16.515,1,The Rap,24,1/1/74,0.0535,131.732
0.339,1974,0.00069,['New York Dolls'],0.409,219267,0.627,0,5sdX1yFeKd47tairoa5ePh,0.0048,7,0.0997,-11.054,1,(There's Gonna Be A) Showdown,23,5/10/74,0.0619,131.4
0.482,1974,0.865,['Kishore Kumar'],0.437,215293,0.277,0,6YlgucPKOivfUwdLRrMhQt,0.000961,0,0.152,-13.696,1,Mera Jeevan Kora Kagaz,24,12/1/74,0.0299,96.328
0.65,1974,8.19E-05,['UFO'],0.416,239427,0.905,0,6nhDZBNNWHxFIdFXf4UsiU,0.000842,2,0.205,-6.594,1,Give Her the Gun - 2007 Remaster,26,1/1/74,0.101,108.098
0.942,1974,0.44,['The Ozark Mountain Daredevils'],0.599,215653,0.779,0,6nv2rjA4VV2ylh2uVy0UhJ,0.0234,11,0.268,-9.977,1,Look Away,20,1974,0.0332,135.847
0.529,1974,0.6,"['Abigale Haness', 'B. Miller']",0.579,183667,0.454,0,6qj9PWEBmffmNR24ZWOnDa,1.56E-05,2,0.105,-9.232,1,Over At The Frankenstein Place,20,1/1/74,0.0271,103.27
0.659,1974,0.0742,['Leo Kottke'],0.342,130867,0.515,0,6uY3Rn1YxqhInQ1OiFvf4t,0.93,3,0.144,-14.232,1,Jack Fig,17,1/1/74,0.0404,118.047
0.181,1974,0.912,['Jerry Garcia'],0.134,189293,0.256,0,72K3PCAwHvQiktM3hlzlTU,0.236,7,0.1,-13.461,1,Mississippi Moon,18,6/15/74,0.0312,83.833
0.937,1974,0.236,['The Souther-Hillman-Furay Band'],0.51,211853,0.716,0,7b5WOdrCc2E4Z4aAyGn6wz,0.0027,4,0.425,-10.782,1,Fallin' in Love,19,1974,0.0275,130.753
0.926,1974,0.704,['Minnie Riperton'],0.627,164373,0.782,0,7pAtHdGQONucpN7PJfnXLu,0.00113,5,0.118,-8.404,0,Seeing You This Way,24,1974,0.0396,127.608
0.67,1974,0.152,['Badfinger'],0.55,172200,0.664,0,7uy62k72lwbVK9Y7Y4oPKJ,0,2,0.0814,-9.719,1,Shine On,23,1974-02,0.052,97.228
0.845,1974,0.814,['Dolly Parton'],0.64,162493,0.355,0,0rmxCw1xjAgv0oc4yMQw2f,0,3,0.0894,-12.818,1,Sacred Memories,21,9/16/74,0.0408,96.175
0.729,1974,0.688,['Sly & The Family Stone'],0.689,198520,0.494,0,1l9EHaWsZ2LSiULI97ymRB,1.10E-05,5,0.0914,-11.494,1,Say You Will,22,1974-07,0.0331,90.881
0.683,1974,0.229,['Al Green'],0.548,206187,0.432,0,2NKrjQ6CWIlcQQGoFtusde,1.75E-05,5,0.107,-11.168,1,The City,23,10/2/74,0.0473,161.908
0.0644,1974,0.413,['Kraftwerk'],0.39,225920,0.145,0,2bTANsp5wxhOvzjVe0OK0b,0.271,2,0.351,-17.535,1,Mitternacht - 2009 Remaster,26,1974,0.0469,107.783
0.908,1974,0.693,['Fenton Robinson'],0.597,201640,0.479,0,3EQd6zThQCi3hQBAEVitYD,0.000267,8,0.116,-9.851,0,The Getaway,25,1974,0.065,92.25
0.883,1974,0.456,['LaBelle'],0.683,242760,0.652,0,3UIqbRjMfQ9Ta3ZpdeHeBZ,0,4,0.0908,-11.093,0,What Can I Do For You?,20,9/13/74,0.0484,114.375
0.901,1974,0.26,['Ohio Players'],0.665,361173,0.613,0,3v3VY4Pixi8NaNqPxUR2es,8.52E-05,9,0.121,-11.086,1,Smoke,19,6/1/74,0.127,149.025
