Category,Description,Ash,Beta Carotene,Carbohydrate,Cholesterol,Fiber,Kilocalories,Lutein and Zeaxanthin,Lycopene,Manganese,Niacin,Protein,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Fat: Monosaturated Fat,Fat: Polysaturated Fat,Fat: Saturated Fat,Fat: Total Lipid,Major Minerals: Calcium,Major Minerals: Copper,Major Minerals: Iron,Major Minerals: Magnesium,Major Minerals: Phosphorus,Major Minerals: Potassium,Major Minerals: Sodium,Major Minerals: Zinc,Vitamins: Vitamin A - IU,Vitamins: Vitamin A - RAE,Vitamins: Vitamin B12,Vitamins: Vitamin B6,Vitamins: Vitamin C,Vitamins: Vitamin E,Vitamins: Vitamin K
Vitasoy Usa,"Vitasoy Usa,Organic Nasoya Super Firm Cubed Tofu",1,0,3.9,0,2.200000048,122,0,0,0,0,12.4,0,0,0,0.600000024,0,76.4,1.3,3.8,1.3,6.3,188,0,2,0,0,0,6,0,0,0,0,0,0,0,0
Vitasoy Usa,"Vitasoy Usa,Organic Nasoya Ex Firm Tofu",1.24,0,2.8,0,1.299999952,98,0,0,0,0,10.1,0,0,0,0.400000006,0,80.96,1.4,3.1,0.7,5.2,77,0,1.6,0,0,0,4,0,37,0,0,0,0,0,0
Vitasoy Usa,"Vitasoy Usa,Organic Nasoya Firm Tofu",1.09,0,2.3,0,0.800000012,84,0,0,0,0,8.9,0,0,0,0.300000012,0,83.81,1.2,2.7,0.5,4.4,125,0,1.2,0,0,0,4,0,0,0,0,0,0,0,0
Vitasoy Usa,"Vitasoy Usa,Vitasoy Organic Creamy Original Soymilk",0.73,0,4.5,0,0.400000006,44,0,0,0,0,2.9,0,0.15,0,2,0.06,90.27,0.4,1,0.2,1.6,127,0,0.4,16,0,131,66,0.37,129,0,0.39,0,0,0,0
Vitasoy Usa,"Vitasoy Usa,Vitasoy Orgnaic Classic Original Soymilk",0.74,0,4.5,0,0.400000006,47,0,0,0,0,3.2,0,0,0,2,0,89.76,0.5,1.1,0.21,1.8,17,0,0.44,0,0,156,66,0,0,0,0,0,0,0,0
Vitasoy Usa,"Vitasoy Usa,Vitasoy Lt Vanilla Soymilk",0.74,0,4.1,0,0.100000001,30,0,0,0,0,1.6,0,0.14,0,2.900000095,0.02,92.74,0.2,0.4,0.18,0.82,123,0,0.3,10,0,82,49,0.37,124,0,0.37,0,0,0,0
Soymilk (All Flavors),"Soymilk (All Flavors),Unswtnd,W/ Added Ca,Vitamins A & D",0.64,0,1.74,0,0.5,33,0,0,0,0.165,2.86,0,0.207,0,0.409999996,0.154,93.14,0.392,1.009,0.206,1.61,124,0.082,0.46,16,32,120,37,0,207,0,1.11,0.049,0,0,0
Soymilk (All Flavors),"Soymilk (All Flavors),Enhanced",0.64,0,3.45,0,0.400000006,45,0,0,0,3.292,2.94,0,0.199,2.3,2.529999971,0.062,90.98,0.412,1.19,0.206,1.99,140,0.123,0.49,0,0,141,50,0.24,393,0,1.08,0.233,7.2,2.52,0
Soymilk,"Soymilk,Original & Vanilla,Lt,W/ Added Ca,Vitamins A & D",0.64,0,3.51,0,0.300000012,30,0,0,0,0,2.38,0,0.201,2.3,2.609999895,0.037,92.69,0.202,0.426,0.005,0.77,123,0,0.43,15,87,117,48,0.23,204,0,1,0,0,0,0
Soymilk,"Soymilk,Choc & Other Flavors,Lt,W/ Added Ca,Vitamins A & D",0.64,0,8.24,0,0.699999988,47,0,0,0,0,2.1,0,0.201,1.7,7.130000114,0.037,88.38,0.037,0.405,0.032,0.64,123,0,0.59,15,87,144,46,0.23,204,0,1,0,0,0,0
Soymilk,"Soymilk,Original & Vanilla,Lt,Unswtnd,W/ Added Ca,Vit A & D",0.64,0,3.85,0,0.600000024,34,0,0,0,0,2.62,0,0.174,0,0.409999996,0,92.03,0.263,0.558,0.078,0.85,123,0,0.46,13,103,117,63,0.1,206,0,0.23,0,0,0,0
Soymilk (All Flavors),"Soymilk (All Flavors),Lowfat,W/ Added Ca,Vitamins A & D",0.64,0,7.2,0,0.800000012,41,0,0,0,0,1.65,0,0,0,3.5,0,89.89,0.206,0.412,0,0.62,82,0,0.44,0,62,64,37,0,206,0,0,0,0,0,0
Soymilk (All Flavors),"Soymilk (All Flavors),Nonfat,W/ Added Ca,Vitamins A & D",0.64,0,4.22,0,0.200000003,27,0,0,0,0,2.47,0,0.174,0,3.650000095,0,92.67,0,0.036,0,0,116,0,0.35,10,87,105,57,0.1,206,0,0.23,0,0,0,0
Silk Pln,"Silk Pln,Soymilk",0.65,0,3.29,0,0.400000006,41,0,0,0,0,2.88,0,0.21,2.3,2.470000029,0,91.53,0,0,0.206,1.65,123,0,0.44,16,0,123,49,0.25,206,0,1.23,0,0,0,0
Silk Vanilla,"Silk Vanilla,Soymilk",0.65,0,4.12,0,0.400000006,41,0,0,0,0,2.47,0,0.21,2.3,2.880000114,0,91.32,0,0,0.206,1.44,123,0,0.44,16,0,123,39,0.25,206,0,1.23,0,0,0,0
Silk Choc,"Silk Choc,Soymilk",0.65,0,9.47,0,0.800000012,58,0,0,0,0,2.06,0,0.21,1.7,7.820000172,0,86.39,0,0,0.206,1.44,123,0,0.59,16,0,144,41,0.25,206,0,1.23,0,0,0,0
Silk Lt Pln,"Silk Lt Pln,Soymilk",0.64,0,3.29,0,0.400000006,29,0,0,0,0,2.47,0,0.21,2.3,2.470000029,0,92.77,0,0,0,0.82,123,0,0.44,16,0,123,49,0.25,206,0,1.23,0,0,0,0
Silk Lt Vanilla,"Silk Lt Vanilla,Soymilk",0.64,0,4.12,0,0.400000006,33,0,0,0,0,2.47,0,0.21,2.3,2.880000114,0,91.95,0,0,0,0.82,123,0,0.44,16,0,123,39,0.25,206,0,1.23,0,0,0,0
Silk Lt Choc,"Silk Lt Choc,Soymilk",0.64,0,9.05,0,0.800000012,49,0,0,0,0,2.06,0,0.21,1.7,7.820000172,0,87.63,0,0,0,0.62,123,0,0.59,16,0,144,41,0.25,206,0,1.23,0,0,0,0
Silk Plus Omega-3 Dha,"Silk Plus Omega-3 Dha,Soymilk",0.64,0,3.29,0,0.400000006,45,0,0,0,0,2.88,0,0.21,2.3,2.470000029,0,91.13,0,0,0.206,2.06,144,0,0.44,16,0,144,49,0.25,412,0,1.23,0,0,0,0
Silk Plus For Bone Health,"Silk Plus For Bone Health,Soymilk",0.64,0,4.53,0,0.800000012,41,0,0,0,0,2.47,0,0.21,2.3,2.880000114,0,90.92,0,0,0.206,1.44,165,0,0.44,16,0,123,39,0.25,206,0,1.23,0,0,0,0
Silk Plus Fiber,"Silk Plus Fiber,Soymilk",0.64,0,5.76,0,2.099999905,41,0,0,0,0,2.47,0,0.21,2.3,2.880000114,0,89.69,0,0,0.206,1.44,123,0,0.44,16,0,123,39,0.25,206,0,1.23,0,0,0,0
Silk Unswtnd,"Silk Unswtnd,Soymilk",0.64,0,1.65,0,0.400000006,33,0,0,0,0,2.88,0,0.21,2.3,0.409999996,0,93.18,0,0,0.206,1.65,123,0,0.44,16,0,123,35,0.25,206,0,1.23,0,0,0,0
Silk Very Vanilla,"Silk Very Vanilla,Soymilk",0.65,0,7.82,0,0.400000006,53,0,0,0,0,2.47,0,0.21,2.3,6.579999924,0,87.41,0,0,0.206,1.65,144,0,0.44,16,0,123,58,0.62,412,0,1.23,0,8.6,0,0
Silk Nog,"Silk Nog,Soymilk",0.65,0,12.3,0,0,74,0,0,0,0,2.46,0,0,0,9.840000153,0,82.96,0,0,0,1.64,16,0,0.3,0,0,123,61,0,0,0,0,0,0,0,0
Silk Chai,"Silk Chai,Soymilk",0.65,0,7.82,0,0,53,0,0,0,0,2.47,0,0.14,0,5.760000229,0,87.62,0,0,0.206,1.44,123,0,0.44,0,0,123,41,0.37,123,0,0.37,0,0,0,0
Silk Mocha,"Silk Mocha,Soymilk",0.65,0,9.05,0,0,58,0,0,0,0,2.06,0,0.14,0,7.409999847,0,86.8,0,0,0.206,1.44,123,0,0.44,0,0,123,41,0.37,123,0,0.37,0,0,0,0
Silk Coffee,"Silk Coffee,Soymilk",0.65,0,10.29,0,0,62,0,0,0,0,2.06,0,0.21,0,9.470000267,0,85.56,0,0,0.206,1.44,123,0,0,0,0,132,41,0.37,123,0,0.37,0,0,0,0
No Category,Silk Vanilla Soy Yogurt (Family Size),1.24,0,13.66,0,0.400000006,79,0,0,0,0,2.64,0,0,0,10.56999969,0,80.7,0,0,0.22,1.76,132,0,0.48,0,0,0,13,0,0,0,0,0,0,0,0
No Category,Silk Vanilla Soy Yogurt (Single Serving Size),1.24,0,14.71,0,0.600000024,88,0,0,0,0,2.94,0,0,0,10.59000015,0,79.35,0,0,0,1.76,176,0,0.85,0,0,0,12,0,0,0,0,0,17.6,0,0
No Category,Silk Pln Soy Yogurt,1.24,0,9.69,0,0.400000006,66,0,0,0,0,2.64,0,0,0,5.289999962,0,84.67,0,0,0.22,1.76,132,0,0,0,0,0,13,0,0,0,0,0,13.2,0,0
No Category,Silk Strawberry Soy Yogurt,1.24,0,18.24,0,0.600000024,94,0,0,0,0,2.35,0,0,0,12.93999958,0,77,0,0,0,1.18,176,0,0.64,0,0,0,15,0,0,0,0,0,17.6,0,0
No Category,Silk Raspberry Soy Yogurt,1.24,0,17.65,0,0.600000024,88,0,0,0,0,2.35,0,0,0,12.93999958,0,77.59,0,0,0,1.18,176,0,0.64,0,0,0,15,0,0,0,0,0,17.6,0,0
No Category,Silk Peach Soy Yogurt,1.24,0,18.82,0,0.600000024,94,0,0,0,0,2.35,0,0,0,14.71000004,0,76.41,0,0,0,1.18,176,0,0.64,0,0,0,15,0,0,0,0,0,17.6,0,0
No Category,Silk Black Cherry Soy Yogurt,1.24,0,17.06,0,0.600000024,88,0,0,0,0,2.35,0,0,0,11.76000023,0,78.18,0,0,0,1.18,176,0,0.64,0,0,0,12,0,0,0,0,0,17.6,0,0
No Category,Silk Blueberry Soy Yogurt,1.24,0,17.06,0,0.600000024,88,0,0,0,0,2.35,0,0,0,12.35000038,0,78.18,0,0,0,1.18,176,0,0.64,0,0,0,15,0,0,0,0,0,17.6,0,0
No Category,Silk Key Lime Soy Yogurt,1.24,0,17.65,0,0.600000024,88,0,0,0,0,2.35,0,0,0,12.35000038,0,77.59,0,0,0,1.18,176,0,0.64,0,0,0,15,0,0,0,0,0,17.6,0,0
No Category,Silk Banana-Strawberry Soy Yogurt,1.24,0,17.06,0,0.600000024,88,0,0,0,0,2.35,0,0,0,10.59000015,0,78.18,0,0,0,1.18,176,0,0.64,0,0,0,15,0,0,0,0,0,17.6,0,0
No Category,Silk Original Creamer,0.38,0,6.67,0,0,100,0,0,0,0,0,0,0,0,0,0,86.29,0,0,0,6.67,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
No Category,Silk French Vanilla Creamer,0.38,0,20,0,0,133,0,0,0,0,0,0,0,0,20,0,72.95,0,0,0,6.67,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
No Category,Silk Hazelnut Creamer,0.38,0,20,0,0,133,0,0,0,0,0,0,0,0,20,0,72.95,0,0,0,6.67,0,0,0,0,0,0,67,0,0,0,0,0,200,0,0
Beans,"Beans,Adzuki,Mature Sd,Ckd,Bld,W/Salt",1.33,0,24.77,0,7.300000191,128,0,0,0.573,0.717,7.52,0,0.064,1.2,0,0.115,66.29,0,0,0.036,0.1,28,0.298,2,52,168,532,244,1.77,6,0,0,0.096,0,0,0
Beans,"Beans,Black,Mature Seeds,Ckd,Bld,W/Salt",1.15,0,23.71,0,8.699999809,132,0,0,0.444,0.505,8.86,0,0.059,1.2,0,0.244,65.74,0.047,0.231,0.139,0.54,27,0.209,2.1,70,140,355,237,1.12,6,0,0,0.069,0,0,0
Beans,"Beans,Black Turtle Soup,Mature Seeds,Ckd,Bld,W/Salt",1.38,0,24.35,0,5.300000191,130,0,0,0.327,0.527,8.18,0,0.056,1.2,0.319999993,0.225,65.74,0.03,0.149,0.089,0.35,55,0.269,2.85,49,152,433,239,0.76,0,0,0,0.077,0,0.87,3.3
Beans,"Beans,Cranberry (Roman),Mature Seeds,Ckd,Bld,W/Salt",1.09,0,24.46,0,10,136,0,0,0.37,0.515,9.34,0,0.069,1.3,0,0.21,64.65,0.04,0.199,0.119,0.46,50,0.231,2.09,50,135,387,237,1.14,0,0,0,0.081,0,0,0
Beans,"Beans,French,Mature Seeds,Ckd,Bld,W/Salt",1.61,0,24.02,0,9.399999619,129,0,0,0.382,0.546,7.05,0,0.062,1.2,0,0.13,66.57,0.052,0.453,0.083,0.76,63,0.115,1.08,56,102,370,242,0.64,3,0,0,0.105,1.2,0,0
Beans,"Beans,Great Northern,Mature Seeds,Ckd,Bld,W/Salt",1.14,0,21.09,0,7,118,0,0,0.518,0.681,8.33,0,0.059,4.1,0,0.158,69,0.021,0.187,0.14,0.45,68,0.247,2.13,50,165,391,238,0.88,1,0,0,0.117,1.3,0,0
Beans,"Beans,Kidney,All Types,Mature Seeds,Ckd,Bld,W/Salt",1.09,0,22.8,0,6.400000095,127,0,0,0.477,0.578,8.67,0,0.058,1.2,0.319999993,0.16,66.94,0.039,0.275,0.072,0.5,28,0.242,2.94,45,142,403,238,1.07,0,0,0,0.12,1.2,0.87,3.3
Beans,"Beans,Kidney,California Red,Mature Seeds,Ckd,Bld,W/Salt",1.44,0,22.41,0,9.300000191,124,0,0,0.318,0.54,9.13,0,0.062,1.2,0,0.129,66.93,0.007,0.052,0.014,0.09,66,0.289,2.98,48,137,419,240,0.86,0,0,0,0.104,1.2,0,0
Beans,"Beans,Kidney,Red,Mature Seeds,Ckd,Bld,W/Salt",1.09,0,22.8,0,7.400000095,127,0,0,0.477,0.578,8.67,0,0.058,1.2,0.319999993,0.16,66.94,0.039,0.275,0.072,0.5,28,0.242,2.94,45,142,403,238,1.07,0,0,0,0.12,1.2,0.03,8.4
Beans,"Beans,Kidney,Royal Red,Mature Seeds,Ckd,Bld W/Salt",1.5,0,21.85,0,9.300000191,123,0,0,0.255,0.552,9.49,0,0.067,1.2,0,0.095,66.99,0.013,0.093,0.024,0.17,44,0.262,2.77,42,142,378,241,0.9,3,0,0,0.104,1.2,0,0
Beans,"Beans,Navy,Mature Seeds,Ckd,Bld,W/Salt",1.3,0,26.05,0,10.5,140,0,0,0.527,0.649,8.23,0,0.066,2.9,0.370000005,0.237,63.81,0.142,0.49,0.098,0.62,69,0.21,2.36,53,144,389,237,1.03,0,0,0,0.138,0,0.01,0.6
Beans,"Beans,Pink,Mature Seeds,Ckd,Bld,W/Salt",1.34,0,27.91,0,5.300000191,149,0,0,0.548,0.57,9.06,0,0.063,1.4,0.360000014,0.257,61.2,0.042,0.21,0.126,0.49,52,0.271,2.3,65,165,508,238,0.96,0,0,0,0.175,0,0.98,3.7
Beans,"Beans,Pinto,Mature Seeds,Ckd,Bld,W/Salt",1.17,0,26.22,0,9,143,0,0,0.453,0.318,9.01,0,0.062,6.2,0.340000004,0.193,62.95,0.106,0.188,0.109,0.65,46,0.219,2.09,50,147,436,238,0.98,0,0,0,0.229,0.8,0.94,3.5
Beans,"Beans,Sml White,Mature Seeds,Ckd,Bld,W/Salt",1.34,0,25.81,0,10.39999962,142,0,0,0.51,0.272,8.97,0,0.059,1.3,0,0.236,63.24,0.056,0.276,0.166,0.64,73,0.149,2.84,68,169,463,238,1.09,0,0,0,0.127,0,0,0
Beans,"Beans,Yel,Mature Seeds,Ckd,Bld,W/Salt",1.5,0,25.27,0,10.39999962,144,0,0,0.455,0.708,9.16,0,0.103,1.3,0,0.187,62.98,0.094,0.466,0.279,1.08,62,0.186,2.48,74,183,325,241,1.06,2,0,0,0.129,1.8,0,0
Beans,"Beans,White,Mature Seeds,Ckd,Bld,W/ Salt",1.75,0,25.09,0,6.300000191,139,0,0,0.636,0.14,9.73,0,0.046,1.3,0.340000004,0.118,63.08,0.031,0.152,0.091,0.35,90,0.287,3.7,63,113,561,242,1.38,0,0,0,0.093,0,0.94,3.5
Broadbeans (Fava Bns),"Broadbeans (Fava Bns),Mature Seeds,Ckd,Bld,W/Salt",0.81,9,19.65,0,5.400000095,110,0,0,0.421,0.711,7.6,0,0.089,2.6,1.820000052,0.097,71.54,0.079,0.164,0.066,0.4,36,0.259,1.5,43,125,268,241,1.01,15,1,0,0.072,0.3,0.02,2.9
Chickpeas,"Chickpeas,Mature Seeds,Ckd,Bld,W/Salt",0.92,16,27.42,0,7.599999905,164,0,0,1.03,0.526,8.86,0,0.063,3.7,4.800000191,0.116,60.21,0.583,1.156,0.269,2.59,49,0.352,2.89,48,168,291,243,1.53,27,1,0,0.139,1.3,0.35,4
Cowpeas,"Cowpeas,Catjang,Mature Seeds,Ckd,Bld,W/Salt",1.16,0,20.32,0,3.599999905,117,0,0,0.473,0.714,8.13,0,0.046,2.5,0,0.162,69.7,0.059,0.303,0.185,0.71,26,0.271,3.05,96,142,375,255,1.87,10,1,0,0.092,0.4,0,0
Cowpeas,"Cowpeas,Common,Mature Seeds,Ckd,Bld,W/Salt",0.94,9,20.76,0,6.5,116,0,0,0.475,0.495,7.73,0,0.055,2.5,3.299999952,0.202,70.04,0.044,0.225,0.138,0.53,24,0.268,2.51,53,156,278,240,1.29,15,1,0,0.1,0.4,0.28,1.7
Hyacinth Bns,"Hyacinth Bns,Mature Seeds,Ckd,Bld,W/Salt",1.46,0,20.7,0,0,117,0,0,0.482,0.411,8.14,0,0.037,2.8,0,0.27,69.13,0,0,0.099,0.58,40,0.341,4.58,82,120,337,243,2.85,0,0,0,0.037,0,0,0
Lentils,"Lentils,Mature Seeds,Ckd,Bld,W/Salt",1.42,5,19.54,0,7.900000095,114,0,0,0.494,1.06,9.02,0,0.073,2.8,1.799999952,0.169,69.64,0.064,0.175,0.053,0.38,19,0.251,3.33,36,180,369,238,1.27,8,0,0,0.178,1.5,0.11,1.7
Lima Bns,"Lima Bns,Lrg,Mature Seeds,Ckd,Bld,W/Salt",1.15,0,20.88,0,7,115,0,0,0.516,0.421,7.8,0,0.055,4.5,2.900000095,0.161,69.79,0.034,0.171,0.089,0.38,17,0.235,2.39,43,111,508,238,0.95,0,0,0,0.161,0,0.18,2
Lima Bns,"Lima Bns,Thin Seeded (Baby),Mature Seeds,Ckd,Bld,W/Salt",1.12,0,23.31,0,7.699999809,126,0,0,0.585,0.66,8.04,0,0.055,4.9,0,0.161,67.15,0.034,0.169,0.088,0.38,29,0.215,2.4,53,127,401,239,1.03,0,0,0,0.078,0,0,0
Lupins,"Lupins,Mature Seeds,Ckd,Bld,W/Salt",1.14,0,9.29,0,2.799999952,116,0,0,0.676,0.495,15.57,0,0.053,2.6,0,0.134,71.08,1.18,0.73,0.346,2.92,51,0.231,1.2,54,128,245,240,1.38,0,0,0,0.009,1.1,0,0
Mothbeans,"Mothbeans,Mature Seeds,Ckd,Bld,W/Salt",1.45,0,20.96,0,0,117,0,0,0.527,0.668,7.81,0,0.023,2.8,0,0.124,69.23,0.044,0.256,0.124,0.55,3,0.164,3.14,104,150,304,246,0.59,10,1,0,0.093,1,0,0
Mung Bns,"Mung Bns,Mature Seeds,Ckd,Bld,W/Salt",0.79,14,19.15,0,7.599999905,105,0,0,0.298,0.577,7.02,0,0.061,2.5,2,0.164,72.66,0.054,0.128,0.116,0.38,27,0.156,1.4,48,99,266,238,0.84,24,1,0,0.067,1,0.15,2.7
Mungo Bns,"Mungo Bns,Mature Seeds,Ckd,Bld,W/Salt",1.06,19,18.34,0,6.400000095,105,0,0,0.412,1.5,7.54,0,0.075,2.5,2.00999999,0.15,72.51,0.029,0.359,0.038,0.55,53,0.139,1.75,63,156,231,243,0.83,31,2,0,0.058,1,0.15,2.7
Peas,"Peas,Split,Mature Seeds,Ckd,Bld,W/Salt",1.27,4,20.51,0,8.300000191,116,0,0,0.396,0.89,8.34,0,0.056,0.6,2.900000095,0.19,69.49,0.081,0.165,0.054,0.39,14,0.181,1.29,36,99,362,238,1,7,0,0,0.048,0.4,0.03,5
Peanuts,"Peanuts,All Types,Oil-Roasted,Wo/Salt",3.48,0,18.92,0,6.900000095,581,0,0,2.062,14.277,26.35,0,0.108,7.5,4.159999847,0.253,1.95,24.462,15.58,6.843,49.3,88,1.3,1.83,185,517,682,6,6.63,0,0,0,0.255,0,6.91,0
Peanuts,"Peanuts,All Types,Dry-Roasted,Wo/Salt",3.6,0,21.51,0,8,585,0,0,2.083,13.525,23.68,0,0.098,7.5,4.179999828,0.438,1.55,24.64,15.694,6.893,49.66,54,0.671,2.26,176,358,658,6,3.31,0,0,0,0.256,0,6.93,0
Peanuts,"Peanuts,Spanish,Oil-Roasted,Wo/Salt",3.72,0,17.45,0,8.899999619,579,0,0,2.355,14.933,28.01,0,0.085,7.5,0,0.317,1.78,22.073,17.008,7.555,49.04,100,0.661,2.28,168,387,776,6,2,0,0,0,0.256,0,0,0
Peanuts,"Peanuts,Valencia,Oil-Roasted,Wo/Salt",3.29,0,16.3,0,8.899999619,589,0,0,1.721,14.338,27.04,0,0.153,7.5,0,0.09,2.12,23.065,17.772,7.894,51.24,54,0.838,1.65,160,319,612,6,3.08,0,0,0,0.243,0,0,0
Peanuts,"Peanuts,Virginia,Oil-Roasted,Wo/Salt",3.48,0,19.86,0,8.899999619,578,0,0,2.008,14.7,25.87,0,0.112,7.5,0,0.276,2.17,25.222,14.669,6.345,48.62,86,1.273,1.67,188,506,652,6,6.62,0,0,0,0.254,0,0,0
Peanut Butter,"Peanut Butter,Chunk Style,Wo/Salt",3.29,0,21.57,0,8,589,0,0,1.8,13.696,24.06,0,0.111,8.2,8.409999847,0.106,1.14,24.561,14.798,8.081,49.94,45,0.578,1.9,160,319,745,17,2.79,0,0,0,0.418,0,6.3,0.5
Peanut Butter,"Peanut Butter,Smooth Style,Wo/Salt",3.15,0,19.56,0,6,588,0,0,1.466,13.403,25.09,0,0.105,5.6,9.220000267,0.073,1.81,23.713,13.867,10.292,50.39,43,0.473,1.87,154,358,649,17,2.91,0,0,0,0.543,0,8.99,0.6
Peanut Butter W/ Omega-3,"Peanut Butter W/ Omega-3,Creamy",3.37,0,17,0,6.099999905,608,0,0,1.85,12.875,24.47,0,0.087,0,3.109999895,0.055,0.99,36.614,6.95,9.691,54.17,45,0.476,1.67,191,426,780,356,3.08,0,0,0,0.292,0,10.34,0
Pigeon Peas (Red Gm),"Pigeon Peas (Red Gm),Mature Seeds,Ckd,Bld,W/Salt",1.06,0,23.25,0,6.699999809,121,0,0,0.501,0.781,6.76,0,0.059,2.9,0,0.146,68.55,0.003,0.205,0.083,0.38,43,0.269,1.11,46,119,384,241,0.9,3,0,0,0.05,0,0,0
Soybeans,"Soybeans,Mature Seeds,Ckd,Bld,W/Salt",1.91,5,9.93,0,6,173,0,0,0.824,0.399,16.64,0,0.285,7.3,3,0.155,62.55,1.981,5.064,1.297,8.97,102,0.407,5.14,86,245,515,237,1.15,9,0,0,0.234,1.7,0.35,19.2
Soybeans,"Soybeans,Mature Seeds,Rsted,No Salt Added",3.88,0,33.55,0,17.70000076,471,0,0,2.158,1.41,35.22,0,0.145,19.1,0,0.1,1.95,5.61,14.339,3.674,25.4,138,0.828,3.9,145,363,1470,4,3.14,0,0,0,0.208,2.2,0,0
Soy Flr,"Soy Flr,Full-Fat,Raw,Crude Prot Basis (N X 6.25)",4.46,0,31.93,0,9.600000381,434,0,0,2.275,4.32,37.8,0,1.16,7.5,0,0.581,5.16,4.561,11.657,2.987,20.65,206,2.92,6.37,429,494,2515,13,3.92,120,6,0,0.461,0,0,0
Soy Flr,"Soy Flr,Full-Fat,Rstd,Crude Prot Basis (N X 6.25)",5.86,0,30.38,0,0,439,0,0,2.077,3.286,38.09,0,0.941,7.5,0,0.412,3.81,4.829,12.341,3.162,21.86,188,2.221,5.82,369,476,2041,12,3.58,110,6,0,0.351,0,0,0
Soy Flr,"Soy Flr,Defatted,Crude Prot Basis (N X 6.25)",6.04,24,30.63,0,16,372,0,0,3.15,2.95,49.81,0,0.28,58.9,14.57999992,1.088,4.61,1.46,4.215,1.29,8.9,285,1.6,8.2,285,675,2090,9,4.1,40,2,0,1.05,0,0.55,4.1
Soy Flr,"Soy Flr,Low-Fat,Crude Prot Basis (N X 6.25)",6.09,24,33.58,0,10.19999981,369,0,0,3.08,2.16,50.93,0,0.285,9.3,19.79999924,0.38,2.7,1.48,3.782,0.969,6.7,188,5.08,5.99,229,593,2570,18,1.18,40,2,0,0.522,0,0.19,4.1
Soy Meal,"Soy Meal,Defatted,Raw,Crude Prot Basis (N X 6.25)",5.58,0,35.89,0,0,337,0,0,3.8,2.587,49.2,0,0.251,3.3,0,0.691,6.94,0.409,1.045,0.268,2.39,244,2,13.7,306,701,2490,3,5.06,40,2,0,0.569,0,0,0
Soy Prot Conc,"Soy Prot Conc,Produced By Acid Wash",4.7,0,30.91,0,5.5,331,0,0,4.19,0.716,58.13,0,0.142,0.8,20,0.316,5.8,0.079,0.201,0.052,0.46,363,0.976,10.78,140,839,450,900,4.4,0,0,0,0.134,0,0,0
Soy Prot Conc,"Soy Prot Conc,Crude Prot Basis (N X 6.25),Acid Wash",4.7,0,25.41,0,5.5,328,0,0,4.19,0.716,63.63,0,0.142,0.8,0,0.316,5.8,0.079,0.201,0.052,0.46,363,0.976,10.78,140,839,450,900,4.4,0,0,0,0.134,0,0,0
Soy Prot Isolate,"Soy Prot Isolate,K Type",3.58,0,10.22,0,5.599999905,326,0,0,1.493,1.438,80.69,0,0.1,0.8,0,0.176,4.98,0.117,0.299,0.077,0.53,178,1.599,14.5,39,776,1590,50,4.03,0,0,0,0.1,0,0,0
Soy Prot Isolate,"Soy Prot Isolate,K Type,Crude Prot Basis",3.58,0,2.59,0,2,321,0,0,1.493,1.438,88.32,0,0.1,0.8,0,0.176,4.98,0.101,0.258,0.066,0.53,178,1.599,14.5,39,776,1590,50,4.03,0,0,0,0.1,0,0,0
Soy Sau Made From Soy&Wheat (Shoyu),"Soy Sau Made From Soy&Wheat (Shoyu),Lo Na",15.15,0,8.51,0,0.800000012,53,0,0,0.424,3.36,5.17,0,0.13,0.8,1.700000048,0.05,71.09,0.012,0.036,0.01,0.08,17,0.115,2.02,34,110,180,3333,0.37,0,0,0,0.17,0,0,0
Tofu,"Tofu,Raw,Firm,Prep W/Ca Sulfate",1.4,0,4.27,0,2.299999952,145,0,0,1.181,0.381,15.78,0,0.102,17.4,0,0.158,69.83,1.925,4.921,1.261,8.72,683,0.378,2.66,58,190,237,14,1.57,166,0,0,0.092,0.2,0,0
Tofu,"Tofu,Raw,Reg,Prep W/Ca Sulfate",0.72,0,1.88,0,0.300000012,76,0,0,0.605,0.195,8.08,0,0.052,8.9,0,0.081,84.55,1.056,2.699,0.691,4.78,350,0.193,5.36,30,97,121,7,0.8,85,4,0,0.047,0.1,0,0
Tofu,"Tofu,Dried-Frozen (Koyadofu),Prep W/Ca Sulfate",3.15,0,12.79,0,1.200000048,472,0,0,3.689,1.189,47.94,0,0.317,54.3,0,0.494,5.78,6.701,17.128,4.388,30.34,2134,1.179,9.73,181,483,20,6,4.9,0,0,0,0.286,0.7,0,0
Tofu,"Tofu,Fried,Prep W/Ca Sulfate",1.62,0,10.5,0,3.900000095,271,0,0,1.495,0.1,17.19,0,0.05,28.5,0,0.17,50.52,4.456,11.39,2.918,20.18,961,0.398,4.87,95,287,146,16,1.99,0,0,0,0.099,0,0,0
Tofu,"Tofu,Salted&Fermented (Fuyu),Prep W/Ca Sulfate",8.69,0,5.15,0,0,116,0,0,1.174,0.379,8.15,0,0.101,17.3,0,0.157,70.01,1.767,4.516,1.157,8,1229,0.376,1.98,58,73,75,2873,1.56,0,0,0,0.091,0.2,0,0
