Partner,Partner ID,ZIP Code
Mouse,28,10514
Mouse,28,10519
Mouse,28,10518
Mouse,28,10548
Mouse,28,10536
Mouse,28,10523
Mouse,28,10530
Mouse,28,10528
Mouse,28,10527
Mouse,28,10540
Mouse,28,10551
Mouse,28,10532
Mouse,28,10538
Mouse,28,10703
Mouse,28,10598
Mouse,28,10578
Mouse,28,10583
Mouse,28,10601
Mouse,28,10590
Mouse,28,10704
Mouse,28,10597
Mouse,28,10570
Mouse,28,10566
Mouse,28,10588
Mouse,28,10702
Mouse,28,10596
Mouse,28,10587
Mouse,28,10591
Mouse,28,10605
Mouse,28,10606
Mouse,28,10705
Mouse,28,10709
Mouse,28,10708
Mouse,28,10803
Mouse,28,10804
Mouse,28,10710
Mouse,28,10505
Mouse,28,10589
Mouse,28,10595
Mouse,28,10547
Mouse,28,10533
Mouse,28,10520
Mouse,28,10550
Mouse,28,10522
Mouse,28,10510
Mouse,28,10706
Mouse,28,10552
Mouse,28,10576
Mouse,28,10543
Mouse,28,10553
Mouse,28,10517
Mouse,28,10707
Mouse,28,10802
Mouse,28,10604
Mouse,28,10602
Mouse,28,10579
Mouse,28,10521
Mouse,28,10607
Mouse,28,10524
Mouse,28,10610
Mouse,28,10537
Mouse,28,10594
Mouse,28,10545
Mouse,28,10541
Mouse,28,10801
Mouse,28,10526
Mouse,28,10572
Mouse,28,10502
Mouse,28,10509
Mouse,28,10603
Mouse,28,10577
Mouse,28,10573
Mouse,28,10805
Mouse,28,10504
Mouse,28,10571
Mouse,28,10701
Mouse,28,10567
Mouse,28,10562
Mouse,28,10580
