id	name	city	state	zip
3399911	DOVER SAU OFFICE	DOVER	NH	03820
3399912	LONDONDERRY SAU OFFICE	LONDONDERRY	NH	03053
3399914	EPPING SAU OFFICE	EPPING	NH	03042
3399915	HOOKSETT SAU OFFICE	HOOKSETT	NH	03106
3399916	EXETER SAU OFFICE	EXETER	NH	03833
3399918	FRANKLIN SAU OFFICE	FRANKLIN	NH	03235
3399919	GOFFSTOWN SAU OFFICE	GOFFSTOWN	NH	03045
3399920	GORHAM SAU OFFICE	GORHAM	NH	03581
3399921	WINNACUNNET SAU OFFICE	HAMPTON	NH	03842
3399923	HAVERHILL COOPERATIVE SAU OFFICE	N. HAVERHILL	NH	03774
3399926	MERRIMACK SAU OFFICE	MERRIMACK	NH	03054
3399927	LITCHFIELD SAU OFFICE	LITCHFIELD	NH	03052
3399928	SAU #28 OFFICE	PELHAM	NH	03076
3399929	KEENE SAU OFFICE	KEENE	NH	03431
3399930	LACONIA SAU OFFICE	LACONIA	NH	03246
3399932	PLAINFIELD SAU OFFICE	MERIDEN	NH	03770
3399935	WHITE MOUNTAINS SAU OFFICE	LITTLETON	NH	03561
3399936	WHITE MOUNTAINS REGIONAL SAU OFFICE	WHITEFIELD	NH	03598
3399937	MANCHESTER SAU OFFICE	MANCHESTER	NH	03102
3399939	AMHERST SAU OFFICE	AMHERST	NH	03031
3399940	MILFORD SAU OFFICE	MILFORD	NH	03055
3399941	HOLLIS-BROOKLINE SAU OFFICE	HOLLIS	NH	03049
3399942	NASHUA SAU OFFICE	NASHUA	NH	03061
3399943	NEWPORT SAU OFFICE	NEWPORT	NH	03773
3399944	NORTHWOOD SAU OFFICE	NORTHWOOD	NH	03261
3399945	MOULTONBOROUGH SAU OFFICE	MOULTONBOROUGH	NH	03254
3399946	MERRIMACK VALLEY SAU OFFICE	PENACOOK	NH	03303
3399947	CONTOOCOOK VALLEY SAU OFFICE	PETERBOROUGH	NH	03458
3399948	PLYMOUTH SAU OFFICE	PLYMOUTH	NH	03264
3399949	GOVERNOR WENTWORTH REGIONAL SAU OFFICE	WOLFEBORO	NH	03894
3399950	GREENLAND SAU OFFICE	GREENLAND	NH	03840
3399951	PITTSFIELD SAU OFFICE	PITTSFIELD	NH	03263
3399952	PORTSMOUTH SAU OFFICE	PORTSMOUTH	NH	03801
3399953	PEMBROKE SAU OFFICE	PEMBROKE	NH	03275
3399954	ROCHESTER SAU OFFICE	ROCHESTER	NH	03867
3399955	TIMBERLANE REGIONAL SAU OFFICE	PLAISTOW	NH	03865
3399956	OYSTER RIVER SAU OFFICE	DURHAM	NH	03824
3399957	SALEM SAU OFFICE	SALEM	NH	03079
3399958	NORTHUMBERLAND SAU OFFICE	GROVETON	NH	03582
3399960	FALL MOUNTAIN REGIONAL SAU OFFICE	CHARLESTOWN	NH	03603
3399963	WILTON SAU OFFICE	WILTON	NH	03086
3399964	KEARSARGE REGIONAL SAU OFFICE	NEW LONDON	NH	03257
3399965	PEMI-BAKER REGIONAL SCHOOL DISTRICT	PLYMOUTH	NH	03264
3399967	TAMWORTH SAU OFFICE	TAMWORTH	NH	03886
3399968	SANBORN REGIONAL SAU OFFICE	KINGSTON	NH	03848
3399969	HILLSBORO-DEERING SAU OFFICE	HILLSBORO	NH	03244
3400004	THE SCHOOL DISTRICT OF THE CHATHAMS	CHATHAM	NJ	07928
3400005	MORRIS-UNION JOINTURE COMMISSON SCHOOL DISTRICT	NEW PROVIDENCE	NJ	07094
3400006	ATLANTIC COUNTY SPECIAL SERVICES SCHOOL DISTRICT	MAYS LANDING	NJ	08330
3400007	SOUTH  BERGEN JOINTURE COMMISSION SCHOOL DISTRICT	HASBROUCK HEIGHTS	NJ	07604
3400008	GREAT MEADOWS REGIONAL SCHOOL DISTRICT	GREAT MEADOWS	NJ	07838
3400009	SOMERSET HILLS REGIONAL SCHOOL DISTRICT	BERNARDSVILLE	NJ	07924
3400011	OCEANSIDE CHARTER SCHOOL	ATLANTIC CITY	NJ	08401
3400014	ENGLEWOOD ON THE PALISADES CHARTER SCHOOL	ENGLEWOOD	NJ	07631
3400015	TEANECK COMMUNITY CHARTER SCHOOL	TEANECK	NJ	07666
3400017	CAMDEN'S PROMISE CHARTR SCHOOL	CAMDEN	NJ	08105
3400019	CHARTER~TECH HIGH SCHOOL FOR THE PERFORMING ARTS	SOMERS POINT	NJ	08244
3400020	DISCOVERY CHARTER SCHOOL	NEWARK	NJ	07102
3400021	EAST ORANGE COMMUNITY CHARTER SCHOOL	EAST ORANGE	NJ	07017
3400022	MARION P. THOMAS CHARTER SCHOOL	NEWARK	NJ	07103
3400023	NEW HORIZONS COMMUNITY CHARTER SCHOOL	NEWARK	NJ	07103
3400024	NORTH STAR ACADEMY CHARTER SCHOOL OF NEWARK	NEWARK	NJ	07102
3400025	ROBERT TREAT ACADEMY CHARTER SCHOOL	NEWARK	NJ	07104
3400026	MARIA VARISCO ROGERS CHARTER SCHOOL	NEWARK	NJ	07104
3400028	LIBERTY ACADEMY CHARTER SCHOOL	JERSEY CITY	NJ	07307
3400029	ELYSIAN CHARTER SCHOOL	HOBOKEN	NJ	07030
3400032	HOBOKEN CHARTER SCHOOL	HOBOKEN	NJ	07030
3400033	JERSEY CITY COMMUNITY CHARTER SCHOOL	JERSEY CITY	NJ	07305
3400034	JERSEY CITY GOLDEN DOOR CHARTER SCHOOL	JERSEY CITY	NJ	07306
3400035	THE LEARNING COMMUNITY CHARTER SCHOOL	JERSEY CITY	NJ	07304
3400036	SOARAING HEIGHTS CHARTER SCHOOL	JERSEY CITY	NJ	07305
3400041	INTERNATIONAL CHARTER SCHOOL OF TRENTON	TRENTON	NJ	08611
3400042	HAMILTON SCHOOL DISTRICT - PACE CHARTER SCHOOL OF HAMILTON	HAMILTON	NJ	08619
3400043	PRINCETON CHARTER SCHOOL	PRINCETON	NJ	08540
3400046	THE VILLAGE CHARTER SCHOOL	TRENTON	NJ	08628
3400047	GREATER BRUNSWICK CHARTER SCHOOL	NEW BRUNSWICK	NJ	08901
3400048	ACADEMY CHARTER HIGH SCHOOL	LAKE COMO	NJ	07719
3400049	RED BANK CHARTER SCHOOL	RED BANK	NJ	07701
3400050	HUNTERDON COUNTY VOCATIONAL SCHOOL DISTRICT	FLEMINGTON	NJ	08822
3400051	UNITY CHARTER SCHOOL	MORRISTOWN	NJ	07960
3400052	CLASSICAL ACADEMY CHARTER SCHOOL OF CLIFTON	CLIFTON	NJ	07013
3400055	SUSSEX COUNTY CHARTER SCHOOL FOR TECHNOLOGY SCHOOL DISTRICT	SPARTA	NJ	07871
3400059	GALLOWAY COMMUNITY CHARTER SCHOOL	GALLOWAY	NJ	08205
3400061	THE QUEEN CITY ACADEMY CHARTER SCHOOL	PLAINFIELD	NJ	07063
3400062	EDUCATIONAL INFORMATION AND RESOURCE CENTER	MULLICA HILL	NJ	08062
3400064	GRAY CHARTER SCHOOL	NEWARK	NJ	07102
3400065	GREATER NEWARK CHARTER SCHOOL	NEWARK	NJ	07102
3400069	BAYSHORE JOINTURE COMMISSION	TINTON FALLS	NJ	07712
3400070	TEAM ACADEMY CHARTER SCHOOL	NEWARK	NJ	07102
3400071	CAMDEN ACADEMY CHARTER HIGH SCHOOL	CAMDEN	NJ	08105
3400073	UNIVERSITY ACADEMY CHARTER HIGH SCHOOL	JERSEY CITY	NJ	07305
3400075	CENTRAL JERSEY ARTS CHARTER SCHOOL	PLAINFIELD	NJ	07062
3400076	HOPE ACADEMY CHARTER SCHOOL	ASBURY PARK	NJ	07712
3400077	LADY LIBERTY ACADEMY CHARTER SCHOOL	NEWARK	NJ	07106
3400078	LEAP ACADEMY UNIVERSITY CHARTER SCHOOL	CAMDEN	NJ	08102
3400079	ENVIRONMENT COMMUNITY OPPORTUNITY (ECO) CHARTER SCHOOL	CAMDEN	NJ	08102
3400080	FREEDOM PREP CHARTER SCHOOL	CAMDEN	NJ	08104
3400081	D.U.E. SEASON CHARTER SCHOOL	CAMDEN	NJ	08104
3400082	RIDGE AND VALLEY CHARTER SCHOOL	BLAIRSTOWN	NJ	07825
3400083	UNION COUNTY TEAMS CHARTER SCHOOL-HIGH SCHOOL/COLLEGE LA	PLAINFIELD	NJ	07060
3400084	UNIVERSITY HEIGHTS CHARTER SCHOOL	NEWARK	NJ	07103
3400085	OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES	WEST TRENTON	NJ	08628
3400087	PATERSON CHARTER SCHOOL FOR SCIENCE AND TECHNOLOGY	PATERSON	NJ	07503
3400088	OFFICE OF EDUCATIONAL SERVICES DEPARTMENT OF CORRECTIONS	TRENTON	NJ	08625
3400089	OFFICE OF EDUCATION JUVENILE JUSTICE COMMISSION	TRENTON	NJ	08625
3400090	CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL	SOMERSET	NJ	08873
3400660	ABSECON PUBLIC SCHOOLS	ABSECON	NJ	08201
3400690	ALEXANDRIA TOWNSHIP SCHOOL DISTRICT	PITTSTOWN	NJ	08867
3400715	BERGEN ARTS AND SCIENCES CHARTER SCHOOL	GARFIELD	NJ	07026
3400716	ADELAIDE L. SANFORD CHARTER SCHOOL	NEWARK	NJ	07102
3400717	FOUNDATION ACADEMY CHARTER SCHOOL	TRENTON	NJ	08618
3400718	COMMUNITY CHARTER SCHOOL OF PATERSON	PATERSON	NJ	07501
3400719	PRIDE ACADEMY CHARTER SCHOOL	EAST ORANGE	NJ	07018
3400720	ALLAMUCHY TOWNSHIP SCHOOL DISTRICT	ALLAMUCHY	NJ	07820
3400721	CAMDEN'S PRIDE CHARTER SCHOOL	CAMDEN	NJ	08105
3400723	PAUL ROBESON CHARTER SCHOOL FOR THE HUMANITIES	TRENTON	NJ	08638
3400724	BURCH CHARTER SCHOOL OF EXCELLENCE	IRVINGTON	NJ	07111
3400727	THE ETHICAL COMMUNITY CHARTER SCHOOL	JERSEY CITY	NJ	07306
3400728	THE INSTITUTE FOR EXCELLENCE CHARTER SCHOOL	CEDAR BROOK	NJ	08018
3400729	VINELAND PUBLIC CHARTER SCHOOL	VINELAND	NJ	08360
3400730	NEWARK EDUCATORS COMMUNITY CHARTER SCHOOL	NEWARK	NJ	07102
3400731	RIVERBANK CHARTER SCHOOL OF EXCELLENCE	ROEBLING	NJ	08554
3400734	HOBOKEN DUAL LANGUAGE CHARTER SCHOOL	HOBOKEN	NJ	07030
3400735	HATIKVAH INTERNATIONAL ACADEMY CHARTER SCHOOL	EAST BRUNSWICK	NJ	08816
3400736	NEWARK LEGACY CHARTER SCHOOL	NEWARK	NJ	07108
3400737	RENAISSANCE REGIONAL LEADERSHIP CHARTER SCHOOL	BROWNS MILLS	NJ	08015
3400740	THE BARACK OBAMA GREEN CHARTER HIGH	PLAINFIELD	NJ	07060
3400741	ACADEMY FOR URBAN LEADERSHIP CHARTER SCHOOL	PERTH AMBOY	NJ	08861
3400742	VISIONS ACADEMY CHARTER HIGH SCHOOL	NEWARK	NJ	07102
3400743	100 LEGACY ACADEMY CHARTER SCHOOL	NEWARK	NJ	07103
3400744	BENJAMIN BANNEKER PREPARATORY CHARTER SCHOOL	WILLINGBORO	NJ	08046
3400745	PASSAIC ARTS AND SCIENCE CHARTER SCHOOL	PASSAIC	NJ	07055
3400746	THOMAS EDISON ENERGYSMART CHARTER SCHOOL	SOMERSET	NJ	08873
3400748	JOHN P HOLLAND CHARTER SCHOOL	PATERSON	NJ	07501
3400749	MILLVILLE PUBLIC CHARTER SCHOOL	MILLVILLE	NJ	08333
3400750	ALLENDALE PUBLIC SCHOOL DISTRICT	ALLENDALE	NJ	07401
3400751	GREAT OAKS CHARTER SCHOOL	NEWARK	NJ	07102
3400752	THE KINGDOM CHARTER SCHOOL OF LEADERSHIP	BLACKWOOD	NJ	08012
3400753	M.E.T.S. CHARTER SCHOOL	JERSEY CITY	NJ	07307
3400754	PEOPLE'S PREPARATORY CHARTER SCHOOL	NEWARK	NJ	07103
3400755	ROSEVILLE COMMUNITY CHARTER SCHOOL	NEWARK	NJ	07107
3400756	DR LENA EDWARDS ACADEMIC CHARTER SCHOOL	JERSEY CITY	NJ	07304
3400757	PAULO FREIRE CHARTER SCHOOL	NEWARK	NJ	07102
3400758	NEWARK PREP CHARTER SCHOOL	NEWARK	NJ	07102
3400759	BELOVED COMMUNITY CHARTER SCHOOL	JERSEY CITY	NJ	07302
3400760	MERIT PREPARATORY CHARTER SCHOOL OF NEWARK	NEWARK	NJ	07102
3400761	CITY INVINCIBLE CHARTER SCHOOL	CAMDEN	NJ	08103
3400762	KNOWLEDGE A TO Z CHARTER SCHOOL	CAMDEN	NJ	08103
3400763	HOPE COMMUNITY CHARTER SCHOOL	CAMDEN	NJ	08103
3400764	PHILLIP'S ACADEMY  CHARTER SCHOOL	NEWARK	NJ	07103
3400765	PATERSON ARTS AND SCIENCE CHARTER SCHOOL	PATERSON	NJ	07514
3400766	COMPASS ACADEMY CHARTER SCHOOL	VINELAND	NJ	08361
3400767	JERSEY CITY GLOBAL CHARTER SCHOOL	JERSEY CITY	NJ	07307
3400768	CAMDEN COMMUNITY CHARTER SCHOOL	CAMDEN	NJ	08102
3400769	SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT	LAMBERTVILLE	NJ	08530
3400770	TRENTON STEM-TO-CIVICS CHARTER SCHOOL	TRENTON	NJ	08611
3400771	ATLANTIC CITY COMMUNITY CHARTER SCHOOL	ATLANTIC CITY	NJ	08401
3400772	MASTERY SCHOOLS OF CAMDEN	PHILADELPHIA	PA	19144
3400773	LINK COMMUNITY CHARTER SCHOOL	NEWARK	NJ	07114
3400774	GREAT FUTURES CHARTER SCHOOL	JERSEY CITY	NJ	07302
3400775	INTERNATIONAL ACADEMY OF TRENTON CHARTER SCHOOL	TRENTON	NJ	08618
3400776	UNCOMMON SCHOOLS CAMDEN PREP	CAMDEN	NJ	08104
3400777	KIPP COOPER NORCROSS ACADEMY AT LANNING SQUARE	CAMDEN	NJ	08103
3400778	MARIE H. KATZENBACH SCHOOL FOR THE DEAF	WEST TRENTON	NJ	08628
3400780	ALLENHURST	ALLENHURST	NJ	07711
3400810	ALLOWAY TWP SCHOOL DISTRICT	ALLOWAY	NJ	08001
3400840	ALPHA BOROUGH SCHOOL DISTRICT	ALPHA	NJ	08865
3400870	ALPINE ELEMENTARY SCHOOL DISTRICT	ALPINE	NJ	07620
3400900	ANDOVER REGIONAL SCHOOL DISTRICT	NEWTON	NJ	07860
3400930	ASBURY PARK SCHOOL DISTRICT	ASBURY PARK	NJ	07712
3400960	ATLANTIC CITY PUBLIC SCHOOLS	ATLANTIC CITY	NJ	08401
3400990	ATLANTIC COUNTY VOCATIONAL SCHOOL DISTRICT	MAYS LANDING	NJ	08330
3401020	ATLANTIC HIGHLANDS SCHOOL DISTRICT	ATLANTIC HIGHLANDS	NJ	07716
3401050	AUDUBON PUBLIC SCHOOL DISRICT	AUDUBON	NJ	08106
3401110	AVALON SCHOOL DISTRICT	AVALON	NJ	08202
3401140	AVON BORO SCHOOL DISTRICT	AVON	NJ	07717
3401170	BARRINGTON SCHOOL DISTRICT	BARRINGTON	NJ	08007
3401200	BASS RIVER TOWNSHIP BOARD OF EDUCATION	NEW GRETNA	NJ	08224
3401230	BAY HEAD BOROUGH	BAY HEAD	NJ	08742
3401260	BAYONNE SCHOOL DISTRICT	BAYONNE	NJ	07002
3401290	BEACH HAVEN SCHOOL DISTRICT	BEACH HAVEN	NJ	08008
3401320	BEDMINSTER TOWNSHIP PUBLIC SCHOOL	BEDMINSTER	NJ	07921
3401350	BELLEVILLE PUBLIC SCHOOLS	BELLEVILLE	NJ	07109
3401380	BELLMAWR PUBLIC SCHOOL DISTRICT	BELLMAWR	NJ	08031
3401410	BELMAR ELEMENTARY SCHOOL DISTRICT	BELMAR	NJ	07719
3401440	BELVIDERE SCHOOL DISTRICT	BELVIDERE	NJ	07823
3401450	BERGEN COUNTY SPECIAL SERVICES SCHOOL DISTRICT	PARAMUS	NJ	07652
3401470	BERGEN COUNTY VOCATIONAL TECHNICAL SCHOOL DISTRICT	PARAMUS	NJ	07652
3401500	BERGENFIELD BOROUGH SCHOOL DISTRICT	BERGENFIELD	NJ	07621
3401530	BERKELEY HEIGHTS SCHOOL DISTRICT	BERKELEY HEIGHTS	NJ	07922
3401560	BERKELEY TOWNSHIP SCHOOL DISTRICT	BAYVILLE	NJ	08721
3401590	BERLIN BOROUGH SCHOOL DISTRICT	BERLIN	NJ	08009
3401620	BERLIN TOWNSHIP SCHOOL DISTRICT	WEST BERLIN	NJ	08091
3401650	BERNARDS TOWNSHIP SCHOOL DISTRICT	BASKING RIDGE	NJ	07920
3401710	BETHLEHEM TOWNSHIP SCHOOL DISTRICT	ASBURY	NJ	08802
3401740	BEVERLY CITY SCHOOL	BEVERLY	NJ	08010
3401770	BLACK HORSE PIKE REGIONAL SCHOOL DISTRICT	BLACKWOOD	NJ	08012
3401800	BLAIRSTOWN ELEMENTARY TOWNSHIP SCHOOL DISTRICT	BLAIRSTOWN	NJ	07825
3401830	BLOOMFIELD BOARD OF EDUCATION	BLOOMFIELD	NJ	07003
3401860	BLOOMINGDALE SCHOOL DISTRICT	BLOOMINGDALE	NJ	07403
3401890	BLOOMSBURY SCHOOL DISTRICT	BLOOMSBURY	NJ	08804
3401920	BOGOTA PUBLIC SCHOOL DISTRICT	BOGOTA	NJ	07603
3401950	BOONTON TOWN SCHOOL DISTRICT	BOONTON	NJ	07005
3401980	BOONTON TOWNSHIP PUBLIC SCHOOL	BOONTON TOWNSHIP	NJ	07005
3402030	BORDENTOWN REGIONAL SCHOOL DISTRICT	BORDENTOWN	NJ	08505
3402100	BOUND BROOK SCHOOL DISTRICT	BOUND BROOK	NJ	08805
3402130	BRADLEY BEACH ELEMENTARY SCHOOL DISTRICT	BRADLEY BEACH	NJ	07720
3402160	BRANCHBURG TOWNSHIP SCHOOL DISTRICT	BRANCHBURG	NJ	08876
3402220	BRICK TOWNSHIP PUBLIC SCHOOLS	BRICK	NJ	08724
3402250	BRIDGETON CITY SCHOOL DISTRICT	BRIDGETON	NJ	08302
3402280	BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT	MARTINSVILLE	NJ	08836
3402310	BRIELLE BORO SCHOOL DISTRICT	BRIELLE	NJ	08730
3402340	BRIGANTINE PUBLIC SCHOOLS	BRIGANTINE	NJ	08203
3402370	BROOKLAWN PUBLIC SCHOOL DISTRICT	BROOKLAWN	NJ	08030
3402400	BUENA REGIONAL SCHOOL DISTRICT	RICHLAND	NJ	08350
3402430	BURLINGTON CITY PUBLIC SCHOOL DISTRICT	BURLINGTON	NJ	08016
3402440	BURLINGTON COUNTY SPECIAL SERVICES SCHOOL DISTRICT	WESTAMPTON	NJ	08060
3402460	BURLINGTON TOWNSHIP BOARD OF EDUCATION	BURLINGTON	NJ	08016
3402490	BURLINGTON COUNTY INSTITUTE OF TECHNOLOGY	WESTAMPTON	NJ	08060
3402520	BUTLER PUBLIC SCHOOL DISTRICT	BUTLER	NJ	07405
3402550	BYRAM TOWNSHIP SCHOOL DISTRICT	STANHOPE	NJ	07874
3402580	CALDWELL-WEST CALDWELL SCHOOL DISTRICT	WEST CALDWELL	NJ	07006
3402610	CALIFON BOROUGH SCHOOL DISTRICT	CALIFON	NJ	07830
3402640	CAMDEN CITY PUBLIC SCHOOLS	CAMDEN	NJ	08102
3402670	CAMDEN COUNTY TECHNICAL SCHOOL DISTRICT	SICKLERVILLE	NJ	08081
3402700	CAPE MAY CITY SCHOOL DISTRICT	CAPE MAY	NJ	08204
3402730	CAPE MAY COUNTY TECHNICAL HIGH SCHOOL DISTRICT	CAPE MAY COURT HOUSE	NJ	08210
3402740	CAPE MAY COUNTY SPECIAL SERVICES SCHOOL DISTRICT	CAPE MAY COURT HOUSE	NJ	08210
3402760	CAPE MAY POINT	CAPE MAY POINT	NJ	08212
3402790	CARLSTADT PUBLIC SCHOOL DISTRICT	CARLSTADT	NJ	07072
3402800	CARLSTADT-EAST RUTHERFORD REGIONAL HIGH SCHOOL DISTRICT	EAST RUTHERFORD	NJ	07073
3402820	CARTERET PUBLIC SCHOOL DISTRICT	CARTERET	NJ	07008
3402850	CEDAR GROVE TOWNSHIP SCHOOL DISTRICT	CEDAR GROVE	NJ	07009
3402880	STERLING REGIONAL SCHOOL DISTRICT	SOMERDALE	NJ	08083
3402910	CENTRAL REGIONAL SCHOOL DISTRICT	BAYVILLE	NJ	08721
3403000	CHERRY HILL SCHOOL DISTRICT	CHERRY HILL	NJ	08034
3403030	CHESILHURST	CHESILHURST	NJ	08089
3403060	CHESTER SCHOOL DISTRICT	CHESTER	NJ	07930
3403090	CHESTERFIELD TOWNSHIP SCHOOL DISTRICT	CHESTERFIELD	NJ	08515
3403120	CINNAMINSON TOWNSHIP PUBLIC SCHOOLS	CINNAMINSON	NJ	08077
3403150	CLARK TOWNSHIP PUBLIC SCHOOLS	CLARK	NJ	07066
3403180	CLAYTON PUBLIC SCHOOL DISTRICT	CLAYTON	NJ	08312
3403210	CLEARVIEW REGIONAL HIGH SCHOOL DISTRICT	MULLICA HILL	NJ	08062
3403240	CLEMENTON ELEMENTARY SCHOOL DISTRICT	CLEMENTON	NJ	08021
3403270	CLIFFSIDE PARK SCHOOL DISTRICT	CLIFFSIDE PARK	NJ	07010
3403300	CLIFTON PUBLIC SCHOOL DISTRICT	CLIFTON	NJ	07013
3403330	CLINTON-GLEN GARDNER SCHOOL DISTRICT	CLINTON	NJ	08809
3403360	CLINTON TOWNSHIP SCHOOL DISTRICT	LEBANON	NJ	08833
3403390	CLOSTER PUBLIC SCHOOL DISTRICT	CLOSTER	NJ	07624
3403420	COLLINGSWOOD PUBLIC SCHOOL DISTRICT	COLLINGSWOOD	NJ	08108
3403450	COLTS NECK TOWNSHIP SCHOOL DISTRICT	COLTS NECK	NJ	07722
3403480	COMMERCIAL TOWNSHIP SCHOOL DISTRICT	PORT NORRIS	NJ	08349
3403510	CORBIN CITY	OCEAN CITY	NJ	08226
3403540	CRANBURY TOWNSHIP SCHOOL DISTRICT	CRANBURY	NJ	08512
3403570	CRANFORD PUBLIC SCHOOL DISTRICT	CRANFORD	NJ	07016
3403600	CRESSKILL PUBLIC SCHOOL DISTRICT	CRESSKILL	NJ	07626
3403610	CUMBERLAND COUNTY BOARD OF VOCATIONAL ED SCHOOL DISTRICT	BRIDGETON	NJ	08302
3403620	CUMBERLAND REGIONAL SCHOOL DISTRICT	BRIDGETON	NJ	08302
3403630	DEAL BORO SCHOOL DISTRICT	DEAL	NJ	07723
3403660	DEERFIELD TOWNSHIP SCHOOL DISTRICT	ROSENHAYN	NJ	08352
3403690	DELANCO TOWNSHIP SCHOOL DISTRICT	DELANCO	NJ	08075
3403720	DELAWARE TOWNSHIP SCHOOL DISTRICT	SERGEANTSVILLE	NJ	08557
3403750	DELAWARE VALLEY REGIONAL HIGH SCHOOL DISTRICT	FRENCHTOWN	NJ	08825
3403780	DELRAN TOWNSHIP SCHOOL DISTRICT	DELRAN	NJ	08075
3403810	DEMAREST SCHOOL DISTRICT	DEMAREST	NJ	07627
3403840	DENNIS TOWNSHIP SCHOOL DISTRICT	CLERMONT	NJ	08210
3403870	DENVILLE TOWNSHIP K-8 SCHOOL DISTRICT	DENVILLE	NJ	07834
3403900	DEPTFORD TOWNSHIP PUBLIC SCHOOL DISTRICT	DEPTFORD	NJ	08096
3403930	DOVER PUBLIC SCHOOL DISTRICT	DOVER	NJ	07801
3403960	DOWNE TOWNSHIP SCHOOL DISTRICT	NEWPORT	NJ	08345
3403990	DUMONT PUBLIC SCHOOL DISTRICT	DUMONT	NJ	07628
3404020	DUNELLEN PUBLIC SCHOOL DISTRICT	DUNELLEN	NJ	08812
3404050	EAGLESWOOD TOWNSHIP SCHOOL DISTRICT	WEST CREEK	NJ	08092
3404080	EAST AMWELL TOWNSHIP SCHOOL DISTRICT	RINGOES	NJ	08551
3404110	EAST BRUNSWICK TOWNSHIP SCHOOL DISTRICT	EAST BRUNSWICK	NJ	08816
3404140	EAST GREENWICH TOWNSHIP SCHOOL DISTRICT	MICKLETON	NJ	08056
3404170	EAST HANOVER TOWNSHIP SCHOOL DISTRICT	EAST HANOVER	NJ	07936
3404200	EAST NEWARK	EAST NEWARK	NJ	07029
3404230	EAST ORANGE SCHOOL DISTRICT	EAST ORANGE	NJ	07017
3404290	EAST RUTHERFORD SCHOOL DISTRICT	EAST RUTHERFORD	NJ	07073
3404320	EAST WINDSOR REGIONAL SCHOOL DISTRICT	HIGHTSTOWN	NJ	08520
3404350	EASTAMPTON TOWNSHIP SCHOOL DISTRICT	EASTAMPTON	NJ	08060
3404380	EASTERN CAMDEN COUNTY REGIONAL SCHOOL DISTRICT	VOORHEES	NJ	08043
3404410	EATONTOWN PUBLIC SCHOOL DISTRICT	EATONTOWN	NJ	07724
3404440	EDGEWATER SCHOOL DISTRICT	EDGEWATER	NJ	07020
3404470	EDGEWATER PARK TOWNSHIP SCHOOL DISTRICT	EDGEWATER PARK	NJ	08010
3404500	EDISON TOWNSHIP SCHOOL DISTRICT	EDISON	NJ	08837
3404530	EGG HARBOR CITY SCHOOL DISTRICT	EGG HARBOR CITY	NJ	08215
3404560	EGG HARBOR TOWNSHIP SCHOOL DISTRICT	EGG HARBOR TOWNSHIP	NJ	08234
3404590	ELIZABETH PUBLIC SCHOOLS	ELIZABETH	NJ	07208
3404620	ELK TOWNSHIP SCHOOL DISTRICT	GLASSBORO	NJ	08028
3404650	ELMER BOROUGH SCHOOL DISTRICT	PITTSGROVE	NJ	08318
3404660	ELMWOOD PARK SCHOOL DISTRICT	ELMWOOD PARK	NJ	07407
3404680	ELSINBORO TOWNSHIP SCHOOL DISTRICT	SALEM	NJ	08079
3404710	EMERSON PUBLIC SCHOOL DISTRICT	EMERSON	NJ	07630
3404740	ENGLEWOOD PUBLIC SCHOOL DISTRICT	ENGLEWOOD	NJ	07631
3404770	ENGLEWOOD CLIFFS SCHOOL DISTRICT	ENGLEWOOD CLIFFS	NJ	07632
3404800	ESSEX COUNTY VOCATIONAL TECHNICAL SCHOOLS	NEWARK	NJ	07102
3404830	ESSEX FELLS SCHOOL DISTRICT	ESSEX FELLS	NJ	07021
3404860	ESTELL MANOR CITY SCHOOL DISTRICT	ESTELL MANOR	NJ	08319
3404890	EVESHAM TOWNSHIP SCHOOL DISTRICT	MARLTON	NJ	08053
3404920	EWING TOWNSHIP SCHOOL DISTRICT	EWING	NJ	08618
3404950	FAIR HAVEN SCHOOL DISTRICT	FAIR HAVEN	NJ	07704
3404980	FAIR LAWN PUBLIC SCHOOL DISTRICT	FAIR LAWN	NJ	07410
3405010	FAIRFIELD PUBLIC SCHOOLS	FAIRFIELD	NJ	07004
3405040	FAIRFIELD TOWNSHIP SCHOOL DISTRICT	BRIDGETON	NJ	08302
3405070	FAIRVIEW PUBLIC SCHOOL DISTRICT	FAIRVIEW	NJ	07022
3405130	FARMINGDALE PUBLIC SCHOOL DISTRICT	FARMINGDALE	NJ	07727
3405190	FLEMINGTON-RARITAN REGIONAL SCHOOL DISTRICT	FLEMINGTON	NJ	08822
3405220	FLORENCE TOWNSHIP SCHOOL DISTRICT	FLORENCE	NJ	08518
3405250	FLORHAM PARK PUBLIC SCHOOLS	FLORHAM PARK	NJ	07932
3405280	FOLSOM BOROUGH SCHOOL DISTRICT	FOLSOM	NJ	08037
3405310	FORT LEE SCHOOL DISTRICT	FORT LEE	NJ	07024
3405340	FRANKFORD TOWNSHIP CONSOLIDATED SCHOOL DISTRICT	BRANCHVILLE	NJ	07826
3405370	FRANKLIN LAKES  SCHOOL DISTRICT	FRANKLIN LAKES	NJ	07417
3405400	FRANKLIN BOROUGH SCHOOL DISTRICT	FRANKLIN	NJ	07416
